"Species code","Species name","Province","Year","Annual age ratio"
"1390","American Green-winged Teal","Saskatchewan","1993",""
"1390","American Green-winged Teal","Alberta","1994","3.25"
"1390","American Green-winged Teal","British Columbia","1994","3.62"
"1390","American Green-winged Teal","Manitoba","1994","6.2"
"1390","American Green-winged Teal","New Brunswick","1994","5.33"
"1390","American Green-winged Teal","Newfoundland and Labrador","1994","9.6"
"1390","American Green-winged Teal","Nova Scotia","1994","4.52"
"1390","American Green-winged Teal","Ontario","1994","5.46"
"1390","American Green-winged Teal","Prince Edward Island","1994","2.33"
"1390","American Green-winged Teal","Quebec","1994","6.46"
"1390","American Green-winged Teal","Saskatchewan","1994",""
"1390","American Green-winged Teal","Yukon Territory","1994",""
"1390","American Green-winged Teal","Alberta","1995","3"
"1390","American Green-winged Teal","British Columbia","1995","6.65"
"1390","American Green-winged Teal","Manitoba","1995",""
"1390","American Green-winged Teal","New Brunswick","1995","7.14"
"1390","American Green-winged Teal","Newfoundland and Labrador","1995","7.15"
"1390","American Green-winged Teal","Nova Scotia","1995","6.73"
"1390","American Green-winged Teal","Ontario","1995","4.84"
"1390","American Green-winged Teal","Prince Edward Island","1995","4.4"
"1390","American Green-winged Teal","Quebec","1995","5.57"
"1390","American Green-winged Teal","Saskatchewan","1995",""
"1390","American Green-winged Teal","Yukon Territory","1995",""
"1390","American Green-winged Teal","Alberta","1996","5.5"
"1390","American Green-winged Teal","British Columbia","1996","3.79"
"1390","American Green-winged Teal","Manitoba","1996","3.83"
"1390","American Green-winged Teal","New Brunswick","1996","3.95"
"1390","American Green-winged Teal","Newfoundland and Labrador","1996","7.55"
"1390","American Green-winged Teal","Nova Scotia","1996","3.78"
"1390","American Green-winged Teal","Ontario","1996","5"
"1390","American Green-winged Teal","Prince Edward Island","1996","1.55"
"1390","American Green-winged Teal","Quebec","1996","2.18"
"1390","American Green-winged Teal","Saskatchewan","1996","6.25"
"1390","American Green-winged Teal","Yukon Territory","1996",""
"1390","American Green-winged Teal","Alberta","1997","6.25"
"1390","American Green-winged Teal","British Columbia","1997","3.58"
"1390","American Green-winged Teal","Manitoba","1997","5.8"
"1390","American Green-winged Teal","New Brunswick","1997","6.06"
"1390","American Green-winged Teal","Newfoundland and Labrador","1997","12.38"
"1390","American Green-winged Teal","Nova Scotia","1997","5.77"
"1390","American Green-winged Teal","Northwest Territories","1997",""
"1390","American Green-winged Teal","Ontario","1997","7.64"
"1390","American Green-winged Teal","Prince Edward Island","1997",""
"1390","American Green-winged Teal","Quebec","1997","6.33"
"1390","American Green-winged Teal","Saskatchewan","1997",""
"1390","American Green-winged Teal","Alberta","1998","4.25"
"1390","American Green-winged Teal","British Columbia","1998","3.2"
"1390","American Green-winged Teal","Manitoba","1998","3.33"
"1390","American Green-winged Teal","New Brunswick","1998","4.87"
"1390","American Green-winged Teal","Newfoundland and Labrador","1998","16"
"1390","American Green-winged Teal","Nova Scotia","1998","11.27"
"1390","American Green-winged Teal","Northwest Territories","1998",""
"1390","American Green-winged Teal","Ontario","1998","7.05"
"1390","American Green-winged Teal","Prince Edward Island","1998",""
"1390","American Green-winged Teal","Quebec","1998","5.98"
"1390","American Green-winged Teal","Saskatchewan","1998","2.29"
"1390","American Green-winged Teal","Alberta","1999","2.71"
"1390","American Green-winged Teal","British Columbia","1999","4.09"
"1390","American Green-winged Teal","Manitoba","1999","3.5"
"1390","American Green-winged Teal","New Brunswick","1999","8.27"
"1390","American Green-winged Teal","Newfoundland and Labrador","1999","15.86"
"1390","American Green-winged Teal","Nova Scotia","1999","11.9"
"1390","American Green-winged Teal","Ontario","1999","5.88"
"1390","American Green-winged Teal","Prince Edward Island","1999","5.5"
"1390","American Green-winged Teal","Quebec","1999","8.71"
"1390","American Green-winged Teal","Saskatchewan","1999",""
"1390","American Green-winged Teal","Yukon Territory","1999",""
"1390","American Green-winged Teal","Alberta","2000","2.83"
"1390","American Green-winged Teal","British Columbia","2000","5.88"
"1390","American Green-winged Teal","Manitoba","2000","4.75"
"1390","American Green-winged Teal","New Brunswick","2000","4.13"
"1390","American Green-winged Teal","Newfoundland and Labrador","2000","13"
"1390","American Green-winged Teal","Nova Scotia","2000","12.17"
"1390","American Green-winged Teal","Northwest Territories","2000",""
"1390","American Green-winged Teal","Nunavut","2000",""
"1390","American Green-winged Teal","Ontario","2000","4.25"
"1390","American Green-winged Teal","Prince Edward Island","2000",""
"1390","American Green-winged Teal","Quebec","2000","3.15"
"1390","American Green-winged Teal","Saskatchewan","2000",""
"1390","American Green-winged Teal","Alberta","2001","2.09"
"1390","American Green-winged Teal","British Columbia","2001","5.3"
"1390","American Green-winged Teal","Manitoba","2001","3.45"
"1390","American Green-winged Teal","New Brunswick","2001","2.71"
"1390","American Green-winged Teal","Newfoundland and Labrador","2001","6.86"
"1390","American Green-winged Teal","Nova Scotia","2001","1.74"
"1390","American Green-winged Teal","Ontario","2001","3.53"
"1390","American Green-winged Teal","Prince Edward Island","2001",""
"1390","American Green-winged Teal","Quebec","2001","3.46"
"1390","American Green-winged Teal","Saskatchewan","2001","3.14"
"1390","American Green-winged Teal","Yukon Territory","2001",""
"1390","American Green-winged Teal","Alberta","2002","3.1"
"1390","American Green-winged Teal","British Columbia","2002","3.18"
"1390","American Green-winged Teal","Manitoba","2002","6.46"
"1390","American Green-winged Teal","New Brunswick","2002","3.63"
"1390","American Green-winged Teal","Newfoundland and Labrador","2002","7.4"
"1390","American Green-winged Teal","Nova Scotia","2002","3.24"
"1390","American Green-winged Teal","Ontario","2002","5.9"
"1390","American Green-winged Teal","Prince Edward Island","2002","2.27"
"1390","American Green-winged Teal","Quebec","2002","4.89"
"1390","American Green-winged Teal","Saskatchewan","2002","6"
"1390","American Green-winged Teal","Alberta","2003","7"
"1390","American Green-winged Teal","British Columbia","2003","3.33"
"1390","American Green-winged Teal","Manitoba","2003","11.67"
"1390","American Green-winged Teal","New Brunswick","2003","9.64"
"1390","American Green-winged Teal","Newfoundland and Labrador","2003","16"
"1390","American Green-winged Teal","Nova Scotia","2003","10.15"
"1390","American Green-winged Teal","Northwest Territories","2003",""
"1390","American Green-winged Teal","Ontario","2003","5.55"
"1390","American Green-winged Teal","Prince Edward Island","2003",""
"1390","American Green-winged Teal","Quebec","2003","7.69"
"1390","American Green-winged Teal","Saskatchewan","2003",""
"1390","American Green-winged Teal","Alberta","2004","3.88"
"1390","American Green-winged Teal","British Columbia","2004","6"
"1390","American Green-winged Teal","Manitoba","2004","6.33"
"1390","American Green-winged Teal","New Brunswick","2004","3.12"
"1390","American Green-winged Teal","Newfoundland and Labrador","2004","5.89"
"1390","American Green-winged Teal","Nova Scotia","2004","3.42"
"1390","American Green-winged Teal","Northwest Territories","2004",""
"1390","American Green-winged Teal","Ontario","2004","2.79"
"1390","American Green-winged Teal","Prince Edward Island","2004","2.62"
"1390","American Green-winged Teal","Quebec","2004","3.95"
"1390","American Green-winged Teal","Saskatchewan","2004",""
"1390","American Green-winged Teal","Alberta","2005","16.5"
"1390","American Green-winged Teal","British Columbia","2005","4.46"
"1390","American Green-winged Teal","Manitoba","2005","6.83"
"1390","American Green-winged Teal","New Brunswick","2005","5.4"
"1390","American Green-winged Teal","Newfoundland and Labrador","2005","4.83"
"1390","American Green-winged Teal","Nova Scotia","2005","5.5"
"1390","American Green-winged Teal","Northwest Territories","2005",""
"1390","American Green-winged Teal","Ontario","2005","4.44"
"1390","American Green-winged Teal","Prince Edward Island","2005","2.43"
"1390","American Green-winged Teal","Quebec","2005","4.97"
"1390","American Green-winged Teal","Saskatchewan","2005",""
"1390","American Green-winged Teal","Alberta","2006",""
"1390","American Green-winged Teal","British Columbia","2006","2"
"1390","American Green-winged Teal","Manitoba","2006","2.57"
"1390","American Green-winged Teal","New Brunswick","2006","6.26"
"1390","American Green-winged Teal","Newfoundland and Labrador","2006","10.2"
"1390","American Green-winged Teal","Nova Scotia","2006","5.69"
"1390","American Green-winged Teal","Ontario","2006","4.85"
"1390","American Green-winged Teal","Prince Edward Island","2006","3"
"1390","American Green-winged Teal","Quebec","2006","5.34"
"1390","American Green-winged Teal","Saskatchewan","2006",""
"1390","American Green-winged Teal","Alberta","2007","6.25"
"1390","American Green-winged Teal","British Columbia","2007","2.17"
"1390","American Green-winged Teal","Manitoba","2007","3.67"
"1390","American Green-winged Teal","New Brunswick","2007","11.17"
"1390","American Green-winged Teal","Newfoundland and Labrador","2007","13"
"1390","American Green-winged Teal","Nova Scotia","2007","6.67"
"1390","American Green-winged Teal","Ontario","2007","2.58"
"1390","American Green-winged Teal","Prince Edward Island","2007",""
"1390","American Green-winged Teal","Quebec","2007","6.09"
"1390","American Green-winged Teal","Saskatchewan","2007",""
"1390","American Green-winged Teal","Yukon Territory","2007",""
"1390","American Green-winged Teal","Alberta","2008","2"
"1390","American Green-winged Teal","British Columbia","2008","1.2"
"1390","American Green-winged Teal","Manitoba","2008","1.32"
"1390","American Green-winged Teal","New Brunswick","2008","4"
"1390","American Green-winged Teal","Newfoundland and Labrador","2008","7.2"
"1390","American Green-winged Teal","Nova Scotia","2008","4.27"
"1390","American Green-winged Teal","Ontario","2008","2.65"
"1390","American Green-winged Teal","Prince Edward Island","2008","3.5"
"1390","American Green-winged Teal","Quebec","2008","3.44"
"1390","American Green-winged Teal","Saskatchewan","2008",""
"1390","American Green-winged Teal","Yukon Territory","2008",""
"1390","American Green-winged Teal","Alberta","2009","6.67"
"1390","American Green-winged Teal","British Columbia","2009","1.85"
"1390","American Green-winged Teal","Manitoba","2009",""
"1390","American Green-winged Teal","New Brunswick","2009","4.11"
"1390","American Green-winged Teal","Newfoundland and Labrador","2009","7"
"1390","American Green-winged Teal","Nova Scotia","2009","4.17"
"1390","American Green-winged Teal","Ontario","2009","4.71"
"1390","American Green-winged Teal","Prince Edward Island","2009","3"
"1390","American Green-winged Teal","Quebec","2009","4.24"
"1390","American Green-winged Teal","Saskatchewan","2009",""
"1390","American Green-winged Teal","Alberta","2010","9.67"
"1390","American Green-winged Teal","British Columbia","2010","5.75"
"1390","American Green-winged Teal","Manitoba","2010","6.33"
"1390","American Green-winged Teal","New Brunswick","2010","4.15"
"1390","American Green-winged Teal","Newfoundland and Labrador","2010","7.25"
"1390","American Green-winged Teal","Nova Scotia","2010","7.31"
"1390","American Green-winged Teal","Ontario","2010","8.29"
"1390","American Green-winged Teal","Prince Edward Island","2010",""
"1390","American Green-winged Teal","Quebec","2010","11.96"
"1390","American Green-winged Teal","Saskatchewan","2010",""
"1390","American Green-winged Teal","Alberta","2011","2.33"
"1390","American Green-winged Teal","British Columbia","2011","2.22"
"1390","American Green-winged Teal","Manitoba","2011","2.43"
"1390","American Green-winged Teal","New Brunswick","2011","5.63"
"1390","American Green-winged Teal","Newfoundland and Labrador","2011",""
"1390","American Green-winged Teal","Nova Scotia","2011","6.2"
"1390","American Green-winged Teal","Northwest Territories","2011",""
"1390","American Green-winged Teal","Ontario","2011","4.94"
"1390","American Green-winged Teal","Prince Edward Island","2011",""
"1390","American Green-winged Teal","Quebec","2011","4.66"
"1390","American Green-winged Teal","Saskatchewan","2011",""
"1390","American Green-winged Teal","Alberta","2012","10"
"1390","American Green-winged Teal","British Columbia","2012","12.5"
"1390","American Green-winged Teal","Manitoba","2012","4.2"
"1390","American Green-winged Teal","New Brunswick","2012","6.67"
"1390","American Green-winged Teal","Newfoundland and Labrador","2012",""
"1390","American Green-winged Teal","Nova Scotia","2012","7.14"
"1390","American Green-winged Teal","Ontario","2012","5.9"
"1390","American Green-winged Teal","Prince Edward Island","2012","19"
"1390","American Green-winged Teal","Quebec","2012","6.11"
"1390","American Green-winged Teal","Saskatchewan","2012",""
"1390","American Green-winged Teal","Alberta","2013",""
"1390","American Green-winged Teal","British Columbia","2013","6.8"
"1390","American Green-winged Teal","Manitoba","2013","8"
"1390","American Green-winged Teal","New Brunswick","2013","5.86"
"1390","American Green-winged Teal","Newfoundland and Labrador","2013",""
"1390","American Green-winged Teal","Nova Scotia","2013","8.33"
"1390","American Green-winged Teal","Ontario","2013","6.86"
"1390","American Green-winged Teal","Prince Edward Island","2013",""
"1390","American Green-winged Teal","Quebec","2013","8.05"
"1390","American Green-winged Teal","Saskatchewan","2013",""
"1390","American Green-winged Teal","Alberta","2014",""
"1390","American Green-winged Teal","British Columbia","2014","4.08"
"1390","American Green-winged Teal","Manitoba","2014","2.77"
"1390","American Green-winged Teal","New Brunswick","2014","6.11"
"1390","American Green-winged Teal","Newfoundland and Labrador","2014","24"
"1390","American Green-winged Teal","Nova Scotia","2014","4.67"
"1390","American Green-winged Teal","Ontario","2014","4.42"
"1390","American Green-winged Teal","Quebec","2014","3.18"
"1390","American Green-winged Teal","Saskatchewan","2014",""
"1390","American Green-winged Teal","Alberta","2015",""
"1390","American Green-winged Teal","British Columbia","2015","2.56"
"1390","American Green-winged Teal","Manitoba","2015","2.44"
"1390","American Green-winged Teal","New Brunswick","2015","15.2"
"1390","American Green-winged Teal","Newfoundland and Labrador","2015",""
"1390","American Green-winged Teal","Nova Scotia","2015","25"
"1390","American Green-winged Teal","Ontario","2015","5.08"
"1390","American Green-winged Teal","Prince Edward Island","2015",""
"1390","American Green-winged Teal","Quebec","2015","6.92"
"1390","American Green-winged Teal","Saskatchewan","2015","1.67"
"1390","American Green-winged Teal","Alberta","2016",""
"1390","American Green-winged Teal","British Columbia","2016","2"
"1390","American Green-winged Teal","Manitoba","2016","4.57"
"1390","American Green-winged Teal","New Brunswick","2016","5"
"1390","American Green-winged Teal","Newfoundland and Labrador","2016",""
"1390","American Green-winged Teal","Nova Scotia","2016",""
"1390","American Green-winged Teal","Ontario","2016","2.83"
"1390","American Green-winged Teal","Prince Edward Island","2016",""
"1390","American Green-winged Teal","Quebec","2016","6.44"
"1390","American Green-winged Teal","Saskatchewan","2016","4.2"
"1390","American Green-winged Teal","Alberta","2017",""
"1390","American Green-winged Teal","British Columbia","2017","2.07"
"1390","American Green-winged Teal","Manitoba","2017","2.75"
"1390","American Green-winged Teal","New Brunswick","2017","4.63"
"1390","American Green-winged Teal","Newfoundland and Labrador","2017",""
"1390","American Green-winged Teal","Nova Scotia","2017","11.33"
"1390","American Green-winged Teal","Ontario","2017","2.87"
"1390","American Green-winged Teal","Prince Edward Island","2017",""
"1390","American Green-winged Teal","Quebec","2017","4.92"
"1390","American Green-winged Teal","Saskatchewan","2017",""
"1390","American Green-winged Teal","Alberta","2018",""
"1390","American Green-winged Teal","British Columbia","2018","2.44"
"1390","American Green-winged Teal","Manitoba","2018","8.33"
"1390","American Green-winged Teal","New Brunswick","2018","7.09"
"1390","American Green-winged Teal","Newfoundland and Labrador","2018",""
"1390","American Green-winged Teal","Nova Scotia","2018","6.5"
"1390","American Green-winged Teal","Ontario","2018","6.2"
"1390","American Green-winged Teal","Prince Edward Island","2018",""
"1390","American Green-winged Teal","Quebec","2018","5.74"
"1390","American Green-winged Teal","Saskatchewan","2018",""
"1390","American Green-winged Teal","Yukon Territory","2018",""
"1400","Blue-winged Teal","Alberta","1969","9.44"
"1400","Blue-winged Teal","British Columbia","1969","2.83"
"1400","Blue-winged Teal","Manitoba","1969","6.76"
"1400","Blue-winged Teal","New Brunswick","1969","14.62"
"1400","Blue-winged Teal","Newfoundland and Labrador","1969",""
"1400","Blue-winged Teal","Nova Scotia","1969",""
"1400","Blue-winged Teal","Ontario","1969","9.67"
"1400","Blue-winged Teal","Prince Edward Island","1969","17.25"
"1400","Blue-winged Teal","Quebec","1969","6.85"
"1400","Blue-winged Teal","Saskatchewan","1969","4.55"
"1400","Blue-winged Teal","Alberta","1970","4.86"
"1400","Blue-winged Teal","British Columbia","1970","3.14"
"1400","Blue-winged Teal","Manitoba","1970","4.26"
"1400","Blue-winged Teal","New Brunswick","1970","4.04"
"1400","Blue-winged Teal","Newfoundland and Labrador","1970",""
"1400","Blue-winged Teal","Nova Scotia","1970",""
"1400","Blue-winged Teal","Ontario","1970","6.71"
"1400","Blue-winged Teal","Prince Edward Island","1970","4"
"1400","Blue-winged Teal","Quebec","1970","6.05"
"1400","Blue-winged Teal","Saskatchewan","1970","4.85"
"1400","Blue-winged Teal","Alberta","1971","13.28"
"1400","Blue-winged Teal","British Columbia","1971","5.2"
"1400","Blue-winged Teal","Manitoba","1971","10.7"
"1400","Blue-winged Teal","New Brunswick","1971","7.37"
"1400","Blue-winged Teal","Newfoundland and Labrador","1971",""
"1400","Blue-winged Teal","Nova Scotia","1971",""
"1400","Blue-winged Teal","Ontario","1971","6.18"
"1400","Blue-winged Teal","Prince Edward Island","1971","16"
"1400","Blue-winged Teal","Quebec","1971","9.8"
"1400","Blue-winged Teal","Saskatchewan","1971","17.11"
"1400","Blue-winged Teal","Alberta","1972","6.14"
"1400","Blue-winged Teal","British Columbia","1972","6.25"
"1400","Blue-winged Teal","Manitoba","1972","4.17"
"1400","Blue-winged Teal","New Brunswick","1972","8.19"
"1400","Blue-winged Teal","Newfoundland and Labrador","1972",""
"1400","Blue-winged Teal","Nova Scotia","1972","7.2"
"1400","Blue-winged Teal","Ontario","1972","4.34"
"1400","Blue-winged Teal","Prince Edward Island","1972","11.5"
"1400","Blue-winged Teal","Quebec","1972","0.12"
"1400","Blue-winged Teal","Saskatchewan","1972","3"
"1400","Blue-winged Teal","Alberta","1973","5.25"
"1400","Blue-winged Teal","British Columbia","1973","33"
"1400","Blue-winged Teal","Manitoba","1973","24.8"
"1400","Blue-winged Teal","New Brunswick","1973","4.87"
"1400","Blue-winged Teal","Newfoundland and Labrador","1973",""
"1400","Blue-winged Teal","Nova Scotia","1973","4.92"
"1400","Blue-winged Teal","Ontario","1973","4.72"
"1400","Blue-winged Teal","Prince Edward Island","1973","5.44"
"1400","Blue-winged Teal","Quebec","1973","7.21"
"1400","Blue-winged Teal","Saskatchewan","1973","16.5"
"1400","Blue-winged Teal","Alberta","1974","100"
"1400","Blue-winged Teal","British Columbia","1974",""
"1400","Blue-winged Teal","Manitoba","1974","5.83"
"1400","Blue-winged Teal","New Brunswick","1974","6"
"1400","Blue-winged Teal","Newfoundland and Labrador","1974",""
"1400","Blue-winged Teal","Nova Scotia","1974","6.8"
"1400","Blue-winged Teal","Ontario","1974","4.23"
"1400","Blue-winged Teal","Prince Edward Island","1974",""
"1400","Blue-winged Teal","Quebec","1974","6.53"
"1400","Blue-winged Teal","Saskatchewan","1974","13.2"
"1400","Blue-winged Teal","Alberta","1975","13.6"
"1400","Blue-winged Teal","British Columbia","1975",""
"1400","Blue-winged Teal","Manitoba","1975","17"
"1400","Blue-winged Teal","New Brunswick","1975","5.38"
"1400","Blue-winged Teal","Newfoundland and Labrador","1975",""
"1400","Blue-winged Teal","Nova Scotia","1975","2.83"
"1400","Blue-winged Teal","Northwest Territories","1975",""
"1400","Blue-winged Teal","Ontario","1975","5.58"
"1400","Blue-winged Teal","Prince Edward Island","1975","9"
"1400","Blue-winged Teal","Quebec","1975","8.45"
"1400","Blue-winged Teal","Saskatchewan","1975","10.78"
"1400","Blue-winged Teal","Yukon Territory","1975",""
"1400","Blue-winged Teal","Alberta","1976","6.05"
"1400","Blue-winged Teal","British Columbia","1976","18"
"1400","Blue-winged Teal","Manitoba","1976","3.43"
"1400","Blue-winged Teal","New Brunswick","1976","5.67"
"1400","Blue-winged Teal","Newfoundland and Labrador","1976",""
"1400","Blue-winged Teal","Nova Scotia","1976","4.75"
"1400","Blue-winged Teal","Ontario","1976","4.79"
"1400","Blue-winged Teal","Prince Edward Island","1976","2.33"
"1400","Blue-winged Teal","Quebec","1976","3.7"
"1400","Blue-winged Teal","Saskatchewan","1976","7.09"
"1400","Blue-winged Teal","Alberta","1977","3.89"
"1400","Blue-winged Teal","British Columbia","1977","5.57"
"1400","Blue-winged Teal","Manitoba","1977","5.25"
"1400","Blue-winged Teal","New Brunswick","1977","10.44"
"1400","Blue-winged Teal","Newfoundland and Labrador","1977",""
"1400","Blue-winged Teal","Nova Scotia","1977","17.67"
"1400","Blue-winged Teal","Northwest Territories","1977",""
"1400","Blue-winged Teal","Ontario","1977","6.28"
"1400","Blue-winged Teal","Prince Edward Island","1977",""
"1400","Blue-winged Teal","Quebec","1977","6.41"
"1400","Blue-winged Teal","Saskatchewan","1977","5.55"
"1400","Blue-winged Teal","Yukon Territory","1977",""
"1400","Blue-winged Teal","Alberta","1978","7.75"
"1400","Blue-winged Teal","British Columbia","1978",""
"1400","Blue-winged Teal","Manitoba","1978","5.17"
"1400","Blue-winged Teal","New Brunswick","1978","10.83"
"1400","Blue-winged Teal","Newfoundland and Labrador","1978",""
"1400","Blue-winged Teal","Nova Scotia","1978","18"
"1400","Blue-winged Teal","Ontario","1978","4.76"
"1400","Blue-winged Teal","Prince Edward Island","1978",""
"1400","Blue-winged Teal","Quebec","1978","14.87"
"1400","Blue-winged Teal","Saskatchewan","1978","5"
"1400","Blue-winged Teal","Yukon Territory","1978",""
"1400","Blue-winged Teal","Alberta","1979","3.69"
"1400","Blue-winged Teal","British Columbia","1979",""
"1400","Blue-winged Teal","Manitoba","1979","5.44"
"1400","Blue-winged Teal","New Brunswick","1979","2.54"
"1400","Blue-winged Teal","Newfoundland and Labrador","1979",""
"1400","Blue-winged Teal","Nova Scotia","1979","3.6"
"1400","Blue-winged Teal","Ontario","1979","4.87"
"1400","Blue-winged Teal","Prince Edward Island","1979",""
"1400","Blue-winged Teal","Quebec","1979","2.98"
"1400","Blue-winged Teal","Saskatchewan","1979","4.63"
"1400","Blue-winged Teal","Alberta","1980","11.11"
"1400","Blue-winged Teal","British Columbia","1980",""
"1400","Blue-winged Teal","Manitoba","1980","5.67"
"1400","Blue-winged Teal","New Brunswick","1980","2.7"
"1400","Blue-winged Teal","Nova Scotia","1980","4.33"
"1400","Blue-winged Teal","Northwest Territories","1980",""
"1400","Blue-winged Teal","Ontario","1980","4.8"
"1400","Blue-winged Teal","Prince Edward Island","1980",""
"1400","Blue-winged Teal","Quebec","1980","2.25"
"1400","Blue-winged Teal","Saskatchewan","1980","8.6"
"1400","Blue-winged Teal","Alberta","1981","5.67"
"1400","Blue-winged Teal","British Columbia","1981","5.17"
"1400","Blue-winged Teal","Manitoba","1981","9.8"
"1400","Blue-winged Teal","New Brunswick","1981","2.59"
"1400","Blue-winged Teal","Newfoundland and Labrador","1981",""
"1400","Blue-winged Teal","Nova Scotia","1981","3.13"
"1400","Blue-winged Teal","Ontario","1981","4.15"
"1400","Blue-winged Teal","Prince Edward Island","1981",""
"1400","Blue-winged Teal","Quebec","1981","2.67"
"1400","Blue-winged Teal","Saskatchewan","1981",""
"1400","Blue-winged Teal","Alberta","1982",""
"1400","Blue-winged Teal","British Columbia","1982",""
"1400","Blue-winged Teal","Manitoba","1982","6"
"1400","Blue-winged Teal","New Brunswick","1982","21"
"1400","Blue-winged Teal","Nova Scotia","1982",""
"1400","Blue-winged Teal","Ontario","1982","14"
"1400","Blue-winged Teal","Prince Edward Island","1982",""
"1400","Blue-winged Teal","Quebec","1982","3.38"
"1400","Blue-winged Teal","Saskatchewan","1982",""
"1400","Blue-winged Teal","Alberta","1983","5.5"
"1400","Blue-winged Teal","British Columbia","1983",""
"1400","Blue-winged Teal","Manitoba","1983","5.06"
"1400","Blue-winged Teal","New Brunswick","1983","6.61"
"1400","Blue-winged Teal","Newfoundland and Labrador","1983",""
"1400","Blue-winged Teal","Nova Scotia","1983","6.89"
"1400","Blue-winged Teal","Ontario","1983","3.95"
"1400","Blue-winged Teal","Prince Edward Island","1983","5.2"
"1400","Blue-winged Teal","Quebec","1983","4.69"
"1400","Blue-winged Teal","Saskatchewan","1983","2.14"
"1400","Blue-winged Teal","Yukon Territory","1983",""
"1400","Blue-winged Teal","Alberta","1984","6.33"
"1400","Blue-winged Teal","British Columbia","1984","6.25"
"1400","Blue-winged Teal","Manitoba","1984","4.2"
"1400","Blue-winged Teal","New Brunswick","1984","3.77"
"1400","Blue-winged Teal","Newfoundland and Labrador","1984",""
"1400","Blue-winged Teal","Nova Scotia","1984","7"
"1400","Blue-winged Teal","Ontario","1984","5.53"
"1400","Blue-winged Teal","Prince Edward Island","1984","4.75"
"1400","Blue-winged Teal","Quebec","1984","4.23"
"1400","Blue-winged Teal","Saskatchewan","1984","1.63"
"1400","Blue-winged Teal","Alberta","1985","15"
"1400","Blue-winged Teal","British Columbia","1985","28"
"1400","Blue-winged Teal","Manitoba","1985","5.5"
"1400","Blue-winged Teal","New Brunswick","1985","9.14"
"1400","Blue-winged Teal","Newfoundland and Labrador","1985",""
"1400","Blue-winged Teal","Nova Scotia","1985","8"
"1400","Blue-winged Teal","Ontario","1985","4.61"
"1400","Blue-winged Teal","Prince Edward Island","1985",""
"1400","Blue-winged Teal","Quebec","1985","3.61"
"1400","Blue-winged Teal","Saskatchewan","1985","9"
"1400","Blue-winged Teal","Alberta","1986","6.63"
"1400","Blue-winged Teal","British Columbia","1986",""
"1400","Blue-winged Teal","Manitoba","1986","3.08"
"1400","Blue-winged Teal","New Brunswick","1986","13.29"
"1400","Blue-winged Teal","Newfoundland and Labrador","1986",""
"1400","Blue-winged Teal","Nova Scotia","1986","20.5"
"1400","Blue-winged Teal","Northwest Territories","1986",""
"1400","Blue-winged Teal","Ontario","1986","5.89"
"1400","Blue-winged Teal","Prince Edward Island","1986",""
"1400","Blue-winged Teal","Quebec","1986","4.68"
"1400","Blue-winged Teal","Saskatchewan","1986","3.13"
"1400","Blue-winged Teal","Alberta","1987","4.83"
"1400","Blue-winged Teal","British Columbia","1987","7.67"
"1400","Blue-winged Teal","Manitoba","1987","2.5"
"1400","Blue-winged Teal","New Brunswick","1987","6.13"
"1400","Blue-winged Teal","Newfoundland and Labrador","1987",""
"1400","Blue-winged Teal","Nova Scotia","1987","3.29"
"1400","Blue-winged Teal","Ontario","1987","3.3"
"1400","Blue-winged Teal","Prince Edward Island","1987",""
"1400","Blue-winged Teal","Quebec","1987","4.09"
"1400","Blue-winged Teal","Saskatchewan","1987",""
"1400","Blue-winged Teal","Alberta","1988",""
"1400","Blue-winged Teal","British Columbia","1988",""
"1400","Blue-winged Teal","Manitoba","1988","1.75"
"1400","Blue-winged Teal","New Brunswick","1988","3.67"
"1400","Blue-winged Teal","Nova Scotia","1988",""
"1400","Blue-winged Teal","Ontario","1988","2.83"
"1400","Blue-winged Teal","Prince Edward Island","1988",""
"1400","Blue-winged Teal","Quebec","1988","1.46"
"1400","Blue-winged Teal","Saskatchewan","1988",""
"1400","Blue-winged Teal","Alberta","1989","8.57"
"1400","Blue-winged Teal","British Columbia","1989","3.2"
"1400","Blue-winged Teal","Manitoba","1989","10.5"
"1400","Blue-winged Teal","New Brunswick","1989","5.2"
"1400","Blue-winged Teal","Newfoundland and Labrador","1989",""
"1400","Blue-winged Teal","Nova Scotia","1989",""
"1400","Blue-winged Teal","Northwest Territories","1989",""
"1400","Blue-winged Teal","Ontario","1989","2.9"
"1400","Blue-winged Teal","Prince Edward Island","1989",""
"1400","Blue-winged Teal","Quebec","1989","2.6"
"1400","Blue-winged Teal","Saskatchewan","1989",""
"1400","Blue-winged Teal","Alberta","1990","30"
"1400","Blue-winged Teal","British Columbia","1990","17.5"
"1400","Blue-winged Teal","Manitoba","1990",""
"1400","Blue-winged Teal","New Brunswick","1990","1.65"
"1400","Blue-winged Teal","Newfoundland and Labrador","1990",""
"1400","Blue-winged Teal","Nova Scotia","1990",""
"1400","Blue-winged Teal","Ontario","1990","2.74"
"1400","Blue-winged Teal","Prince Edward Island","1990","9"
"1400","Blue-winged Teal","Quebec","1990","4.7"
"1400","Blue-winged Teal","Saskatchewan","1990",""
"1400","Blue-winged Teal","Alberta","1991",""
"1400","Blue-winged Teal","British Columbia","1991","26"
"1400","Blue-winged Teal","Manitoba","1991",""
"1400","Blue-winged Teal","New Brunswick","1991","7.33"
"1400","Blue-winged Teal","Nova Scotia","1991",""
