"Species code","Species name","Province","Year","Estimate","± 1 standard error"
"1330","American Black Duck","Alberta","1998","81","89"
"1330","American Black Duck","British Columbia","1998","124","92"
"1330","American Black Duck","Manitoba","1998","165","203"
"1330","American Black Duck","New Brunswick","1998","22802","2703"
"1330","American Black Duck","Newfoundland and Labrador","1998","22410","2148"
"1330","American Black Duck","Nova Scotia","1998","33852","3209"
"1330","American Black Duck","Ontario","1998","23091","1558"
"1330","American Black Duck","Prince Edward Island","1998","6789","1144"
"1330","American Black Duck","Quebec","1998","49065","2487"
"1330","American Black Duck","Manitoba","1999","36","38"
"1330","American Black Duck","New Brunswick","1999","22445","3285"
"1330","American Black Duck","Newfoundland and Labrador","1999","19058","1907"
"1330","American Black Duck","Nova Scotia","1999","44658","5526"
"1330","American Black Duck","Ontario","1999","26579","1813"
"1330","American Black Duck","Prince Edward Island","1999","10782","1768"
"1330","American Black Duck","Quebec","1999","51385","3537"
"1330","American Black Duck","Manitoba","2000","204","146"
"1330","American Black Duck","New Brunswick","2000","18083","2790"
"1330","American Black Duck","Newfoundland and Labrador","2000","21605","2131"
"1330","American Black Duck","Nova Scotia","2000","43922","4482"
"1330","American Black Duck","Ontario","2000","19995","1564"
"1330","American Black Duck","Prince Edward Island","2000","6980","1184"
"1330","American Black Duck","Quebec","2000","43476","2709"
"1330","American Black Duck","Saskatchewan","2000","653","283"
"1330","American Black Duck","Manitoba","2001","293","335"
"1330","American Black Duck","New Brunswick","2001","12879","1465"
"1330","American Black Duck","Newfoundland and Labrador","2001","16802","1620"
"1330","American Black Duck","Nova Scotia","2001","26730","3606"
"1330","American Black Duck","Ontario","2001","19187","1533"
"1330","American Black Duck","Prince Edward Island","2001","9465","1650"
"1330","American Black Duck","Quebec","2001","38719","2346"
"1330","American Black Duck","Alberta","2002","89","39"
"1330","American Black Duck","New Brunswick","2002","14449","1307"
"1330","American Black Duck","Newfoundland and Labrador","2002","18022","1747"
"1330","American Black Duck","Nova Scotia","2002","28310","2171"
"1330","American Black Duck","Ontario","2002","19133","1446"
"1330","American Black Duck","Prince Edward Island","2002","6214","1175"
"1330","American Black Duck","Quebec","2002","36348","2030"
"1330","American Black Duck","Saskatchewan","2002","77","75"
"1330","American Black Duck","New Brunswick","2003","15219","1142"
"1330","American Black Duck","Newfoundland and Labrador","2003","10175","1131"
"1330","American Black Duck","Nova Scotia","2003","26010","1970"
"1330","American Black Duck","Ontario","2003","15178","1461"
"1330","American Black Duck","Prince Edward Island","2003","7229","1029"
"1330","American Black Duck","Quebec","2003","35078","1983"
"1330","American Black Duck","Saskatchewan","2003","334","358"
"1330","American Black Duck","New Brunswick","2004","9776","967"
"1330","American Black Duck","Newfoundland and Labrador","2004","12888","1564"
"1330","American Black Duck","Nova Scotia","2004","16971","1573"
"1330","American Black Duck","Ontario","2004","16711","1459"
"1330","American Black Duck","Prince Edward Island","2004","4828","719"
"1330","American Black Duck","Quebec","2004","30590","1781"
"1330","American Black Duck","Manitoba","2005","191","215"
"1330","American Black Duck","New Brunswick","2005","9031","889"
"1330","American Black Duck","Newfoundland and Labrador","2005","9333","1327"
"1330","American Black Duck","Nova Scotia","2005","16717","1479"
"1330","American Black Duck","Ontario","2005","15276","1366"
"1330","American Black Duck","Prince Edward Island","2005","4560","791"
"1330","American Black Duck","Quebec","2005","34472","2189"
"1330","American Black Duck","New Brunswick","2006","11159","1080"
"1330","American Black Duck","Newfoundland and Labrador","2006","16529","2004"
"1330","American Black Duck","Nova Scotia","2006","20630","1621"
"1330","American Black Duck","Ontario","2006","16644","1487"
"1330","American Black Duck","Prince Edward Island","2006","5168","807"
"1330","American Black Duck","Quebec","2006","33900","2025"
"1330","American Black Duck","Manitoba","2007","140","146"
"1330","American Black Duck","New Brunswick","2007","10391","1379"
"1330","American Black Duck","Newfoundland and Labrador","2007","20485","2076"
"1330","American Black Duck","Nova Scotia","2007","24180","2474"
"1330","American Black Duck","Ontario","2007","13462","1253"
"1330","American Black Duck","Prince Edward Island","2007","7054","1232"
"1330","American Black Duck","Quebec","2007","27596","1732"
"1330","American Black Duck","Saskatchewan","2007","503","482"
"1330","American Black Duck","Manitoba","2008","160","82"
"1330","American Black Duck","New Brunswick","2008","12285","1560"
"1330","American Black Duck","Newfoundland and Labrador","2008","22067","2522"
"1330","American Black Duck","Nova Scotia","2008","22764","2774"
"1330","American Black Duck","Ontario","2008","11094","1152"
"1330","American Black Duck","Prince Edward Island","2008","5829","928"
"1330","American Black Duck","Quebec","2008","29114","2180"
"1330","American Black Duck","Saskatchewan","2008","184","103"
"1330","American Black Duck","Manitoba","2009","155","105"
"1330","American Black Duck","New Brunswick","2009","9719","1364"
"1330","American Black Duck","Newfoundland and Labrador","2009","13583","2369"
"1330","American Black Duck","Nova Scotia","2009","18788","2133"
"1330","American Black Duck","Ontario","2009","14173","1484"
"1330","American Black Duck","Prince Edward Island","2009","5049","954"
"1330","American Black Duck","Quebec","2009","29150","2114"
"1330","American Black Duck","British Columbia","2010","52","89"
"1330","American Black Duck","Manitoba","2010","90","66"
"1330","American Black Duck","New Brunswick","2010","12131","1511"
"1330","American Black Duck","Newfoundland and Labrador","2010","8908","1516"
"1330","American Black Duck","Nova Scotia","2010","12913","1446"
"1330","American Black Duck","Ontario","2010","14096","1409"
"1330","American Black Duck","Prince Edward Island","2010","7660","1800"
"1330","American Black Duck","Quebec","2010","31408","2130"
"1330","American Black Duck","New Brunswick","2011","9237","1290"
"1330","American Black Duck","Newfoundland and Labrador","2011","8919","1565"
"1330","American Black Duck","Nova Scotia","2011","22236","2411"
"1330","American Black Duck","Ontario","2011","13926","1643"
"1330","American Black Duck","Prince Edward Island","2011","5866","1381"
"1330","American Black Duck","Quebec","2011","31678","2552"
"1330","American Black Duck","New Brunswick","2012","13261","1702"
"1330","American Black Duck","Newfoundland and Labrador","2012","20213","3793"
"1330","American Black Duck","Nova Scotia","2012","24622","2831"
"1330","American Black Duck","Ontario","2012","11878","1362"
"1330","American Black Duck","Prince Edward Island","2012","8795","2943"
"1330","American Black Duck","Quebec","2012","24594","1816"
"1330","American Black Duck","Manitoba","2013","152","151"
"1330","American Black Duck","New Brunswick","2013","10661","1982"
"1330","American Black Duck","Newfoundland and Labrador","2013","18034","3601"
"1330","American Black Duck","Nova Scotia","2013","26773","2833"
"1330","American Black Duck","Ontario","2013","14436","1523"
"1330","American Black Duck","Prince Edward Island","2013","7296","1622"
"1330","American Black Duck","Quebec","2013","22433","1865"
"1330","American Black Duck","New Brunswick","2014","10736","1549"
"1330","American Black Duck","Newfoundland and Labrador","2014","3796","1052"
"1330","American Black Duck","Nova Scotia","2014","12992","1640"
"1330","American Black Duck","Ontario","2014","10872","1184"
"1330","American Black Duck","Prince Edward Island","2014","12817","2818"
"1330","American Black Duck","Quebec","2014","21414","1999"
"1330","American Black Duck","Manitoba","2015","430","0"
"1330","American Black Duck","New Brunswick","2015","6938","1445"
"1330","American Black Duck","Newfoundland and Labrador","2015","8869","2157"
"1330","American Black Duck","Nova Scotia","2015","16061","2553"
"1330","American Black Duck","Ontario","2015","11869","1748"
"1330","American Black Duck","Prince Edward Island","2015","2615","750"
"1330","American Black Duck","Quebec","2015","16670","1373"
"1330","American Black Duck","Manitoba","2016","234","242"
"1330","American Black Duck","New Brunswick","2016","9700","1871"
"1330","American Black Duck","Newfoundland and Labrador","2016","6144","1525"
"1330","American Black Duck","Nova Scotia","2016","17627","2074"
"1330","American Black Duck","Ontario","2016","9088","1113"
"1330","American Black Duck","Prince Edward Island","2016","6390","1443"
"1330","American Black Duck","Quebec","2016","16961","1721"
"1330","American Black Duck","New Brunswick","2017","5773","1061"
"1330","American Black Duck","Newfoundland and Labrador","2017","7138","2117"
"1330","American Black Duck","Nova Scotia","2017","12637","1787"
"1330","American Black Duck","Ontario","2017","8813","1355"
"1330","American Black Duck","Prince Edward Island","2017","3147","784"
"1330","American Black Duck","Quebec","2017","19567","2018"
"1330","American Black Duck","New Brunswick","2018","8190","1743"
"1330","American Black Duck","Newfoundland and Labrador","2018","6940","1356"
"1330","American Black Duck","Nova Scotia","2018","11839","1498"
"1330","American Black Duck","Ontario","2018","8753","1279"
"1330","American Black Duck","Prince Edward Island","2018","2081","587"
"1330","American Black Duck","Quebec","2018","14674","1341"
"1350","Gadwall","Alberta","1969","51596","5331"
"1350","Gadwall","British Columbia","1969","823","130"
"1350","Gadwall","Manitoba","1969","18962","1619"
"1350","Gadwall","Ontario","1969","3214","787"
"1350","Gadwall","Quebec","1969","299","53"
"1350","Gadwall","Saskatchewan","1969","35295","1838"
"1350","Gadwall","Alberta","1970","43289","4440"
"1350","Gadwall","British Columbia","1970","1062","179"
"1350","Gadwall","Manitoba","1970","12304","1148"
"1350","Gadwall","Ontario","1970","2276","513"
"1350","Gadwall","Quebec","1970","416","73"
"1350","Gadwall","Saskatchewan","1970","35594","1988"
"1350","Gadwall","Alberta","1971","47053","4577"
"1350","Gadwall","British Columbia","1971","1481","283"
"1350","Gadwall","Manitoba","1971","11553","1011"
"1350","Gadwall","Nova Scotia","1971","20","3"
"1350","Gadwall","Ontario","1971","1791","325"
"1350","Gadwall","Quebec","1971","1500","265"
"1350","Gadwall","Saskatchewan","1971","27717","1444"
"1350","Gadwall","Alberta","1972","52623","4394"
"1350","Gadwall","British Columbia","1972","1470","223"
"1350","Gadwall","Manitoba","1972","13367","1311"
"1350","Gadwall","Ontario","1972","3679","635"
"1350","Gadwall","Quebec","1972","2042","294"
"1350","Gadwall","Saskatchewan","1972","25979","1498"
"1350","Gadwall","Alberta","1973","49000","4034"
"1350","Gadwall","British Columbia","1973","1022","132"
"1350","Gadwall","Manitoba","1973","9221","807"
"1350","Gadwall","New Brunswick","1973","59","7"
"1350","Gadwall","Ontario","1973","2738","473"
"1350","Gadwall","Quebec","1973","1704","243"
"1350","Gadwall","Saskatchewan","1973","28036","1650"
"1350","Gadwall","Alberta","1974","58769","5027"
"1350","Gadwall","British Columbia","1974","1991","337"
"1350","Gadwall","Manitoba","1974","11113","1008"
"1350","Gadwall","New Brunswick","1974","65","7"
"1350","Gadwall","Nova Scotia","1974","88","10"
"1350","Gadwall","Ontario","1974","4330","695"
"1350","Gadwall","Prince Edward Island","1974","211","21"
"1350","Gadwall","Quebec","1974","2912","438"
"1350","Gadwall","Saskatchewan","1974","43412","2444"
"1350","Gadwall","Alberta","1975","59594","1942"
"1350","Gadwall","British Columbia","1975","4058","261"
"1350","Gadwall","Manitoba","1975","16437","867"
"1350","Gadwall","Newfoundland and Labrador","1975","160","44"
"1350","Gadwall","Ontario","1975","10666","456"
"1350","Gadwall","Quebec","1975","3757","199"
"1350","Gadwall","Saskatchewan","1975","59048","1979"
"1350","Gadwall","Alberta","1976","62412","2273"
"1350","Gadwall","British Columbia","1976","1307","131"
"1350","Gadwall","Manitoba","1976","10312","462"
"1350","Gadwall","Ontario","1976","6672","261"
"1350","Gadwall","Quebec","1976","6418","299"
"1350","Gadwall","Saskatchewan","1976","41374","1445"
"1350","Gadwall","Alberta","1977","40545","0"
"1350","Gadwall","British Columbia","1977","2531","0"
"1350","Gadwall","Manitoba","1977","13922","0"
"1350","Gadwall","Nova Scotia","1977","85","0"
"1350","Gadwall","Ontario","1977","5592","0"
"1350","Gadwall","Quebec","1977","6465","0"
"1350","Gadwall","Saskatchewan","1977","26511","0"
"1350","Gadwall","Alberta","1978","35451","1221"
"1350","Gadwall","British Columbia","1978","1646","119"
"1350","Gadwall","Manitoba","1978","12528","521"
"1350","Gadwall","Newfoundland and Labrador","1978","120","30"
"1350","Gadwall","Nova Scotia","1978","53","6"
"1350","Gadwall","Ontario","1978","11316","435"
"1350","Gadwall","Quebec","1978","7283","325"
"1350","Gadwall","Saskatchewan","1978","37873","1449"
"1350","Gadwall","Alberta","1979","31897","1293"
"1350","Gadwall","British Columbia","1979","1031","66"
"1350","Gadwall","Manitoba","1979","16379","646"
"1350","Gadwall","Ontario","1979","6611","271"
"1350","Gadwall","Quebec","1979","9475","432"
"1350","Gadwall","Saskatchewan","1979","38248","1646"
"1350","Gadwall","Yukon Territory","1979","17","13"
"1350","Gadwall","Alberta","1980","42540","1547"
"1350","Gadwall","British Columbia","1980","653","48"
"1350","Gadwall","Manitoba","1980","10801","579"
"1350","Gadwall","New Brunswick","1980","59","2"
"1350","Gadwall","Ontario","1980","7028","293"
"1350","Gadwall","Quebec","1980","10827","427"
"1350","Gadwall","Saskatchewan","1980","22132","999"
"1350","Gadwall","Alberta","1981","17232","780"
"1350","Gadwall","British Columbia","1981","728","54"
"1350","Gadwall","Manitoba","1981","12414","598"
"1350","Gadwall","Nova Scotia","1981","46","4"
"1350","Gadwall","Ontario","1981","6456","312"
"1350","Gadwall","Prince Edward Island","1981","65","13"
"1350","Gadwall","Quebec","1981","5560","238"
"1350","Gadwall","Saskatchewan","1981","8011","456"
"1350","Gadwall","Alberta","1982","35506","1561"
"1350","Gadwall","British Columbia","1982","6118","523"
"1350","Gadwall","Manitoba","1982","10438","497"
"1350","Gadwall","Ontario","1982","10766","429"
"1350","Gadwall","Quebec","1982","7760","366"
"1350","Gadwall","Saskatchewan","1982","26825","1271"
"1350","Gadwall","Alberta","1983","26932","1073"
"1350","Gadwall","British Columbia","1983","3742","293"
"1350","Gadwall","Manitoba","1983","10990","599"
"1350","Gadwall","New Brunswick","1983","218","41"
"1350","Gadwall","Nova Scotia","1983","122","28"
"1350","Gadwall","Ontario","1983","5083","168"
"1350","Gadwall","Quebec","1983","8319","368"
"1350","Gadwall","Saskatchewan","1983","21689","1202"
"1350","Gadwall","Alberta","1984","22731","11612"
"1350","Gadwall","British Columbia","1984","1732","616"
"1350","Gadwall","Manitoba","1984","8533","1589"
"1350","Gadwall","Newfoundland and Labrador","1984","124","0"
"1350","Gadwall","Ontario","1984","2744","861"
"1350","Gadwall","Prince Edward Island","1984","93","75"
"1350","Gadwall","Quebec","1984","5145","1469"
"1350","Gadwall","Saskatchewan","1984","14391","3865"
"1350","Gadwall","Alberta","1985","17945","2638"
"1350","Gadwall","British Columbia","1985","2229","639"
"1350","Gadwall","Manitoba","1985","7267","1783"
"1350","Gadwall","Nova Scotia","1985","347","44"
"1350","Gadwall","Ontario","1985","4946","1505"
"1350","Gadwall","Prince Edward Island","1985","105","0"
"1350","Gadwall","Quebec","1985","8884","1570"
"1350","Gadwall","Saskatchewan","1985","12611","3162"
"1350","Gadwall","Alberta","1986","17712","4887"
"1350","Gadwall","British Columbia","1986","1146","707"
"1350","Gadwall","Manitoba","1986","7462","2043"
"1350","Gadwall","Nova Scotia","1986","28","15"
"1350","Gadwall","Ontario","1986","3415","1505"
"1350","Gadwall","Quebec","1986","5223","2161"
"1350","Gadwall","Saskatchewan","1986","16492","4462"
"1350","Gadwall","Alberta","1987","18168","2614"
"1350","Gadwall","British Columbia","1987","1131","459"
"1350","Gadwall","Manitoba","1987","5833","1402"
"1350","Gadwall","New Brunswick","1987","68","65"
"1350","Gadwall","Ontario","1987","1726","541"
"1350","Gadwall","Quebec","1987","4832","1112"
"1350","Gadwall","Saskatchewan","1987","5491","1406"
"1350","Gadwall","Alberta","1988","7487","2168"
"1350","Gadwall","British Columbia","1988","2534","765"
"1350","Gadwall","Manitoba","1988","2791","833"
"1350","Gadwall","Nova Scotia","1988","122","212"
"1350","Gadwall","Ontario","1988","2610","718"
"1350","Gadwall","Prince Edward Island","1988","139","94"
"1350","Gadwall","Quebec","1988","4834","1707"
"1350","Gadwall","Saskatchewan","1988","2607","1520"
"1350","Gadwall","Alberta","1989","14890","2223"
"1350","Gadwall","British Columbia","1989","1545","313"
"1350","Gadwall","Manitoba","1989","6589","1619"
"1350","Gadwall","Ontario","1989","2845","1289"
"1350","Gadwall","Prince Edward Island","1989","153","129"
"1350","Gadwall","Quebec","1989","3628","1545"
"1350","Gadwall","Saskatchewan","1989","7701","2242"
"1350","Gadwall","Alberta","1990","12653","2060"
"1350","Gadwall","British Columbia","1990","2040","1178"
"1350","Gadwall","Manitoba","1990","4567","952"
"1350","Gadwall","New Brunswick","1990","91","53"
"1350","Gadwall","Newfoundland and Labrador","1990","95","53"
"1350","Gadwall","Nova Scotia","1990","144","115"
"1350","Gadwall","Ontario","1990","2368","1054"
"1350","Gadwall","Prince Edward Island","1990","213","170"
"1350","Gadwall","Quebec","1990","3599","866"
"1350","Gadwall","Saskatchewan","1990","10683","2993"
"1350","Gadwall","Alberta","1991","10522","2174"
"1350","Gadwall","British Columbia","1991","1879","496"
"1350","Gadwall","Manitoba","1991","4247","1373"
"1350","Gadwall","New Brunswick","1991","54","50"
"1350","Gadwall","Newfoundland and Labrador","1991","140","65"
"1350","Gadwall","Ontario","1991","3540","770"
"1350","Gadwall","Prince Edward Island","1991","206","191"
"1350","Gadwall","Quebec","1991","6274","1647"
"1350","Gadwall","Saskatchewan","1991","5683","1317"
"1350","Gadwall","Alberta","1992","6830","1052"
"1350","Gadwall","British Columbia","1992","2740","711"
"1350","Gadwall","Manitoba","1992","6725","1933"
"1350","Gadwall","New Brunswick","1992","237","156"
"1350","Gadwall","Ontario","1992","3192","782"
"1350","Gadwall","Quebec","1992","6289","906"
"1350","Gadwall","Saskatchewan","1992","8860","1611"
"1350","Gadwall","Alberta","1993","9150","1172"
"1350","Gadwall","British Columbia","1993","739","171"
"1350","Gadwall","Manitoba","1993","6545","1948"
"1350","Gadwall","New Brunswick","1993","210","102"
"1350","Gadwall","Nova Scotia","1993","167","98"
"1350","Gadwall","Ontario","1993","3156","830"
"1350","Gadwall","Quebec","1993","5134","860"
"1350","Gadwall","Saskatchewan","1993","8047","2451"
"1350","Gadwall","Alberta","1994","15568","1888"
"1350","Gadwall","British Columbia","1994","1802","1060"
"1350","Gadwall","Manitoba","1994","4084","1037"
"1350","Gadwall","New Brunswick","1994","150","141"
"1350","Gadwall","Nova Scotia","1994","125","0"
"1350","Gadwall","Ontario","1994","2416","914"
"1350","Gadwall","Quebec","1994","4559","676"
"1350","Gadwall","Saskatchewan","1994","7638","1947"
"1350","Gadwall","Alberta","1995","10755","2309"
"1350","Gadwall","British Columbia","1995","912","234"
"1350","Gadwall","Manitoba","1995","6752","2420"
"1350","Gadwall","New Brunswick","1995","41","45"
"1350","Gadwall","Ontario","1995","3734","1794"
"1350","Gadwall","Prince Edward Island","1995","340","288"
"1350","Gadwall","Quebec","1995","4918","731"
"1350","Gadwall","Saskatchewan","1995","7421","1821"
"1350","Gadwall","Alberta","1996","16026","1821"
"1350","Gadwall","British Columbia","1996","1134","414"
"1350","Gadwall","Manitoba","1996","9111","1449"
"1350","Gadwall","New Brunswick","1996","179","230"
"1350","Gadwall","Nova Scotia","1996","46","60"
"1350","Gadwall","Ontario","1996","4135","879"
"1350","Gadwall","Prince Edward Island","1996","235","0"
"1350","Gadwall","Quebec","1996","3283","551"
"1350","Gadwall","Saskatchewan","1996","15954","2686"
"1350","Gadwall","Alberta","1997","20663","2188"
"1350","Gadwall","British Columbia","1997","1193","470"
"1350","Gadwall","Manitoba","1997","4144","1230"
"1350","Gadwall","New Brunswick","1997","111","0"
"1350","Gadwall","Ontario","1997","2885","569"
"1350","Gadwall","Prince Edward Island","1997","551","0"
"1350","Gadwall","Quebec","1997","4110","652"
"1350","Gadwall","Saskatchewan","1997","16247","3079"
"1350","Gadwall","Alberta","1998","13302","1570"
"1350","Gadwall","British Columbia","1998","2228","584"
"1350","Gadwall","Manitoba","1998","11294","1870"
"1350","Gadwall","New Brunswick","1998","272","118"
"1350","Gadwall","Nova Scotia","1998","36","36"
"1350","Gadwall","Ontario","1998","3295","781"
"1350","Gadwall","Prince Edward Island","1998","100","0"
"1350","Gadwall","Quebec","1998","3573","806"
"1350","Gadwall","Saskatchewan","1998","16467","3195"
"1350","Gadwall","Alberta","1999","14013","1902"
"1350","Gadwall","British Columbia","1999","1549","442"
"1350","Gadwall","Manitoba","1999","9589","1768"
"1350","Gadwall","New Brunswick","1999","254","144"
"1350","Gadwall","Ontario","1999","3490","684"
"1350","Gadwall","Quebec","1999","3108","510"
"1350","Gadwall","Saskatchewan","1999","9241","2586"
"1350","Gadwall","Alberta","2000","13702","2157"
"1350","Gadwall","British Columbia","2000","1562","590"
"1350","Gadwall","Manitoba","2000","7865","1725"
"1350","Gadwall","Nova Scotia","2000","396","249"
"1350","Gadwall","Ontario","2000","3294","688"
"1350","Gadwall","Prince Edward Island","2000","1337","277"
"1350","Gadwall","Quebec","2000","2642","660"
"1350","Gadwall","Saskatchewan","2000","8134","3305"
"1350","Gadwall","Alberta","2001","9027","1604"
"1350","Gadwall","British Columbia","2001","1448","392"
"1350","Gadwall","Manitoba","2001","10164","2005"
"1350","Gadwall","New Brunswick","2001","224","81"
"1350","Gadwall","Northwest Territories","2001","19","17"
"1350","Gadwall","Ontario","2001","2730","588"
"1350","Gadwall","Quebec","2001","2285","492"
"1350","Gadwall","Saskatchewan","2001","7451","1722"
"1350","Gadwall","Alberta","2002","7825","1108"
"1350","Gadwall","British Columbia","2002","858","262"
"1350","Gadwall","Manitoba","2002","9459","1617"
"1350","Gadwall","New Brunswick","2002","184","109"
"1350","Gadwall","Nova Scotia","2002","106","58"
"1350","Gadwall","Ontario","2002","3497","788"
"1350","Gadwall","Prince Edward Island","2002","614","266"
"1350","Gadwall","Quebec","2002","1279","345"
"1350","Gadwall","Saskatchewan","2002","9844","2434"
"1350","Gadwall","Alberta","2003","11390","1749"
"1350","Gadwall","British Columbia","2003","1619","370"
"1350","Gadwall","Manitoba","2003","8109","1941"
"1350","Gadwall","New Brunswick","2003","190","256"
"1350","Gadwall","Newfoundland and Labrador","2003","42","55"
"1350","Gadwall","Nova Scotia","2003","31","0"
"1350","Gadwall","Ontario","2003","2301","547"
"1350","Gadwall","Quebec","2003","2502","575"
"1350","Gadwall","Saskatchewan","2003","14822","4101"
"1350","Gadwall","Alberta","2004","11357","1587"
"1350","Gadwall","British Columbia","2004","578","208"
"1350","Gadwall","Manitoba","2004","8289","1698"
"1350","Gadwall","New Brunswick","2004","206","111"
"1350","Gadwall","Nova Scotia","2004","116","76"
"1350","Gadwall","Ontario","2004","2405","589"
"1350","Gadwall","Quebec","2004","1357","282"
"1350","Gadwall","Saskatchewan","2004","18203","4204"
"1350","Gadwall","Alberta","2005","14399","3353"
"1350","Gadwall","British Columbia","2005","573","192"
"1350","Gadwall","Manitoba","2005","3228","905"
"1350","Gadwall","New Brunswick","2005","244","128"
"1350","Gadwall","Nova Scotia","2005","126","71"
"1350","Gadwall","Ontario","2005","3067","780"
"1350","Gadwall","Prince Edward Island","2005","72","106"
"1350","Gadwall","Quebec","2005","2498","411"
"1350","Gadwall","Saskatchewan","2005","15782","2851"
"1350","Gadwall","Alberta","2006","10838","1927"
"1350","Gadwall","British Columbia","2006","929","218"
"1350","Gadwall","Manitoba","2006","5329","1113"
"1350","Gadwall","New Brunswick","2006","291","98"
"1350","Gadwall","Nova Scotia","2006","17","21"
"1350","Gadwall","Ontario","2006","3767","719"
"1350","Gadwall","Prince Edward Island","2006","103","112"
"1350","Gadwall","Quebec","2006","2611","553"
"1350","Gadwall","Saskatchewan","2006","11053","2790"
"1350","Gadwall","Alberta","2007","14522","2237"
"1350","Gadwall","British Columbia","2007","1273","401"
"1350","Gadwall","Manitoba","2007","6745","1432"
"1350","Gadwall","New Brunswick","2007","220","130"
"1350","Gadwall","Nova Scotia","2007","305","199"
"1350","Gadwall","Ontario","2007","1205","350"
"1350","Gadwall","Prince Edward Island","2007","414","192"
"1350","Gadwall","Quebec","2007","1467","365"
"1350","Gadwall","Saskatchewan","2007","13839","4807"
"1350","Gadwall","Alberta","2008","16366","2115"
"1350","Gadwall","British Columbia","2008","738","295"
"1350","Gadwall","Manitoba","2008","5905","1295"
"1350","Gadwall","New Brunswick","2008","306","145"
"1350","Gadwall","Nova Scotia","2008","25","22"
"1350","Gadwall","Ontario","2008","2213","501"
"1350","Gadwall","Prince Edward Island","2008","330","249"
"1350","Gadwall","Quebec","2008","1974","442"
"1350","Gadwall","Saskatchewan","2008","16212","4749"
"1350","Gadwall","Alberta","2009","9539","1689"
"1350","Gadwall","British Columbia","2009","1082","298"
"1350","Gadwall","Manitoba","2009","2649","833"
"1350","Gadwall","New Brunswick","2009","112","59"
"1350","Gadwall","Nova Scotia","2009","315","201"
"1350","Gadwall","Ontario","2009","2921","602"
"1350","Gadwall","Prince Edward Island","2009","106","106"
"1350","Gadwall","Quebec","2009","1495","380"
"1350","Gadwall","Saskatchewan","2009","17720","3906"
"1350","Gadwall","Alberta","2010","12576","2118"
"1350","Gadwall","British Columbia","2010","620","611"
"1350","Gadwall","Manitoba","2010","3879","921"
"1350","Gadwall","Nova Scotia","2010","170","176"
"1350","Gadwall","Ontario","2010","4366","1253"
"1350","Gadwall","Prince Edward Island","2010","403","395"
"1350","Gadwall","Quebec","2010","1263","344"
"1350","Gadwall","Saskatchewan","2010","16075","3605"
"1350","Gadwall","Alberta","2011","8532","1664"
"1350","Gadwall","British Columbia","2011","596","254"
"1350","Gadwall","Manitoba","2011","7225","1600"
"1350","Gadwall","New Brunswick","2011","218","175"
"1350","Gadwall","Ontario","2011","3934","1095"
"1350","Gadwall","Prince Edward Island","2011","705","461"
"1350","Gadwall","Quebec","2011","940","344"
"1350","Gadwall","Saskatchewan","2011","29404","5489"
"1350","Gadwall","Alberta","2012","8972","1753"
"1350","Gadwall","British Columbia","2012","181","105"
"1350","Gadwall","Manitoba","2012","4514","1240"
"1350","Gadwall","New Brunswick","2012","71","77"
"1350","Gadwall","Nova Scotia","2012","280","280"
"1350","Gadwall","Ontario","2012","5866","1412"
"1350","Gadwall","Prince Edward Island","2012","215","212"
"1350","Gadwall","Quebec","2012","1501","659"
"1350","Gadwall","Saskatchewan","2012","15565","4361"
"1350","Gadwall","Alberta","2013","10706","2225"
"1350","Gadwall","British Columbia","2013","237","139"
"1350","Gadwall","Manitoba","2013","3665","867"
"1350","Gadwall","New Brunswick","2013","312","282"
"1350","Gadwall","Nova Scotia","2013","171","121"
"1350","Gadwall","Ontario","2013","4191","875"
"1350","Gadwall","Quebec","2013","1748","433"
"1350","Gadwall","Saskatchewan","2013","18864","3151"
"1350","Gadwall","Alberta","2014","10261","2112"
"1350","Gadwall","British Columbia","2014","758","495"
"1350","Gadwall","Manitoba","2014","5434","1969"
"1350","Gadwall","New Brunswick","2014","37","41"
"1350","Gadwall","Nova Scotia","2014","142","110"
"1350","Gadwall","Ontario","2014","3960","902"
"1350","Gadwall","Quebec","2014","1504","383"
"1350","Gadwall","Saskatchewan","2014","43710","10472"
"1350","Gadwall","Alberta","2015","18087","5268"
"1350","Gadwall","British Columbia","2015","979","278"
"1350","Gadwall","Manitoba","2015","3081","702"
"1350","Gadwall","New Brunswick","2015","104","76"
"1350","Gadwall","Nova Scotia","2015","134","153"
"1350","Gadwall","Ontario","2015","5465","1104"
"1350","Gadwall","Quebec","2015","361","242"
"1350","Gadwall","Saskatchewan","2015","14492","4208"
"1350","Gadwall","Alberta","2016","21378","4278"
"1350","Gadwall","British Columbia","2016","929","312"
"1350","Gadwall","Manitoba","2016","7645","2993"
"1350","Gadwall","New Brunswick","2016","46","46"
"1350","Gadwall","Ontario","2016","7102","1581"
"1350","Gadwall","Prince Edward Island","2016","47","61"
"1350","Gadwall","Quebec","2016","735","237"
"1350","Gadwall","Saskatchewan","2016","25707","7226"
"1350","Gadwall","Alberta","2017","20006","3940"
"1350","Gadwall","British Columbia","2017","326","144"
"1350","Gadwall","Manitoba","2017","3684","860"
"1350","Gadwall","New Brunswick","2017","195","103"
"1350","Gadwall","Ontario","2017","4253","957"
"1350","Gadwall","Prince Edward Island","2017","68","63"
"1350","Gadwall","Quebec","2017","1539","365"
"1350","Gadwall","Saskatchewan","2017","15200","3179"
"1350","Gadwall","Alberta","2018","11455","3065"
