"Species code","Species name","Province","Zone","Year","Annual age ratio"
"1400","Blue-winged Teal","Quebec","2","1981","6.67"
"1400","Blue-winged Teal","Saskatchewan","1","1981",""
"1400","Blue-winged Teal","Saskatchewan","2","1981",""
"1400","Blue-winged Teal","Saskatchewan","3","1981",""
"1400","Blue-winged Teal","Alberta","1","1982",""
"1400","Blue-winged Teal","Alberta","2","1982",""
"1400","Blue-winged Teal","British Columbia","2","1982",""
"1400","Blue-winged Teal","Manitoba","1","1982","6.33"
"1400","Blue-winged Teal","Manitoba","2","1982",""
"1400","Blue-winged Teal","New Brunswick","1","1982",""
"1400","Blue-winged Teal","New Brunswick","2","1982",""
"1400","Blue-winged Teal","Nova Scotia","1","1982",""
"1400","Blue-winged Teal","Nova Scotia","2","1982",""
"1400","Blue-winged Teal","Ontario","1","1982","22"
"1400","Blue-winged Teal","Ontario","2","1982","10.5"
"1400","Blue-winged Teal","Ontario","3","1982",""
"1400","Blue-winged Teal","Prince Edward Island","1","1982",""
"1400","Blue-winged Teal","Quebec","1","1982","2.95"
"1400","Blue-winged Teal","Quebec","2","1982",""
"1400","Blue-winged Teal","Saskatchewan","1","1982",""
"1400","Blue-winged Teal","Saskatchewan","2","1982",""
"1400","Blue-winged Teal","Saskatchewan","3","1982",""
"1400","Blue-winged Teal","Alberta","1","1983","14.5"
"1400","Blue-winged Teal","Alberta","2","1983","3.25"
"1400","Blue-winged Teal","British Columbia","1","1983",""
"1400","Blue-winged Teal","British Columbia","2","1983",""
"1400","Blue-winged Teal","Manitoba","1","1983","5.36"
"1400","Blue-winged Teal","Manitoba","2","1983","4.5"
"1400","Blue-winged Teal","New Brunswick","1","1983","5.71"
"1400","Blue-winged Teal","New Brunswick","2","1983","22"
"1400","Blue-winged Teal","Newfoundland and Labrador","1","1983",""
"1400","Blue-winged Teal","Nova Scotia","1","1983","9"
"1400","Blue-winged Teal","Nova Scotia","2","1983","6.29"
"1400","Blue-winged Teal","Ontario","1","1983","5"
"1400","Blue-winged Teal","Ontario","2","1983","3.9"
"1400","Blue-winged Teal","Ontario","3","1983","2.86"
"1400","Blue-winged Teal","Prince Edward Island","1","1983","5.2"
"1400","Blue-winged Teal","Quebec","1","1983","4.85"
"1400","Blue-winged Teal","Quebec","2","1983","4.3"
"1400","Blue-winged Teal","Saskatchewan","1","1983",""
"1400","Blue-winged Teal","Saskatchewan","2","1983","0.6"
"1400","Blue-winged Teal","Saskatchewan","3","1983","3.83"
"1400","Blue-winged Teal","Yukon Territory","1","1983",""
"1400","Blue-winged Teal","Alberta","1","1984","7"
"1400","Blue-winged Teal","Alberta","2","1984",""
"1400","Blue-winged Teal","British Columbia","1","1984","5.75"
"1400","Blue-winged Teal","British Columbia","2","1984",""
"1400","Blue-winged Teal","Manitoba","1","1984",""
"1400","Blue-winged Teal","Manitoba","2","1984",""
"1400","Blue-winged Teal","New Brunswick","1","1984","6.5"
"1400","Blue-winged Teal","New Brunswick","2","1984",""
"1400","Blue-winged Teal","Newfoundland and Labrador","1","1984",""
"1400","Blue-winged Teal","Nova Scotia","1","1984",""
"1400","Blue-winged Teal","Nova Scotia","2","1984","6.13"
"1400","Blue-winged Teal","Ontario","1","1984","3.91"
"1400","Blue-winged Teal","Ontario","2","1984","5.63"
"1400","Blue-winged Teal","Ontario","3","1984","13"
"1400","Blue-winged Teal","Prince Edward Island","1","1984","4.75"
"1400","Blue-winged Teal","Quebec","1","1984","6.14"
"1400","Blue-winged Teal","Quebec","2","1984",""
"1400","Blue-winged Teal","Saskatchewan","1","1984",""
"1400","Blue-winged Teal","Saskatchewan","2","1984",""
"1400","Blue-winged Teal","Saskatchewan","3","1984",""
"1400","Blue-winged Teal","Alberta","1","1985","30"
"1400","Blue-winged Teal","Alberta","2","1985","10"
"1400","Blue-winged Teal","British Columbia","1","1985","23"
"1400","Blue-winged Teal","British Columbia","2","1985",""
"1400","Blue-winged Teal","Manitoba","1","1985","5"
"1400","Blue-winged Teal","Manitoba","2","1985",""
"1400","Blue-winged Teal","New Brunswick","1","1985","8.29"
"1400","Blue-winged Teal","New Brunswick","2","1985",""
"1400","Blue-winged Teal","Newfoundland and Labrador","1","1985",""
"1400","Blue-winged Teal","Newfoundland and Labrador","2","1985",""
"1400","Blue-winged Teal","Nova Scotia","1","1985",""
"1400","Blue-winged Teal","Nova Scotia","2","1985","5.67"
"1400","Blue-winged Teal","Ontario","1","1985","3.71"
"1400","Blue-winged Teal","Ontario","2","1985","4.42"
"1400","Blue-winged Teal","Ontario","3","1985","6.8"
"1400","Blue-winged Teal","Prince Edward Island","1","1985",""
"1400","Blue-winged Teal","Quebec","1","1985","3.25"
"1400","Blue-winged Teal","Quebec","2","1985","4.43"
"1400","Blue-winged Teal","Saskatchewan","1","1985",""
"1400","Blue-winged Teal","Saskatchewan","2","1985",""
"1400","Blue-winged Teal","Saskatchewan","3","1985",""
"1400","Blue-winged Teal","Alberta","1","1986","8.67"
"1400","Blue-winged Teal","Alberta","2","1986","5.4"
"1400","Blue-winged Teal","British Columbia","1","1986",""
"1400","Blue-winged Teal","British Columbia","2","1986",""
"1400","Blue-winged Teal","Manitoba","1","1986","3.5"
"1400","Blue-winged Teal","Manitoba","2","1986",""
"1400","Blue-winged Teal","New Brunswick","1","1986","11.43"
"1400","Blue-winged Teal","New Brunswick","2","1986",""
"1400","Blue-winged Teal","Newfoundland and Labrador","1","1986",""
"1400","Blue-winged Teal","Nova Scotia","1","1986",""
"1400","Blue-winged Teal","Nova Scotia","2","1986","27"
"1400","Blue-winged Teal","Northwest Territories","1","1986",""
"1400","Blue-winged Teal","Ontario","1","1986","7"
"1400","Blue-winged Teal","Ontario","2","1986","5.44"
"1400","Blue-winged Teal","Ontario","3","1986","7.6"
"1400","Blue-winged Teal","Prince Edward Island","1","1986",""
"1400","Blue-winged Teal","Quebec","1","1986","3.67"
"1400","Blue-winged Teal","Quebec","2","1986","26"
"1400","Blue-winged Teal","Saskatchewan","1","1986",""
"1400","Blue-winged Teal","Saskatchewan","2","1986",""
"1400","Blue-winged Teal","Saskatchewan","3","1986",""
"1400","Blue-winged Teal","Alberta","1","1987",""
"1400","Blue-winged Teal","Alberta","2","1987","6.33"
"1400","Blue-winged Teal","British Columbia","1","1987","7.33"
"1400","Blue-winged Teal","British Columbia","2","1987",""
"1400","Blue-winged Teal","Manitoba","1","1987","2.83"
"1400","Blue-winged Teal","Manitoba","2","1987",""
"1400","Blue-winged Teal","New Brunswick","1","1987","5.88"
"1400","Blue-winged Teal","New Brunswick","2","1987",""
"1400","Blue-winged Teal","Newfoundland and Labrador","1","1987",""
"1400","Blue-winged Teal","Nova Scotia","1","1987",""
"1400","Blue-winged Teal","Nova Scotia","2","1987",""
"1400","Blue-winged Teal","Ontario","1","1987","3.33"
"1400","Blue-winged Teal","Ontario","2","1987","2.86"
"1400","Blue-winged Teal","Ontario","3","1987","7.33"
"1400","Blue-winged Teal","Prince Edward Island","1","1987",""
"1400","Blue-winged Teal","Quebec","1","1987","4"
"1400","Blue-winged Teal","Quebec","2","1987","4.25"
"1400","Blue-winged Teal","Saskatchewan","1","1987",""
"1400","Blue-winged Teal","Saskatchewan","2","1987",""
"1400","Blue-winged Teal","Saskatchewan","3","1987",""
"1400","Blue-winged Teal","Alberta","1","1988",""
"1400","Blue-winged Teal","Alberta","2","1988",""
"1400","Blue-winged Teal","British Columbia","1","1988",""
"1400","Blue-winged Teal","British Columbia","2","1988",""
"1400","Blue-winged Teal","Manitoba","1","1988",""
"1400","Blue-winged Teal","Manitoba","2","1988",""
"1400","Blue-winged Teal","New Brunswick","1","1988","4.5"
"1400","Blue-winged Teal","New Brunswick","2","1988",""
"1400","Blue-winged Teal","Nova Scotia","1","1988",""
"1400","Blue-winged Teal","Nova Scotia","2","1988",""
"1400","Blue-winged Teal","Ontario","1","1988",""
"1400","Blue-winged Teal","Ontario","2","1988","2.22"
"1400","Blue-winged Teal","Ontario","3","1988","5.5"
"1400","Blue-winged Teal","Prince Edward Island","1","1988",""
"1400","Blue-winged Teal","Quebec","1","1988","0.82"
"1400","Blue-winged Teal","Quebec","2","1988",""
"1400","Blue-winged Teal","Saskatchewan","1","1988",""
"1400","Blue-winged Teal","Saskatchewan","2","1988",""
"1400","Blue-winged Teal","Alberta","1","1989","5.4"
"1400","Blue-winged Teal","Alberta","2","1989","16.5"
"1400","Blue-winged Teal","British Columbia","1","1989","3.2"
"1400","Blue-winged Teal","Manitoba","1","1989",""
"1400","Blue-winged Teal","Manitoba","2","1989",""
"1400","Blue-winged Teal","New Brunswick","1","1989","5"
"1400","Blue-winged Teal","New Brunswick","2","1989",""
"1400","Blue-winged Teal","Newfoundland and Labrador","1","1989",""
"1400","Blue-winged Teal","Nova Scotia","1","1989",""
"1400","Blue-winged Teal","Nova Scotia","2","1989",""
"1400","Blue-winged Teal","Northwest Territories","1","1989",""
"1400","Blue-winged Teal","Ontario","1","1989","2.86"
"1400","Blue-winged Teal","Ontario","2","1989","2.77"
"1400","Blue-winged Teal","Ontario","3","1989","3.25"
"1400","Blue-winged Teal","Prince Edward Island","1","1989",""
"1400","Blue-winged Teal","Quebec","1","1989","1.56"
"1400","Blue-winged Teal","Quebec","2","1989","6.75"
"1400","Blue-winged Teal","Saskatchewan","1","1989",""
"1400","Blue-winged Teal","Saskatchewan","2","1989",""
"1400","Blue-winged Teal","Saskatchewan","3","1989",""
"1400","Blue-winged Teal","Alberta","1","1990","19"
"1400","Blue-winged Teal","Alberta","2","1990",""
"1400","Blue-winged Teal","British Columbia","1","1990","16"
"1400","Blue-winged Teal","British Columbia","2","1990",""
"1400","Blue-winged Teal","Manitoba","1","1990",""
"1400","Blue-winged Teal","Manitoba","2","1990",""
"1400","Blue-winged Teal","New Brunswick","1","1990","2.05"
"1400","Blue-winged Teal","New Brunswick","2","1990",""
"1400","Blue-winged Teal","Newfoundland and Labrador","1","1990",""
"1400","Blue-winged Teal","Nova Scotia","1","1990",""
"1400","Blue-winged Teal","Nova Scotia","2","1990",""
"1400","Blue-winged Teal","Ontario","1","1990","3.43"
"1400","Blue-winged Teal","Ontario","2","1990","2.47"
"1400","Blue-winged Teal","Ontario","3","1990","3.17"
"1400","Blue-winged Teal","Prince Edward Island","1","1990","9"
"1400","Blue-winged Teal","Quebec","1","1990","6"
"1400","Blue-winged Teal","Quebec","2","1990","3.83"
"1400","Blue-winged Teal","Saskatchewan","1","1990",""
"1400","Blue-winged Teal","Saskatchewan","2","1990",""
"1400","Blue-winged Teal","Saskatchewan","3","1990",""
"1400","Blue-winged Teal","Alberta","1","1991",""
"1400","Blue-winged Teal","Alberta","2","1991",""
"1400","Blue-winged Teal","British Columbia","1","1991","24"
"1400","Blue-winged Teal","British Columbia","2","1991",""
"1400","Blue-winged Teal","Manitoba","1","1991",""
"1400","Blue-winged Teal","New Brunswick","1","1991","6"
"1400","Blue-winged Teal","New Brunswick","2","1991",""
"1400","Blue-winged Teal","Nova Scotia","1","1991",""
"1400","Blue-winged Teal","Nova Scotia","2","1991",""
"1400","Blue-winged Teal","Ontario","1","1991","5.75"
"1400","Blue-winged Teal","Ontario","2","1991","3.29"
"1400","Blue-winged Teal","Ontario","3","1991","5.83"
"1400","Blue-winged Teal","Prince Edward Island","1","1991",""
"1400","Blue-winged Teal","Quebec","1","1991","6.75"
"1400","Blue-winged Teal","Quebec","2","1991","6.33"
"1400","Blue-winged Teal","Saskatchewan","1","1991",""
"1400","Blue-winged Teal","Saskatchewan","2","1991",""
"1400","Blue-winged Teal","Saskatchewan","3","1991",""
"1400","Blue-winged Teal","Alberta","1","1992",""
"1400","Blue-winged Teal","Alberta","2","1992",""
"1400","Blue-winged Teal","British Columbia","1","1992",""
"1400","Blue-winged Teal","Manitoba","1","1992",""
"1400","Blue-winged Teal","Manitoba","2","1992",""
"1400","Blue-winged Teal","New Brunswick","1","1992","1.73"
"1400","Blue-winged Teal","New Brunswick","2","1992",""
"1400","Blue-winged Teal","Nova Scotia","1","1992",""
"1400","Blue-winged Teal","Nova Scotia","2","1992",""
"1400","Blue-winged Teal","Ontario","1","1992","8.33"
"1400","Blue-winged Teal","Ontario","2","1992","2.24"
"1400","Blue-winged Teal","Ontario","3","1992","3.44"
"1400","Blue-winged Teal","Prince Edward Island","1","1992",""
"1400","Blue-winged Teal","Quebec","1","1992","2.22"
"1400","Blue-winged Teal","Quebec","2","1992","2.63"
"1400","Blue-winged Teal","Saskatchewan","1","1992",""
"1400","Blue-winged Teal","Saskatchewan","2","1992",""
"1400","Blue-winged Teal","Saskatchewan","3","1992",""
"1400","Blue-winged Teal","Alberta","1","1993",""
"1400","Blue-winged Teal","Alberta","2","1993",""
"1400","Blue-winged Teal","British Columbia","1","1993",""
"1400","Blue-winged Teal","British Columbia","2","1993",""
"1400","Blue-winged Teal","Manitoba","1","1993",""
"1400","Blue-winged Teal","Manitoba","2","1993",""
"1400","Blue-winged Teal","New Brunswick","1","1993","5.44"
"1400","Blue-winged Teal","New Brunswick","2","1993",""
"1400","Blue-winged Teal","Newfoundland and Labrador","1","1993",""
"1400","Blue-winged Teal","Newfoundland and Labrador","2","1993",""
"1400","Blue-winged Teal","Nova Scotia","1","1993",""
"1400","Blue-winged Teal","Nova Scotia","2","1993",""
"1400","Blue-winged Teal","Ontario","1","1993","3.63"
"1400","Blue-winged Teal","Ontario","2","1993","8.25"
"1400","Blue-winged Teal","Ontario","3","1993","11"
"1400","Blue-winged Teal","Prince Edward Island","1","1993",""
"1400","Blue-winged Teal","Quebec","1","1993","4.7"
"1400","Blue-winged Teal","Quebec","2","1993","3.33"
"1400","Blue-winged Teal","Saskatchewan","1","1993",""
"1400","Blue-winged Teal","Saskatchewan","2","1993",""
"1400","Blue-winged Teal","Saskatchewan","3","1993",""
"1400","Blue-winged Teal","Alberta","1","1994",""
"1400","Blue-winged Teal","Alberta","2","1994",""
"1400","Blue-winged Teal","British Columbia","1","1994",""
"1400","Blue-winged Teal","Manitoba","1","1994",""
"1400","Blue-winged Teal","Manitoba","2","1994",""
"1400","Blue-winged Teal","New Brunswick","1","1994","12"
"1400","Blue-winged Teal","New Brunswick","2","1994","3.67"
"1400","Blue-winged Teal","Newfoundland and Labrador","1","1994",""
"1400","Blue-winged Teal","Nova Scotia","1","1994",""
"1400","Blue-winged Teal","Nova Scotia","2","1994",""
"1400","Blue-winged Teal","Ontario","1","1994","4.57"
"1400","Blue-winged Teal","Ontario","2","1994","5.38"
"1400","Blue-winged Teal","Ontario","3","1994",""
"1400","Blue-winged Teal","Prince Edward Island","1","1994",""
"1400","Blue-winged Teal","Quebec","1","1994","4.33"
"1400","Blue-winged Teal","Quebec","2","1994","28"
"1400","Blue-winged Teal","Saskatchewan","1","1994",""
"1400","Blue-winged Teal","Saskatchewan","2","1994",""
"1400","Blue-winged Teal","Saskatchewan","3","1994",""
"1400","Blue-winged Teal","Alberta","1","1995",""
"1400","Blue-winged Teal","Alberta","2","1995",""
"1400","Blue-winged Teal","British Columbia","1","1995",""
"1400","Blue-winged Teal","Manitoba","1","1995","30"
"1400","Blue-winged Teal","Manitoba","2","1995",""
"1400","Blue-winged Teal","New Brunswick","1","1995","3.3"
"1400","Blue-winged Teal","New Brunswick","2","1995","13"
"1400","Blue-winged Teal","Newfoundland and Labrador","1","1995",""
"1400","Blue-winged Teal","Newfoundland and Labrador","2","1995",""
"1400","Blue-winged Teal","Nova Scotia","1","1995",""
"1400","Blue-winged Teal","Nova Scotia","2","1995","3.4"
"1400","Blue-winged Teal","Ontario","1","1995","5.8"
"1400","Blue-winged Teal","Ontario","2","1995","10"
"1400","Blue-winged Teal","Ontario","3","1995","5.5"
"1400","Blue-winged Teal","Prince Edward Island","1","1995","9.5"
"1400","Blue-winged Teal","Quebec","1","1995","7.83"
"1400","Blue-winged Teal","Quebec","2","1995","5.25"
"1400","Blue-winged Teal","Saskatchewan","1","1995",""
"1400","Blue-winged Teal","Saskatchewan","2","1995",""
"1400","Blue-winged Teal","Saskatchewan","3","1995",""
"1400","Blue-winged Teal","Alberta","1","1996","30"
"1400","Blue-winged Teal","Alberta","2","1996","10"
"1400","Blue-winged Teal","British Columbia","1","1996",""
"1400","Blue-winged Teal","Manitoba","1","1996","9.57"
"1400","Blue-winged Teal","Manitoba","2","1996",""
"1400","Blue-winged Teal","New Brunswick","1","1996","4.21"
"1400","Blue-winged Teal","New Brunswick","2","1996",""
"1400","Blue-winged Teal","Newfoundland and Labrador","1","1996",""
"1400","Blue-winged Teal","Nova Scotia","1","1996",""
"1400","Blue-winged Teal","Nova Scotia","2","1996",""
"1400","Blue-winged Teal","Ontario","1","1996","9.8"
"1400","Blue-winged Teal","Ontario","2","1996","11"
"1400","Blue-winged Teal","Ontario","3","1996","14"
"1400","Blue-winged Teal","Prince Edward Island","1","1996",""
"1400","Blue-winged Teal","Quebec","1","1996","9"
"1400","Blue-winged Teal","Quebec","2","1996",""
"1400","Blue-winged Teal","Saskatchewan","1","1996",""
"1400","Blue-winged Teal","Saskatchewan","2","1996",""
"1400","Blue-winged Teal","Saskatchewan","3","1996",""
"1400","Blue-winged Teal","Alberta","1","1997","20"
"1400","Blue-winged Teal","Alberta","2","1997","12.25"
"1400","Blue-winged Teal","British Columbia","1","1997",""
"1400","Blue-winged Teal","Manitoba","1","1997","11.5"
"1400","Blue-winged Teal","Manitoba","2","1997",""
"1400","Blue-winged Teal","New Brunswick","1","1997","3.73"
"1400","Blue-winged Teal","New Brunswick","2","1997",""
"1400","Blue-winged Teal","Newfoundland and Labrador","1","1997",""
"1400","Blue-winged Teal","Nova Scotia","2","1997",""
"1400","Blue-winged Teal","Ontario","1","1997","4.2"
"1400","Blue-winged Teal","Ontario","2","1997","4.47"
"1400","Blue-winged Teal","Ontario","3","1997","13"
"1400","Blue-winged Teal","Prince Edward Island","1","1997",""
"1400","Blue-winged Teal","Quebec","1","1997","3.83"
"1400","Blue-winged Teal","Quebec","2","1997","6.33"
"1400","Blue-winged Teal","Saskatchewan","1","1997",""
"1400","Blue-winged Teal","Saskatchewan","2","1997",""
"1400","Blue-winged Teal","Saskatchewan","3","1997","9.25"
"1400","Blue-winged Teal","Alberta","1","1998","3"
"1400","Blue-winged Teal","Alberta","2","1998",""
"1400","Blue-winged Teal","British Columbia","1","1998",""
"1400","Blue-winged Teal","British Columbia","2","1998",""
"1400","Blue-winged Teal","Manitoba","1","1998","3"
"1400","Blue-winged Teal","Manitoba","2","1998",""
"1400","Blue-winged Teal","New Brunswick","1","1998","1.73"
"1400","Blue-winged Teal","New Brunswick","2","1998",""
"1400","Blue-winged Teal","Nova Scotia","1","1998",""
"1400","Blue-winged Teal","Nova Scotia","2","1998",""
"1400","Blue-winged Teal","Northwest Territories","1","1998",""
"1400","Blue-winged Teal","Ontario","1","1998","2.71"
"1400","Blue-winged Teal","Ontario","2","1998","2.14"
"1400","Blue-winged Teal","Ontario","3","1998","3.8"
"1400","Blue-winged Teal","Quebec","1","1998","4.38"
"1400","Blue-winged Teal","Quebec","2","1998",""
"1400","Blue-winged Teal","Saskatchewan","1","1998",""
"1400","Blue-winged Teal","Saskatchewan","2","1998","2"
"1400","Blue-winged Teal","Saskatchewan","3","1998",""
"1400","Blue-winged Teal","Alberta","1","1999",""
"1400","Blue-winged Teal","Alberta","2","1999","19"
"1400","Blue-winged Teal","British Columbia","1","1999",""
"1400","Blue-winged Teal","Manitoba","1","1999","2.93"
"1400","Blue-winged Teal","Manitoba","2","1999",""
"1400","Blue-winged Teal","New Brunswick","1","1999","5.6"
"1400","Blue-winged Teal","Newfoundland and Labrador","1","1999",""
"1400","Blue-winged Teal","Nova Scotia","1","1999",""
"1400","Blue-winged Teal","Nova Scotia","2","1999",""
"1400","Blue-winged Teal","Ontario","1","1999","6.92"
"1400","Blue-winged Teal","Ontario","2","1999","6.6"
"1400","Blue-winged Teal","Ontario","3","1999","17"
"1400","Blue-winged Teal","Prince Edward Island","1","1999",""
"1400","Blue-winged Teal","Quebec","1","1999","6.82"
"1400","Blue-winged Teal","Quebec","2","1999","8.33"
"1400","Blue-winged Teal","Saskatchewan","1","1999",""
"1400","Blue-winged Teal","Saskatchewan","2","1999",""
"1400","Blue-winged Teal","Saskatchewan","3","1999",""
"1400","Blue-winged Teal","Alberta","1","2000",""
"1400","Blue-winged Teal","Alberta","2","2000",""
"1400","Blue-winged Teal","British Columbia","1","2000",""
"1400","Blue-winged Teal","British Columbia","2","2000",""
"1400","Blue-winged Teal","Manitoba","1","2000","7.75"
"1400","Blue-winged Teal","New Brunswick","1","2000","1.8"
"1400","Blue-winged Teal","New Brunswick","2","2000",""
"1400","Blue-winged Teal","Newfoundland and Labrador","1","2000",""
"1400","Blue-winged Teal","Nova Scotia","1","2000",""
"1400","Blue-winged Teal","Nova Scotia","2","2000",""
"1400","Blue-winged Teal","Ontario","1","2000","4.71"
"1400","Blue-winged Teal","Ontario","2","2000","3.64"
"1400","Blue-winged Teal","Ontario","3","2000","5"
"1400","Blue-winged Teal","Prince Edward Island","1","2000",""
"1400","Blue-winged Teal","Quebec","1","2000","3.67"
"1400","Blue-winged Teal","Quebec","2","2000",""
"1400","Blue-winged Teal","Saskatchewan","1","2000",""
"1400","Blue-winged Teal","Saskatchewan","2","2000",""
"1400","Blue-winged Teal","Saskatchewan","3","2000",""
"1400","Blue-winged Teal","Alberta","1","2001",""
"1400","Blue-winged Teal","Alberta","2","2001",""
"1400","Blue-winged Teal","British Columbia","1","2001",""
"1400","Blue-winged Teal","Manitoba","1","2001","2.86"
"1400","Blue-winged Teal","Manitoba","2","2001",""
"1400","Blue-winged Teal","New Brunswick","1","2001","5.5"
"1400","Blue-winged Teal","New Brunswick","2","2001",""
"1400","Blue-winged Teal","Newfoundland and Labrador","1","2001",""
"1400","Blue-winged Teal","Nova Scotia","2","2001",""
"1400","Blue-winged Teal","Northwest Territories","1","2001",""
"1400","Blue-winged Teal","Ontario","1","2001","5"
"1400","Blue-winged Teal","Ontario","2","2001","3.77"
"1400","Blue-winged Teal","Ontario","3","2001","8.67"
"1400","Blue-winged Teal","Prince Edward Island","1","2001",""
"1400","Blue-winged Teal","Quebec","1","2001","6.45"
"1400","Blue-winged Teal","Quebec","2","2001",""
"1400","Blue-winged Teal","Saskatchewan","1","2001",""
"1400","Blue-winged Teal","Saskatchewan","2","2001",""
"1400","Blue-winged Teal","Saskatchewan","3","2001",""
"1400","Blue-winged Teal","Alberta","1","2002","4.5"
"1400","Blue-winged Teal","Alberta","2","2002",""
"1400","Blue-winged Teal","British Columbia","1","2002",""
"1400","Blue-winged Teal","British Columbia","2","2002",""
"1400","Blue-winged Teal","Manitoba","1","2002","10"
"1400","Blue-winged Teal","Manitoba","2","2002",""
"1400","Blue-winged Teal","New Brunswick","1","2002","26"
"1400","Blue-winged Teal","New Brunswick","2","2002",""
"1400","Blue-winged Teal","Newfoundland and Labrador","1","2002",""
"1400","Blue-winged Teal","Nova Scotia","1","2002",""
"1400","Blue-winged Teal","Nova Scotia","2","2002",""
"1400","Blue-winged Teal","Ontario","1","2002",""
"1400","Blue-winged Teal","Ontario","2","2002","6.67"
"1400","Blue-winged Teal","Ontario","3","2002","3.67"
"1400","Blue-winged Teal","Prince Edward Island","1","2002",""
"1400","Blue-winged Teal","Quebec","1","2002","2.29"
"1400","Blue-winged Teal","Quebec","2","2002",""
"1400","Blue-winged Teal","Saskatchewan","1","2002",""
"1400","Blue-winged Teal","Saskatchewan","2","2002",""
"1400","Blue-winged Teal","Saskatchewan","3","2002",""
"1400","Blue-winged Teal","Alberta","1","2003","37"
"1400","Blue-winged Teal","Alberta","2","2003","14"
"1400","Blue-winged Teal","British Columbia","1","2003",""
"1400","Blue-winged Teal","Manitoba","1","2003","6.14"
"1400","Blue-winged Teal","Manitoba","2","2003",""
"1400","Blue-winged Teal","New Brunswick","1","2003","5.67"
"1400","Blue-winged Teal","New Brunswick","2","2003",""
"1400","Blue-winged Teal","Newfoundland and Labrador","1","2003",""
"1400","Blue-winged Teal","Nova Scotia","1","2003",""
"1400","Blue-winged Teal","Nova Scotia","2","2003",""
"1400","Blue-winged Teal","Ontario","1","2003","13.5"
"1400","Blue-winged Teal","Ontario","2","2003","4.78"
"1400","Blue-winged Teal","Ontario","3","2003","19"
"1400","Blue-winged Teal","Prince Edward Island","1","2003",""
"1400","Blue-winged Teal","Quebec","1","2003","9.33"
"1400","Blue-winged Teal","Quebec","2","2003",""
"1400","Blue-winged Teal","Saskatchewan","1","2003",""
"1400","Blue-winged Teal","Saskatchewan","2","2003",""
"1400","Blue-winged Teal","Saskatchewan","3","2003",""
"1400","Blue-winged Teal","Alberta","1","2004","5.75"
"1400","Blue-winged Teal","Alberta","2","2004","1.92"
"1400","Blue-winged Teal","British Columbia","1","2004",""
"1400","Blue-winged Teal","Manitoba","1","2004","4.67"
"1400","Blue-winged Teal","Manitoba","2","2004",""
"1400","Blue-winged Teal","New Brunswick","1","2004",""
"1400","Blue-winged Teal","New Brunswick","2","2004",""
"1400","Blue-winged Teal","Newfoundland and Labrador","1","2004",""
"1400","Blue-winged Teal","Nova Scotia","2","2004",""
"1400","Blue-winged Teal","Ontario","1","2004",""
"1400","Blue-winged Teal","Ontario","2","2004","2.36"
"1400","Blue-winged Teal","Ontario","3","2004",""
"1400","Blue-winged Teal","Prince Edward Island","1","2004",""
"1400","Blue-winged Teal","Quebec","1","2004","2.33"
"1400","Blue-winged Teal","Quebec","2","2004","1.33"
"1400","Blue-winged Teal","Saskatchewan","1","2004",""
"1400","Blue-winged Teal","Saskatchewan","2","2004",""
"1400","Blue-winged Teal","Saskatchewan","3","2004","2.33"
"1400","Blue-winged Teal","Alberta","1","2005",""
"1400","Blue-winged Teal","Alberta","2","2005","4.43"
"1400","Blue-winged Teal","British Columbia","1","2005",""
"1400","Blue-winged Teal","Manitoba","1","2005","3.57"
"1400","Blue-winged Teal","Manitoba","2","2005",""
"1400","Blue-winged Teal","New Brunswick","1","2005","6.29"
"1400","Blue-winged Teal","New Brunswick","2","2005",""
"1400","Blue-winged Teal","Newfoundland and Labrador","1","2005",""
"1400","Blue-winged Teal","Nova Scotia","1","2005",""
"1400","Blue-winged Teal","Nova Scotia","2","2005",""
"1400","Blue-winged Teal","Ontario","1","2005","19"
"1400","Blue-winged Teal","Ontario","2","2005","5.67"
"1400","Blue-winged Teal","Ontario","3","2005",""
"1400","Blue-winged Teal","Prince Edward Island","1","2005",""
"1400","Blue-winged Teal","Quebec","1","2005","7"
"1400","Blue-winged Teal","Quebec","2","2005","20"
"1400","Blue-winged Teal","Saskatchewan","1","2005",""
"1400","Blue-winged Teal","Saskatchewan","2","2005",""
"1400","Blue-winged Teal","Saskatchewan","3","2005",""
"1400","Blue-winged Teal","Alberta","1","2006","11"
"1400","Blue-winged Teal","Alberta","2","2006","18.5"
"1400","Blue-winged Teal","British Columbia","1","2006",""
"1400","Blue-winged Teal","Manitoba","1","2006","1.92"
"1400","Blue-winged Teal","Manitoba","2","2006",""
"1400","Blue-winged Teal","New Brunswick","1","2006",""
"1400","Blue-winged Teal","New Brunswick","2","2006",""
"1400","Blue-winged Teal","Nova Scotia","1","2006",""
"1400","Blue-winged Teal","Nova Scotia","2","2006",""
"1400","Blue-winged Teal","Ontario","1","2006","4.25"
"1400","Blue-winged Teal","Ontario","2","2006","2.88"
"1400","Blue-winged Teal","Ontario","3","2006","1.59"
"1400","Blue-winged Teal","Prince Edward Island","1","2006",""
"1400","Blue-winged Teal","Quebec","1","2006",""
"1400","Blue-winged Teal","Quebec","2","2006",""
"1400","Blue-winged Teal","Saskatchewan","1","2006","2.29"
"1400","Blue-winged Teal","Saskatchewan","2","2006",""
"1400","Blue-winged Teal","Saskatchewan","3","2006",""
"1400","Blue-winged Teal","Alberta","1","2007","17"
