"Species code","Species name","Province","Zone","Year","Annual age ratio"
"1490","Lesser Scaup","Nova Scotia","1","1980",""
"1490","Lesser Scaup","Nova Scotia","2","1980",""
"1490","Lesser Scaup","Northwest Territories","1","1980",""
"1490","Lesser Scaup","Ontario","1","1980","2.83"
"1490","Lesser Scaup","Ontario","2","1980","2.69"
"1490","Lesser Scaup","Ontario","3","1980","11"
"1490","Lesser Scaup","Prince Edward Island","1","1980",""
"1490","Lesser Scaup","Quebec","1","1980","4.23"
"1490","Lesser Scaup","Quebec","2","1980",""
"1490","Lesser Scaup","Saskatchewan","1","1980",""
"1490","Lesser Scaup","Saskatchewan","2","1980",""
"1490","Lesser Scaup","Saskatchewan","3","1980",""
"1490","Lesser Scaup","Alberta","1","1981","1.88"
"1490","Lesser Scaup","Alberta","2","1981",""
"1490","Lesser Scaup","British Columbia","1","1981",""
"1490","Lesser Scaup","British Columbia","2","1981",""
"1490","Lesser Scaup","Manitoba","1","1981","10.5"
"1490","Lesser Scaup","Manitoba","2","1981",""
"1490","Lesser Scaup","New Brunswick","1","1981",""
"1490","Lesser Scaup","New Brunswick","2","1981",""
"1490","Lesser Scaup","Newfoundland and Labrador","2","1981",""
"1490","Lesser Scaup","Nova Scotia","1","1981",""
"1490","Lesser Scaup","Nova Scotia","2","1981",""
"1490","Lesser Scaup","Northwest Territories","1","1981",""
"1490","Lesser Scaup","Ontario","1","1981","1.74"
"1490","Lesser Scaup","Ontario","2","1981","2.67"
"1490","Lesser Scaup","Ontario","3","1981","7.54"
"1490","Lesser Scaup","Quebec","1","1981","1.92"
"1490","Lesser Scaup","Quebec","2","1981","20"
"1490","Lesser Scaup","Saskatchewan","1","1981",""
"1490","Lesser Scaup","Saskatchewan","2","1981",""
"1490","Lesser Scaup","Saskatchewan","3","1981",""
"1490","Lesser Scaup","Yukon Territory","1","1981",""
"1490","Lesser Scaup","Alberta","1","1982",""
"1490","Lesser Scaup","Alberta","2","1982",""
"1490","Lesser Scaup","British Columbia","1","1982",""
"1490","Lesser Scaup","British Columbia","2","1982",""
"1490","Lesser Scaup","Manitoba","1","1982","2.44"
"1490","Lesser Scaup","Manitoba","2","1982","2.5"
"1490","Lesser Scaup","New Brunswick","1","1982",""
"1490","Lesser Scaup","Newfoundland and Labrador","2","1982",""
"1490","Lesser Scaup","Nova Scotia","1","1982",""
"1490","Lesser Scaup","Nova Scotia","2","1982",""
"1490","Lesser Scaup","Ontario","1","1982","1.29"
"1490","Lesser Scaup","Ontario","2","1982","1.78"
"1490","Lesser Scaup","Ontario","3","1982","3.13"
"1490","Lesser Scaup","Quebec","1","1982","1.67"
"1490","Lesser Scaup","Quebec","2","1982","3"
"1490","Lesser Scaup","Saskatchewan","1","1982",""
"1490","Lesser Scaup","Saskatchewan","2","1982",""
"1490","Lesser Scaup","Saskatchewan","3","1982",""
"1490","Lesser Scaup","Alberta","1","1983",""
"1490","Lesser Scaup","Alberta","2","1983",""
"1490","Lesser Scaup","British Columbia","2","1983",""
"1490","Lesser Scaup","Manitoba","1","1983","4.5"
"1490","Lesser Scaup","Manitoba","2","1983","2.67"
"1490","Lesser Scaup","New Brunswick","1","1983",""
"1490","Lesser Scaup","New Brunswick","2","1983",""
"1490","Lesser Scaup","Newfoundland and Labrador","1","1983",""
"1490","Lesser Scaup","Newfoundland and Labrador","2","1983",""
"1490","Lesser Scaup","Nova Scotia","1","1983",""
"1490","Lesser Scaup","Nova Scotia","2","1983",""
"1490","Lesser Scaup","Ontario","1","1983","1.78"
"1490","Lesser Scaup","Ontario","2","1983","1.83"
"1490","Lesser Scaup","Ontario","3","1983","3.83"
"1490","Lesser Scaup","Prince Edward Island","1","1983",""
"1490","Lesser Scaup","Quebec","1","1983","2.08"
"1490","Lesser Scaup","Quebec","2","1983",""
"1490","Lesser Scaup","Saskatchewan","1","1983",""
"1490","Lesser Scaup","Saskatchewan","2","1983","2"
"1490","Lesser Scaup","Saskatchewan","3","1983",""
"1490","Lesser Scaup","Yukon Territory","1","1983",""
"1490","Lesser Scaup","Alberta","1","1984",""
"1490","Lesser Scaup","Alberta","2","1984",""
"1490","Lesser Scaup","British Columbia","1","1984",""
"1490","Lesser Scaup","British Columbia","2","1984",""
"1490","Lesser Scaup","Manitoba","1","1984","1.88"
"1490","Lesser Scaup","Manitoba","2","1984",""
"1490","Lesser Scaup","New Brunswick","1","1984",""
"1490","Lesser Scaup","New Brunswick","2","1984",""
"1490","Lesser Scaup","Newfoundland and Labrador","1","1984",""
"1490","Lesser Scaup","Newfoundland and Labrador","2","1984",""
"1490","Lesser Scaup","Nova Scotia","1","1984",""
"1490","Lesser Scaup","Nova Scotia","2","1984",""
"1490","Lesser Scaup","Northwest Territories","1","1984",""
"1490","Lesser Scaup","Ontario","1","1984","4.16"
"1490","Lesser Scaup","Ontario","2","1984","1.95"
"1490","Lesser Scaup","Ontario","3","1984","4.83"
"1490","Lesser Scaup","Prince Edward Island","1","1984",""
"1490","Lesser Scaup","Quebec","1","1984","4.56"
"1490","Lesser Scaup","Quebec","2","1984","11.33"
"1490","Lesser Scaup","Saskatchewan","1","1984",""
"1490","Lesser Scaup","Saskatchewan","2","1984",""
"1490","Lesser Scaup","Saskatchewan","3","1984",""
"1490","Lesser Scaup","Yukon Territory","1","1984",""
"1490","Lesser Scaup","Alberta","1","1985",""
"1490","Lesser Scaup","Alberta","2","1985",""
"1490","Lesser Scaup","British Columbia","1","1985",""
"1490","Lesser Scaup","British Columbia","2","1985",""
"1490","Lesser Scaup","Manitoba","1","1985","3.07"
"1490","Lesser Scaup","Manitoba","2","1985",""
"1490","Lesser Scaup","New Brunswick","1","1985",""
"1490","Lesser Scaup","Newfoundland and Labrador","1","1985",""
"1490","Lesser Scaup","Newfoundland and Labrador","2","1985",""
"1490","Lesser Scaup","Nova Scotia","1","1985",""
"1490","Lesser Scaup","Northwest Territories","1","1985",""
"1490","Lesser Scaup","Ontario","1","1985","2.13"
"1490","Lesser Scaup","Ontario","2","1985","2.53"
"1490","Lesser Scaup","Ontario","3","1985","3.32"
"1490","Lesser Scaup","Quebec","1","1985","1.68"
"1490","Lesser Scaup","Quebec","2","1985","4.4"
"1490","Lesser Scaup","Saskatchewan","1","1985",""
"1490","Lesser Scaup","Saskatchewan","2","1985",""
"1490","Lesser Scaup","Saskatchewan","3","1985",""
"1490","Lesser Scaup","Yukon Territory","1","1985",""
"1490","Lesser Scaup","Alberta","1","1986",""
"1490","Lesser Scaup","Alberta","2","1986",""
"1490","Lesser Scaup","British Columbia","1","1986",""
"1490","Lesser Scaup","British Columbia","2","1986",""
"1490","Lesser Scaup","Manitoba","1","1986","1.1"
"1490","Lesser Scaup","Manitoba","2","1986","1.18"
"1490","Lesser Scaup","New Brunswick","1","1986",""
"1490","Lesser Scaup","New Brunswick","2","1986",""
"1490","Lesser Scaup","Newfoundland and Labrador","1","1986",""
"1490","Lesser Scaup","Newfoundland and Labrador","2","1986",""
"1490","Lesser Scaup","Nova Scotia","1","1986",""
"1490","Lesser Scaup","Nova Scotia","2","1986",""
"1490","Lesser Scaup","Northwest Territories","1","1986",""
"1490","Lesser Scaup","Ontario","1","1986","1.91"
"1490","Lesser Scaup","Ontario","2","1986","1.7"
"1490","Lesser Scaup","Ontario","3","1986","10.25"
"1490","Lesser Scaup","Quebec","1","1986","1.44"
"1490","Lesser Scaup","Quebec","2","1986","5.83"
"1490","Lesser Scaup","Saskatchewan","1","1986",""
"1490","Lesser Scaup","Saskatchewan","2","1986",""
"1490","Lesser Scaup","Saskatchewan","3","1986",""
"1490","Lesser Scaup","Alberta","1","1987",""
"1490","Lesser Scaup","Alberta","2","1987","1.75"
"1490","Lesser Scaup","British Columbia","1","1987",""
"1490","Lesser Scaup","British Columbia","2","1987",""
"1490","Lesser Scaup","Manitoba","1","1987","2.55"
"1490","Lesser Scaup","Manitoba","2","1987",""
"1490","Lesser Scaup","New Brunswick","1","1987",""
"1490","Lesser Scaup","Newfoundland and Labrador","1","1987",""
"1490","Lesser Scaup","Nova Scotia","1","1987",""
"1490","Lesser Scaup","Nova Scotia","2","1987",""
"1490","Lesser Scaup","Ontario","1","1987","2"
"1490","Lesser Scaup","Ontario","2","1987","2"
"1490","Lesser Scaup","Ontario","3","1987","9.44"
"1490","Lesser Scaup","Prince Edward Island","1","1987",""
"1490","Lesser Scaup","Quebec","1","1987","3.42"
"1490","Lesser Scaup","Quebec","2","1987","3.57"
"1490","Lesser Scaup","Saskatchewan","1","1987",""
"1490","Lesser Scaup","Saskatchewan","2","1987",""
"1490","Lesser Scaup","Saskatchewan","3","1987",""
"1490","Lesser Scaup","Yukon Territory","1","1987",""
"1490","Lesser Scaup","Alberta","1","1988",""
"1490","Lesser Scaup","Alberta","2","1988",""
"1490","Lesser Scaup","British Columbia","1","1988",""
"1490","Lesser Scaup","British Columbia","2","1988",""
"1490","Lesser Scaup","Manitoba","1","1988","1.88"
"1490","Lesser Scaup","Manitoba","2","1988",""
"1490","Lesser Scaup","New Brunswick","1","1988",""
"1490","Lesser Scaup","New Brunswick","2","1988",""
"1490","Lesser Scaup","Nova Scotia","1","1988",""
"1490","Lesser Scaup","Nova Scotia","2","1988",""
"1490","Lesser Scaup","Northwest Territories","1","1988",""
"1490","Lesser Scaup","Ontario","1","1988","2.42"
"1490","Lesser Scaup","Ontario","2","1988","2.53"
"1490","Lesser Scaup","Ontario","3","1988","18.25"
"1490","Lesser Scaup","Prince Edward Island","1","1988",""
"1490","Lesser Scaup","Quebec","1","1988","4.24"
"1490","Lesser Scaup","Quebec","2","1988","7.17"
"1490","Lesser Scaup","Saskatchewan","1","1988",""
"1490","Lesser Scaup","Saskatchewan","2","1988",""
"1490","Lesser Scaup","Saskatchewan","3","1988",""
"1490","Lesser Scaup","Alberta","1","1989",""
"1490","Lesser Scaup","Alberta","2","1989",""
"1490","Lesser Scaup","British Columbia","1","1989",""
"1490","Lesser Scaup","British Columbia","2","1989",""
"1490","Lesser Scaup","Manitoba","1","1989","8.33"
"1490","Lesser Scaup","Manitoba","2","1989",""
"1490","Lesser Scaup","New Brunswick","1","1989",""
"1490","Lesser Scaup","New Brunswick","2","1989",""
"1490","Lesser Scaup","Newfoundland and Labrador","1","1989",""
"1490","Lesser Scaup","Newfoundland and Labrador","2","1989",""
"1490","Lesser Scaup","Nova Scotia","1","1989",""
"1490","Lesser Scaup","Nova Scotia","2","1989",""
"1490","Lesser Scaup","Northwest Territories","1","1989",""
"1490","Lesser Scaup","Ontario","1","1989","1.09"
"1490","Lesser Scaup","Ontario","2","1989","2.58"
"1490","Lesser Scaup","Ontario","3","1989","8.29"
"1490","Lesser Scaup","Prince Edward Island","1","1989",""
"1490","Lesser Scaup","Quebec","1","1989","2.02"
"1490","Lesser Scaup","Quebec","2","1989","3.73"
"1490","Lesser Scaup","Saskatchewan","1","1989",""
"1490","Lesser Scaup","Saskatchewan","2","1989",""
"1490","Lesser Scaup","Saskatchewan","3","1989",""
"1490","Lesser Scaup","Alberta","1","1990",""
"1490","Lesser Scaup","Alberta","2","1990",""
"1490","Lesser Scaup","British Columbia","1","1990",""
"1490","Lesser Scaup","British Columbia","2","1990",""
"1490","Lesser Scaup","Manitoba","1","1990","1.79"
"1490","Lesser Scaup","Manitoba","2","1990",""
"1490","Lesser Scaup","New Brunswick","1","1990",""
"1490","Lesser Scaup","New Brunswick","2","1990",""
"1490","Lesser Scaup","Newfoundland and Labrador","1","1990",""
"1490","Lesser Scaup","Newfoundland and Labrador","2","1990",""
"1490","Lesser Scaup","Nova Scotia","1","1990",""
"1490","Lesser Scaup","Nova Scotia","2","1990",""
"1490","Lesser Scaup","Northwest Territories","1","1990",""
"1490","Lesser Scaup","Ontario","1","1990","2.38"
"1490","Lesser Scaup","Ontario","2","1990","2.18"
"1490","Lesser Scaup","Ontario","3","1990","2.53"
"1490","Lesser Scaup","Prince Edward Island","1","1990",""
"1490","Lesser Scaup","Quebec","1","1990","1.77"
"1490","Lesser Scaup","Quebec","2","1990","4"
"1490","Lesser Scaup","Saskatchewan","1","1990",""
"1490","Lesser Scaup","Saskatchewan","2","1990",""
"1490","Lesser Scaup","Saskatchewan","3","1990",""
"1490","Lesser Scaup","Alberta","1","1991",""
"1490","Lesser Scaup","Alberta","2","1991",""
"1490","Lesser Scaup","British Columbia","1","1991",""
"1490","Lesser Scaup","Manitoba","1","1991","4.5"
"1490","Lesser Scaup","Manitoba","2","1991",""
"1490","Lesser Scaup","New Brunswick","1","1991",""
"1490","Lesser Scaup","Newfoundland and Labrador","2","1991",""
"1490","Lesser Scaup","Nova Scotia","1","1991",""
"1490","Lesser Scaup","Nova Scotia","2","1991",""
"1490","Lesser Scaup","Northwest Territories","1","1991",""
"1490","Lesser Scaup","Ontario","1","1991","1.2"
"1490","Lesser Scaup","Ontario","2","1991","2.39"
"1490","Lesser Scaup","Ontario","3","1991","1.29"
"1490","Lesser Scaup","Quebec","1","1991","1.97"
"1490","Lesser Scaup","Quebec","2","1991","13.5"
"1490","Lesser Scaup","Saskatchewan","1","1991",""
"1490","Lesser Scaup","Saskatchewan","2","1991",""
"1490","Lesser Scaup","Alberta","1","1992",""
"1490","Lesser Scaup","Alberta","2","1992",""
"1490","Lesser Scaup","British Columbia","1","1992",""
"1490","Lesser Scaup","British Columbia","2","1992",""
"1490","Lesser Scaup","Manitoba","1","1992","1.93"
"1490","Lesser Scaup","Manitoba","2","1992",""
"1490","Lesser Scaup","New Brunswick","1","1992",""
"1490","Lesser Scaup","Newfoundland and Labrador","1","1992",""
"1490","Lesser Scaup","Newfoundland and Labrador","2","1992",""
"1490","Lesser Scaup","Nova Scotia","2","1992",""
"1490","Lesser Scaup","Northwest Territories","1","1992",""
"1490","Lesser Scaup","Ontario","1","1992","1.06"
"1490","Lesser Scaup","Ontario","2","1992","2.72"
"1490","Lesser Scaup","Ontario","3","1992","3.67"
"1490","Lesser Scaup","Quebec","1","1992","1.02"
"1490","Lesser Scaup","Quebec","2","1992","3.4"
"1490","Lesser Scaup","Saskatchewan","1","1992",""
"1490","Lesser Scaup","Saskatchewan","2","1992",""
"1490","Lesser Scaup","Saskatchewan","3","1992",""
"1490","Lesser Scaup","Alberta","1","1993",""
"1490","Lesser Scaup","Alberta","2","1993",""
"1490","Lesser Scaup","British Columbia","1","1993",""
"1490","Lesser Scaup","British Columbia","2","1993",""
"1490","Lesser Scaup","Manitoba","1","1993","0.65"
"1490","Lesser Scaup","Manitoba","2","1993",""
"1490","Lesser Scaup","New Brunswick","1","1993",""
"1490","Lesser Scaup","New Brunswick","2","1993",""
"1490","Lesser Scaup","Newfoundland and Labrador","1","1993",""
"1490","Lesser Scaup","Newfoundland and Labrador","2","1993",""
"1490","Lesser Scaup","Nova Scotia","1","1993",""
"1490","Lesser Scaup","Nova Scotia","2","1993",""
"1490","Lesser Scaup","Northwest Territories","1","1993",""
"1490","Lesser Scaup","Ontario","1","1993","1.35"
"1490","Lesser Scaup","Ontario","2","1993","3.68"
"1490","Lesser Scaup","Ontario","3","1993","12"
"1490","Lesser Scaup","Quebec","1","1993","3.39"
"1490","Lesser Scaup","Quebec","2","1993","2.95"
"1490","Lesser Scaup","Saskatchewan","1","1993",""
"1490","Lesser Scaup","Saskatchewan","2","1993",""
"1490","Lesser Scaup","Saskatchewan","3","1993",""
"1490","Lesser Scaup","Yukon Territory","1","1993",""
"1490","Lesser Scaup","Alberta","1","1994",""
"1490","Lesser Scaup","Alberta","2","1994",""
"1490","Lesser Scaup","British Columbia","1","1994",""
"1490","Lesser Scaup","British Columbia","2","1994",""
"1490","Lesser Scaup","Manitoba","1","1994","2.69"
"1490","Lesser Scaup","Manitoba","2","1994","0.91"
"1490","Lesser Scaup","New Brunswick","1","1994",""
"1490","Lesser Scaup","New Brunswick","2","1994",""
"1490","Lesser Scaup","Newfoundland and Labrador","1","1994",""
"1490","Lesser Scaup","Newfoundland and Labrador","2","1994",""
"1490","Lesser Scaup","Nova Scotia","1","1994",""
"1490","Lesser Scaup","Nova Scotia","2","1994",""
"1490","Lesser Scaup","Ontario","1","1994","4.43"
"1490","Lesser Scaup","Ontario","2","1994","5.47"
"1490","Lesser Scaup","Ontario","3","1994","9.75"
"1490","Lesser Scaup","Prince Edward Island","1","1994",""
"1490","Lesser Scaup","Quebec","1","1994","1.76"
"1490","Lesser Scaup","Quebec","2","1994","3.63"
"1490","Lesser Scaup","Saskatchewan","2","1994",""
"1490","Lesser Scaup","Saskatchewan","3","1994",""
"1490","Lesser Scaup","Yukon Territory","1","1994",""
"1490","Lesser Scaup","Alberta","1","1995",""
"1490","Lesser Scaup","Alberta","2","1995",""
"1490","Lesser Scaup","British Columbia","1","1995",""
"1490","Lesser Scaup","British Columbia","2","1995",""
"1490","Lesser Scaup","Manitoba","1","1995","1.75"
"1490","Lesser Scaup","Manitoba","2","1995",""
"1490","Lesser Scaup","New Brunswick","1","1995",""
"1490","Lesser Scaup","New Brunswick","2","1995",""
"1490","Lesser Scaup","Nova Scotia","1","1995",""
"1490","Lesser Scaup","Nova Scotia","2","1995",""
"1490","Lesser Scaup","Ontario","1","1995","3.42"
"1490","Lesser Scaup","Ontario","2","1995","2.93"
"1490","Lesser Scaup","Ontario","3","1995","1.85"
"1490","Lesser Scaup","Quebec","1","1995","2"
"1490","Lesser Scaup","Quebec","2","1995",""
"1490","Lesser Scaup","Saskatchewan","1","1995",""
"1490","Lesser Scaup","Saskatchewan","2","1995",""
"1490","Lesser Scaup","Alberta","1","1996","3"
"1490","Lesser Scaup","Alberta","2","1996",""
"1490","Lesser Scaup","British Columbia","1","1996",""
"1490","Lesser Scaup","British Columbia","2","1996",""
"1490","Lesser Scaup","Manitoba","1","1996","2.55"
"1490","Lesser Scaup","Manitoba","2","1996","1.63"
"1490","Lesser Scaup","New Brunswick","1","1996",""
"1490","Lesser Scaup","Newfoundland and Labrador","1","1996",""
"1490","Lesser Scaup","Nova Scotia","1","1996",""
"1490","Lesser Scaup","Nova Scotia","2","1996",""
"1490","Lesser Scaup","Northwest Territories","1","1996",""
"1490","Lesser Scaup","Ontario","1","1996","1.15"
"1490","Lesser Scaup","Ontario","2","1996","1.65"
"1490","Lesser Scaup","Ontario","3","1996","2.29"
"1490","Lesser Scaup","Quebec","1","1996","1.37"
"1490","Lesser Scaup","Quebec","2","1996",""
"1490","Lesser Scaup","Saskatchewan","1","1996",""
"1490","Lesser Scaup","Saskatchewan","2","1996",""
"1490","Lesser Scaup","Saskatchewan","3","1996",""
"1490","Lesser Scaup","Alberta","1","1997","9"
"1490","Lesser Scaup","Alberta","2","1997","1.33"
"1490","Lesser Scaup","British Columbia","1","1997",""
"1490","Lesser Scaup","British Columbia","2","1997",""
"1490","Lesser Scaup","Manitoba","1","1997","6.2"
"1490","Lesser Scaup","Manitoba","2","1997",""
"1490","Lesser Scaup","New Brunswick","1","1997",""
"1490","Lesser Scaup","New Brunswick","2","1997",""
"1490","Lesser Scaup","Newfoundland and Labrador","2","1997",""
"1490","Lesser Scaup","Nova Scotia","1","1997",""
"1490","Lesser Scaup","Nova Scotia","2","1997",""
"1490","Lesser Scaup","Northwest Territories","1","1997",""
"1490","Lesser Scaup","Ontario","1","1997","3.5"
"1490","Lesser Scaup","Ontario","2","1997","5.2"
"1490","Lesser Scaup","Ontario","3","1997","9.67"
"1490","Lesser Scaup","Quebec","1","1997","4.92"
"1490","Lesser Scaup","Quebec","2","1997",""
"1490","Lesser Scaup","Saskatchewan","1","1997",""
"1490","Lesser Scaup","Saskatchewan","3","1997",""
"1490","Lesser Scaup","Alberta","1","1998",""
"1490","Lesser Scaup","Alberta","2","1998","0.33"
"1490","Lesser Scaup","British Columbia","1","1998",""
"1490","Lesser Scaup","Manitoba","1","1998","2.38"
"1490","Lesser Scaup","Manitoba","2","1998",""
"1490","Lesser Scaup","New Brunswick","1","1998",""
"1490","Lesser Scaup","New Brunswick","2","1998",""
"1490","Lesser Scaup","Newfoundland and Labrador","1","1998",""
"1490","Lesser Scaup","Newfoundland and Labrador","2","1998",""
"1490","Lesser Scaup","Nova Scotia","1","1998",""
"1490","Lesser Scaup","Nova Scotia","2","1998",""
"1490","Lesser Scaup","Ontario","1","1998","3.38"
"1490","Lesser Scaup","Ontario","2","1998","4.88"
"1490","Lesser Scaup","Ontario","3","1998","2.86"
"1490","Lesser Scaup","Quebec","1","1998","3.21"
"1490","Lesser Scaup","Quebec","2","1998","13.75"
"1490","Lesser Scaup","Saskatchewan","1","1998",""
"1490","Lesser Scaup","Saskatchewan","2","1998",""
"1490","Lesser Scaup","Saskatchewan","3","1998",""
"1490","Lesser Scaup","Alberta","1","1999",""
"1490","Lesser Scaup","Alberta","2","1999",""
"1490","Lesser Scaup","British Columbia","1","1999",""
"1490","Lesser Scaup","Manitoba","1","1999","1.31"
"1490","Lesser Scaup","Manitoba","2","1999",""
"1490","Lesser Scaup","New Brunswick","1","1999",""
"1490","Lesser Scaup","Newfoundland and Labrador","1","1999",""
"1490","Lesser Scaup","Newfoundland and Labrador","2","1999",""
"1490","Lesser Scaup","Nova Scotia","2","1999",""
"1490","Lesser Scaup","Ontario","1","1999","3.1"
"1490","Lesser Scaup","Ontario","2","1999","3.55"
"1490","Lesser Scaup","Ontario","3","1999","7"
"1490","Lesser Scaup","Quebec","1","1999","3.83"
"1490","Lesser Scaup","Quebec","2","1999","11"
"1490","Lesser Scaup","Saskatchewan","1","1999",""
"1490","Lesser Scaup","Saskatchewan","2","1999",""
"1490","Lesser Scaup","Saskatchewan","3","1999",""
"1490","Lesser Scaup","Alberta","1","2000",""
"1490","Lesser Scaup","Alberta","2","2000",""
"1490","Lesser Scaup","British Columbia","1","2000",""
"1490","Lesser Scaup","Manitoba","1","2000","1.76"
"1490","Lesser Scaup","New Brunswick","1","2000",""
"1490","Lesser Scaup","Newfoundland and Labrador","2","2000",""
"1490","Lesser Scaup","Northwest Territories","1","2000",""
"1490","Lesser Scaup","Ontario","1","2000","2.14"
"1490","Lesser Scaup","Ontario","2","2000","1.18"
"1490","Lesser Scaup","Ontario","3","2000",""
"1490","Lesser Scaup","Quebec","1","2000","0.9"
"1490","Lesser Scaup","Quebec","2","2000",""
"1490","Lesser Scaup","Saskatchewan","1","2000",""
"1490","Lesser Scaup","Saskatchewan","3","2000",""
"1490","Lesser Scaup","Yukon Territory","1","2000",""
"1490","Lesser Scaup","Alberta","1","2001",""
"1490","Lesser Scaup","British Columbia","1","2001",""
"1490","Lesser Scaup","British Columbia","2","2001",""
"1490","Lesser Scaup","Manitoba","1","2001","5.5"
"1490","Lesser Scaup","Manitoba","2","2001",""
"1490","Lesser Scaup","New Brunswick","1","2001",""
"1490","Lesser Scaup","New Brunswick","2","2001",""
"1490","Lesser Scaup","Newfoundland and Labrador","1","2001",""
"1490","Lesser Scaup","Newfoundland and Labrador","2","2001",""
"1490","Lesser Scaup","Nova Scotia","2","2001",""
"1490","Lesser Scaup","Northwest Territories","1","2001",""
"1490","Lesser Scaup","Ontario","1","2001","2.38"
"1490","Lesser Scaup","Ontario","2","2001","3.67"
"1490","Lesser Scaup","Ontario","3","2001",""
"1490","Lesser Scaup","Quebec","1","2001","4.64"
"1490","Lesser Scaup","Quebec","2","2001",""
"1490","Lesser Scaup","Saskatchewan","1","2001",""
"1490","Lesser Scaup","Saskatchewan","2","2001",""
"1490","Lesser Scaup","Yukon Territory","1","2001",""
"1490","Lesser Scaup","Alberta","1","2002",""
"1490","Lesser Scaup","Alberta","2","2002",""
"1490","Lesser Scaup","British Columbia","1","2002",""
"1490","Lesser Scaup","British Columbia","2","2002",""
"1490","Lesser Scaup","Manitoba","1","2002","1.92"
"1490","Lesser Scaup","Manitoba","2","2002",""
"1490","Lesser Scaup","New Brunswick","1","2002",""
"1490","Lesser Scaup","New Brunswick","2","2002",""
"1490","Lesser Scaup","Newfoundland and Labrador","1","2002",""
"1490","Lesser Scaup","Newfoundland and Labrador","2","2002",""
"1490","Lesser Scaup","Nova Scotia","1","2002",""
"1490","Lesser Scaup","Nova Scotia","2","2002",""
"1490","Lesser Scaup","Ontario","1","2002","1.72"
"1490","Lesser Scaup","Ontario","2","2002","2.73"
"1490","Lesser Scaup","Ontario","3","2002","6.4"
"1490","Lesser Scaup","Prince Edward Island","1","2002",""
"1490","Lesser Scaup","Quebec","1","2002","2.86"
"1490","Lesser Scaup","Quebec","2","2002","5.25"
"1490","Lesser Scaup","Saskatchewan","1","2002",""
"1490","Lesser Scaup","Saskatchewan","2","2002",""
"1490","Lesser Scaup","Saskatchewan","3","2002",""
"1490","Lesser Scaup","Yukon Territory","1","2002",""
"1490","Lesser Scaup","Alberta","1","2003",""
"1490","Lesser Scaup","Alberta","2","2003",""
"1490","Lesser Scaup","British Columbia","2","2003",""
"1490","Lesser Scaup","Manitoba","1","2003",""
"1490","Lesser Scaup","Manitoba","2","2003",""
"1490","Lesser Scaup","New Brunswick","1","2003",""
"1490","Lesser Scaup","New Brunswick","2","2003",""
"1490","Lesser Scaup","Newfoundland and Labrador","1","2003",""
"1490","Lesser Scaup","Newfoundland and Labrador","2","2003",""
"1490","Lesser Scaup","Nova Scotia","1","2003",""
"1490","Lesser Scaup","Nova Scotia","2","2003",""
"1490","Lesser Scaup","Northwest Territories","1","2003",""
"1490","Lesser Scaup","Ontario","1","2003","2.43"
"1490","Lesser Scaup","Ontario","2","2003","4.25"
"1490","Lesser Scaup","Ontario","3","2003","14.25"
"1490","Lesser Scaup","Prince Edward Island","1","2003",""
"1490","Lesser Scaup","Quebec","1","2003","3.36"
"1490","Lesser Scaup","Quebec","2","2003","3.43"
"1490","Lesser Scaup","Saskatchewan","1","2003",""
"1490","Lesser Scaup","Saskatchewan","2","2003",""
"1490","Lesser Scaup","Saskatchewan","3","2003",""
"1490","Lesser Scaup","Alberta","1","2004",""
"1490","Lesser Scaup","Alberta","2","2004",""
"1490","Lesser Scaup","British Columbia","1","2004",""
"1490","Lesser Scaup","British Columbia","2","2004",""
"1490","Lesser Scaup","Manitoba","1","2004","3.23"
"1490","Lesser Scaup","New Brunswick","1","2004",""
"1490","Lesser Scaup","New Brunswick","2","2004",""
"1490","Lesser Scaup","Newfoundland and Labrador","1","2004",""
"1490","Lesser Scaup","Newfoundland and Labrador","2","2004",""
"1490","Lesser Scaup","Nova Scotia","2","2004",""
"1490","Lesser Scaup","Ontario","1","2004","1.11"
"1490","Lesser Scaup","Ontario","2","2004","0.71"
"1490","Lesser Scaup","Ontario","3","2004",""
"1490","Lesser Scaup","Quebec","1","2004","1.76"
"1490","Lesser Scaup","Quebec","2","2004",""
"1490","Lesser Scaup","Saskatchewan","1","2004",""
"1490","Lesser Scaup","Alberta","1","2005",""
"1490","Lesser Scaup","Alberta","2","2005",""
"1490","Lesser Scaup","British Columbia","1","2005",""
"1490","Lesser Scaup","Manitoba","1","2005",""
"1490","Lesser Scaup","Manitoba","2","2005",""
"1490","Lesser Scaup","New Brunswick","1","2005",""
"1490","Lesser Scaup","Newfoundland and Labrador","1","2005",""
"1490","Lesser Scaup","Nova Scotia","1","2005",""
"1490","Lesser Scaup","Nova Scotia","2","2005",""
"1490","Lesser Scaup","Ontario","1","2005","3"
"1490","Lesser Scaup","Ontario","2","2005","3.07"
"1490","Lesser Scaup","Ontario","3","2005",""
"1490","Lesser Scaup","Prince Edward Island","1","2005",""
"1490","Lesser Scaup","Quebec","1","2005","2.8"
"1490","Lesser Scaup","Quebec","2","2005",""
"1490","Lesser Scaup","Saskatchewan","1","2005",""
"1490","Lesser Scaup","Saskatchewan","2","2005",""
"1490","Lesser Scaup","Saskatchewan","3","2005",""
"1490","Lesser Scaup","Alberta","1","2006",""
"1490","Lesser Scaup","Alberta","2","2006",""
"1490","Lesser Scaup","British Columbia","1","2006",""
"1490","Lesser Scaup","British Columbia","2","2006",""
