"Species code","Species name","Year","Annual age ratio"
"1690","Lesser Snow Goose: white phase","1980","1.34"
"1690","Lesser Snow Goose: white phase","1981","1.4"
"1690","Lesser Snow Goose: white phase","1982","0.78"
"1690","Lesser Snow Goose: white phase","1983","1.6"
"1690","Lesser Snow Goose: white phase","1984","1.07"
"1690","Lesser Snow Goose: white phase","1985","1.03"
"1690","Lesser Snow Goose: white phase","1986","0.47"
"1690","Lesser Snow Goose: white phase","1987","1.38"
"1690","Lesser Snow Goose: white phase","1988","1.2"
"1690","Lesser Snow Goose: white phase","1989","0.85"
"1690","Lesser Snow Goose: white phase","1990","0.76"
"1690","Lesser Snow Goose: white phase","1991","0.86"
"1690","Lesser Snow Goose: white phase","1992","0.48"
"1690","Lesser Snow Goose: white phase","1993","1.7"
"1690","Lesser Snow Goose: white phase","1994","0.7"
"1690","Lesser Snow Goose: white phase","1995","0.8"
"1690","Lesser Snow Goose: white phase","1996","1.16"
"1690","Lesser Snow Goose: white phase","1997","0.99"
"1690","Lesser Snow Goose: white phase","1998","1.19"
"1690","Lesser Snow Goose: white phase","1999","0.61"
"1690","Lesser Snow Goose: white phase","2000","0.95"
"1690","Lesser Snow Goose: white phase","2001","0.77"
"1690","Lesser Snow Goose: white phase","2002","0.58"
"1690","Lesser Snow Goose: white phase","2003","1.14"
"1690","Lesser Snow Goose: white phase","2004","0.54"
"1690","Lesser Snow Goose: white phase","2005","0.77"
"1690","Lesser Snow Goose: white phase","2006","1.05"
"1690","Lesser Snow Goose: white phase","2007","0.56"
"1690","Lesser Snow Goose: white phase","2008","0.61"
"1690","Lesser Snow Goose: white phase","2009","0.35"
"1690","Lesser Snow Goose: white phase","2010","0.78"
"1690","Lesser Snow Goose: white phase","2011","0.57"
"1690","Lesser Snow Goose: white phase","2012","0.82"
"1690","Lesser Snow Goose: white phase","2013","0.65"
"1690","Lesser Snow Goose: white phase","2014","1.66"
"1690","Lesser Snow Goose: white phase","2015","0.65"
"1690","Lesser Snow Goose: white phase","2016","0.85"
"1690","Lesser Snow Goose: white phase","2017","0.69"
"1690","Lesser Snow Goose: white phase","2018","0.3"
"1691","Lesser Snow Goose: blue phase","1969",""
"1691","Lesser Snow Goose: blue phase","1975","1.13"
"1691","Lesser Snow Goose: blue phase","1976","0.69"
"1691","Lesser Snow Goose: blue phase","1977","1.29"
"1691","Lesser Snow Goose: blue phase","1978","0.33"
"1691","Lesser Snow Goose: blue phase","1979","1.44"
"1691","Lesser Snow Goose: blue phase","1980","0.31"
"1691","Lesser Snow Goose: blue phase","1981","1.24"
"1691","Lesser Snow Goose: blue phase","1982","0.7"
"1691","Lesser Snow Goose: blue phase","1983","0.47"
"1691","Lesser Snow Goose: blue phase","1984","1.81"
"1691","Lesser Snow Goose: blue phase","1985","0.93"
"1691","Lesser Snow Goose: blue phase","1986","0.49"
"1691","Lesser Snow Goose: blue phase","1987","0.96"
"1691","Lesser Snow Goose: blue phase","1988","1.34"
"1691","Lesser Snow Goose: blue phase","1989","1.06"
"1691","Lesser Snow Goose: blue phase","1990","0.85"
"1691","Lesser Snow Goose: blue phase","1991","1.11"
"1691","Lesser Snow Goose: blue phase","1992","0.2"
"1691","Lesser Snow Goose: blue phase","1993","1.69"
"1691","Lesser Snow Goose: blue phase","1994","0.76"
"1691","Lesser Snow Goose: blue phase","1995","0.84"
"1691","Lesser Snow Goose: blue phase","1996","0.99"
"1691","Lesser Snow Goose: blue phase","1997","0.83"
"1691","Lesser Snow Goose: blue phase","1998","0.71"
"1691","Lesser Snow Goose: blue phase","1999","0.34"
"1691","Lesser Snow Goose: blue phase","2000","0.66"
"1691","Lesser Snow Goose: blue phase","2001","0.9"
"1691","Lesser Snow Goose: blue phase","2002","0.44"
"1691","Lesser Snow Goose: blue phase","2003","0.79"
"1691","Lesser Snow Goose: blue phase","2004","0.3"
"1691","Lesser Snow Goose: blue phase","2005","0.46"
"1691","Lesser Snow Goose: blue phase","2006","0.81"
"1691","Lesser Snow Goose: blue phase","2007","0.46"
"1691","Lesser Snow Goose: blue phase","2008","0.92"
"1691","Lesser Snow Goose: blue phase","2009","0.24"
"1691","Lesser Snow Goose: blue phase","2010","0.8"
"1691","Lesser Snow Goose: blue phase","2011","0.47"
"1691","Lesser Snow Goose: blue phase","2012","1.28"
"1691","Lesser Snow Goose: blue phase","2013","0.92"
"1691","Lesser Snow Goose: blue phase","2014","1.71"
"1691","Lesser Snow Goose: blue phase","2015","0.51"
"1691","Lesser Snow Goose: blue phase","2016","1.1"
"1691","Lesser Snow Goose: blue phase","2017","0.66"
"1691","Lesser Snow Goose: blue phase","2018","0.04"
"1699","Greater Snow Goose","1969","2.33"
"1699","Greater Snow Goose","1970","5.46"
"1699","Greater Snow Goose","1971",""
"1699","Greater Snow Goose","1975","6.06"
"1699","Greater Snow Goose","1976","1.22"
"1699","Greater Snow Goose","1978","2.75"
"1699","Greater Snow Goose","1979","4.24"
"1699","Greater Snow Goose","1980","4.29"
"1699","Greater Snow Goose","1981","1.81"
"1699","Greater Snow Goose","1982","2.49"
"1699","Greater Snow Goose","1984","2.5"
"1699","Greater Snow Goose","1985","1.97"
"1699","Greater Snow Goose","1986","0.38"
"1699","Greater Snow Goose","1987",""
"1699","Greater Snow Goose","1988","2.86"
"1699","Greater Snow Goose","1989","1.7"
"1699","Greater Snow Goose","1990","1.7"
"1699","Greater Snow Goose","1991","3.73"
"1699","Greater Snow Goose","1992","0.3"
"1699","Greater Snow Goose","1993","4.84"
"1699","Greater Snow Goose","1994","0.32"
"1699","Greater Snow Goose","1995","2.12"
"1699","Greater Snow Goose","1996","2.38"
"1699","Greater Snow Goose","1997","2.8"
"1699","Greater Snow Goose","1998","1.85"
"1699","Greater Snow Goose","1999","0.09"
"1699","Greater Snow Goose","2000","1.91"
"1699","Greater Snow Goose","2001","2.12"
"1699","Greater Snow Goose","2002","0.39"
"1699","Greater Snow Goose","2003","2.25"
"1699","Greater Snow Goose","2004","0.81"
"1699","Greater Snow Goose","2005","1.26"
"1699","Greater Snow Goose","2006","1.37"
"1699","Greater Snow Goose","2007","1.25"
"1699","Greater Snow Goose","2008","2.83"
"1699","Greater Snow Goose","2009","0.82"
"1699","Greater Snow Goose","2010","0.74"
"1699","Greater Snow Goose","2011","1.47"
"1699","Greater Snow Goose","2012","1.43"
"1699","Greater Snow Goose","2013","0.64"
"1699","Greater Snow Goose","2014","2.21"
"1699","Greater Snow Goose","2015","1.05"
"1699","Greater Snow Goose","2016","2.31"
"1699","Greater Snow Goose","2017","1.74"
"1699","Greater Snow Goose","2018","0.45"
"1700","Ross' Goose","1969",""
"1700","Ross' Goose","1970",""
"1700","Ross' Goose","1971","0.57"
"1700","Ross' Goose","1972",""
"1700","Ross' Goose","1973","3.2"
"1700","Ross' Goose","1974","1"
"1700","Ross' Goose","1975","3.4"
"1700","Ross' Goose","1976",""
"1700","Ross' Goose","1977",""
"1700","Ross' Goose","1978","0.05"
"1700","Ross' Goose","1979","1.59"
"1700","Ross' Goose","1980","0.82"
"1700","Ross' Goose","1981",""
"1700","Ross' Goose","1982","1.18"
"1700","Ross' Goose","1983","1.5"
"1700","Ross' Goose","1984","1.14"
"1700","Ross' Goose","1985","3.43"
"1700","Ross' Goose","1986","2.11"
"1700","Ross' Goose","1987","1.83"
"1700","Ross' Goose","1988","0.69"
"1700","Ross' Goose","1989","0.93"
"1700","Ross' Goose","1990","1.14"
"1700","Ross' Goose","1991","0.68"
"1700","Ross' Goose","1992","0.96"
"1700","Ross' Goose","1993","1.9"
"1700","Ross' Goose","1994","1.02"
"1700","Ross' Goose","1995","1.12"
"1700","Ross' Goose","1996","1.45"
"1700","Ross' Goose","1997","1.18"
"1700","Ross' Goose","1998","1.42"
"1700","Ross' Goose","1999","1.94"
"1700","Ross' Goose","2000","1.31"
"1700","Ross' Goose","2001","2.25"
"1700","Ross' Goose","2002","1.75"
"1700","Ross' Goose","2003","3.73"
"1700","Ross' Goose","2004","1.47"
"1700","Ross' Goose","2005","0.97"
"1700","Ross' Goose","2006","2.43"
"1700","Ross' Goose","2007","1.08"
"1700","Ross' Goose","2008","3.26"
"1700","Ross' Goose","2009","0.76"
"1700","Ross' Goose","2010","1.89"
"1700","Ross' Goose","2011","1.08"
"1700","Ross' Goose","2012","1.5"
"1700","Ross' Goose","2013","1.12"
"1700","Ross' Goose","2014","2.65"
"1700","Ross' Goose","2015","1.22"
"1700","Ross' Goose","2016","2"
"1700","Ross' Goose","2017","2.13"
"1700","Ross' Goose","2018","0.25"
"1710","White-fronted Goose","1969","0.99"
"1710","White-fronted Goose","1970","1.23"
"1710","White-fronted Goose","1971","1.03"
"1710","White-fronted Goose","1972","1.12"
"1710","White-fronted Goose","1973","1.5"
"1710","White-fronted Goose","1974","0.61"
"1710","White-fronted Goose","1975","1.5"
"1710","White-fronted Goose","1976","1.08"
"1710","White-fronted Goose","1977","0.93"
"1710","White-fronted Goose","1978","0.92"
"1710","White-fronted Goose","1979","1.24"
"1710","White-fronted Goose","1980","1.01"
"1710","White-fronted Goose","1981","1.02"
"1710","White-fronted Goose","1982","0.49"
"1710","White-fronted Goose","1983","1.02"
"1710","White-fronted Goose","1984","0.94"
"1710","White-fronted Goose","1985","1.19"
"1710","White-fronted Goose","1986","0.5"
"1710","White-fronted Goose","1987","0.77"
"1710","White-fronted Goose","1988","0.88"
"1710","White-fronted Goose","1989","0.75"
"1710","White-fronted Goose","1990","0.71"
"1710","White-fronted Goose","1991","0.55"
"1710","White-fronted Goose","1992","0.32"
"1710","White-fronted Goose","1993","1.04"
"1710","White-fronted Goose","1994","0.52"
"1710","White-fronted Goose","1995","1.03"
"1710","White-fronted Goose","1996","0.81"
"1710","White-fronted Goose","1997","0.4"
"1710","White-fronted Goose","1998","0.71"
"1710","White-fronted Goose","1999","0.63"
"1710","White-fronted Goose","2000","0.65"
"1710","White-fronted Goose","2001","0.47"
"1710","White-fronted Goose","2002","0.42"
"1710","White-fronted Goose","2003","1.01"
"1710","White-fronted Goose","2004","0.7"
"1710","White-fronted Goose","2005","0.61"
"1710","White-fronted Goose","2006","0.82"
"1710","White-fronted Goose","2007","0.41"
"1710","White-fronted Goose","2008","0.62"
"1710","White-fronted Goose","2009","0.37"
"1710","White-fronted Goose","2010","0.47"
"1710","White-fronted Goose","2011","0.48"
"1710","White-fronted Goose","2012","0.38"
"1710","White-fronted Goose","2013","0.21"
"1710","White-fronted Goose","2014","0.58"
"1710","White-fronted Goose","2015","0.84"
"1710","White-fronted Goose","2016","0.68"
"1710","White-fronted Goose","2017","0.55"
"1710","White-fronted Goose","2018","0.34"
"1720","Canada Goose","1969","1.02"
"1720","Canada Goose","1970","1.2"
"1720","Canada Goose","1971","1.26"
"1720","Canada Goose","1972","0.9"
"1720","Canada Goose","1973","1.37"
"1720","Canada Goose","1974","1.45"
"1720","Canada Goose","1975","1.28"
"1720","Canada Goose","1976","1.11"
"1720","Canada Goose","1977","1.22"
"1720","Canada Goose","1978","0.96"
"1720","Canada Goose","1979","0.97"
"1720","Canada Goose","1980","1.06"
"1720","Canada Goose","1981","0.63"
"1720","Canada Goose","1982","0.84"
"1720","Canada Goose","1983","0.92"
"1720","Canada Goose","1984","1.82"
"1720","Canada Goose","1985","0.69"
"1720","Canada Goose","1986","0.93"
"1720","Canada Goose","1987","0.73"
"1720","Canada Goose","1988","0.68"
"1720","Canada Goose","1989","0.98"
"1720","Canada Goose","1990","0.56"
"1720","Canada Goose","1991","0.27"
"1720","Canada Goose","1992","0.3"
"1720","Canada Goose","1993","0.64"
"1720","Canada Goose","1994","0.55"
"1720","Canada Goose","1995","0.53"
"1720","Canada Goose","1996","0.38"
"1720","Canada Goose","1997","0.27"
"1720","Canada Goose","1998","0.28"
"1720","Canada Goose","1999","0.3"
"1720","Canada Goose","2000","0.21"
"1720","Canada Goose","2001","0.41"
"1720","Canada Goose","2002","0.26"
"1720","Canada Goose","2003","0.43"
"1720","Canada Goose","2004","0.26"
"1720","Canada Goose","2005","0.39"
"1720","Canada Goose","2006","0.28"
"1720","Canada Goose","2007","0.35"
"1720","Canada Goose","2008","0.8"
"1720","Canada Goose","2009","0.19"
"1720","Canada Goose","2010","0.58"
"1720","Canada Goose","2011","0.22"
"1720","Canada Goose","2012","0.33"
"1720","Canada Goose","2013","0.26"
"1720","Canada Goose","2014","0.46"
"1720","Canada Goose","2015","0.32"
"1720","Canada Goose","2016","0.32"
"1720","Canada Goose","2017","0.51"
"1720","Canada Goose","2018","0.17"
"1721","Canada Goose: small races","1971","1.2"
"1721","Canada Goose: small races","1972","0.78"
"1721","Canada Goose: small races","1973","2.52"
"1721","Canada Goose: small races","1974","1.21"
"1721","Canada Goose: small races","1975","2.92"
"1721","Canada Goose: small races","1976","1.77"
"1721","Canada Goose: small races","1977","1.33"
"1721","Canada Goose: small races","1978","0.79"
"1721","Canada Goose: small races","1979","2.16"
"1721","Canada Goose: small races","1980","1.6"
"1721","Canada Goose: small races","1981","1.26"
"1721","Canada Goose: small races","1982","0.88"
"1721","Canada Goose: small races","1983","1.53"
"1721","Canada Goose: small races","1984","1.64"
"1721","Canada Goose: small races","1985","1.47"
"1721","Canada Goose: small races","1986","0.87"
"1721","Canada Goose: small races","1987","1.09"
"1721","Canada Goose: small races","1988","0.99"
"1721","Canada Goose: small races","1989","1.35"
"1721","Canada Goose: small races","1990","0.92"
"1721","Canada Goose: small races","1991","1"
"1721","Canada Goose: small races","1992","0.76"
"1721","Canada Goose: small races","1993","1.27"
"1721","Canada Goose: small races","1994","0.94"
"1721","Canada Goose: small races","1995","1.1"
"1721","Canada Goose: small races","1996","1.01"
"1721","Canada Goose: small races","1997","0.59"
"1721","Canada Goose: small races","1998","0.96"
"1721","Canada Goose: small races","1999","0.75"
"1721","Canada Goose: small races","2000","1.05"
"1721","Canada Goose: small races","2001","0.56"
"1721","Canada Goose: small races","2002","0.67"
"1721","Canada Goose: small races","2003","1.22"
"1721","Canada Goose: small races","2004","0.82"
"1721","Canada Goose: small races","2005","1.16"
"1721","Canada Goose: small races","2006","1.07"
"1721","Canada Goose: small races","2007","0.68"
"1721","Canada Goose: small races","2008","1.06"
"1721","Canada Goose: small races","2009","0.39"
"1721","Canada Goose: small races","2010","0.89"
"1721","Canada Goose: small races","2011","1.01"
"1721","Canada Goose: small races","2012","0.81"
"1721","Canada Goose: small races","2013","0.75"
"1721","Canada Goose: small races","2014","0.62"
"1721","Canada Goose: small races","2015","0.81"
"1721","Canada Goose: small races","2016","0.78"
"1721","Canada Goose: small races","2017","0.85"
"1721","Canada Goose: small races","2018","0.36"
"1722","Canada Goose: large races","1971","0.44"
"1722","Canada Goose: large races","1972","0.34"
"1722","Canada Goose: large races","1973","0.4"
"1722","Canada Goose: large races","1974","0.62"
"1722","Canada Goose: large races","1975","0.97"
"1722","Canada Goose: large races","1976","0.52"
"1722","Canada Goose: large races","1977","0.4"
"1722","Canada Goose: large races","1978","0.38"
"1722","Canada Goose: large races","1979","0.52"
"1722","Canada Goose: large races","1980","0.39"
"1722","Canada Goose: large races","1981","0.24"
"1722","Canada Goose: large races","1982","0.31"
"1722","Canada Goose: large races","1983","0.27"
"1722","Canada Goose: large races","1984","0.41"
"1722","Canada Goose: large races","1985","0.44"
"1722","Canada Goose: large races","1986","0.26"
"1722","Canada Goose: large races","1987","0.29"
"1722","Canada Goose: large races","1988","0.26"
"1722","Canada Goose: large races","1989","0.24"
"1722","Canada Goose: large races","1990","0.2"
"1722","Canada Goose: large races","1991","0.21"
"1722","Canada Goose: large races","1992","0.38"
"1722","Canada Goose: large races","1993","0.25"
"1722","Canada Goose: large races","1994","0.18"
"1722","Canada Goose: large races","1995","0.14"
"1722","Canada Goose: large races","1996","0.2"
"1722","Canada Goose: large races","1997","0.22"
"1722","Canada Goose: large races","1998","0.15"
"1722","Canada Goose: large races","1999","0.15"
"1722","Canada Goose: large races","2000","0.12"
"1722","Canada Goose: large races","2001","0.16"
"1722","Canada Goose: large races","2002","0.15"
"1722","Canada Goose: large races","2003","0.3"
"1722","Canada Goose: large races","2004","0.25"
"1722","Canada Goose: large races","2005","0.31"
"1722","Canada Goose: large races","2006","0.22"
"1722","Canada Goose: large races","2007","0.22"
"1722","Canada Goose: large races","2008","0.18"
"1722","Canada Goose: large races","2009","0.13"
"1722","Canada Goose: large races","2010","0.27"
"1722","Canada Goose: large races","2011","0.2"
"1722","Canada Goose: large races","2012","0.05"
"1722","Canada Goose: large races","2013","0.1"
"1722","Canada Goose: large races","2014","0.13"
"1722","Canada Goose: large races","2015","0.08"
"1722","Canada Goose: large races","2016","0.12"
"1722","Canada Goose: large races","2017","0.15"
"1722","Canada Goose: large races","2018","0.11"
"1730","Brant","1969",""
"1730","Brant","1970",""
"1730","Brant","1971",""
"1730","Brant","1972",""
"1730","Brant","1973",""
"1730","Brant","1974",""
"1730","Brant","1975",""
"1730","Brant","1976",""
"1730","Brant","1977",""
"1730","Brant","1979",""
"1730","Brant","1980",""
"1730","Brant","1981",""
"1730","Brant","1982",""
"1730","Brant","1984",""
"1730","Brant","1985",""
"1730","Brant","1986",""
"1730","Brant","1987",""
"1730","Brant","1988",""
"1730","Brant","1989",""
"1730","Brant","1990",""
"1730","Brant","1991",""
"1730","Brant","1992",""
"1730","Brant","1993",""
"1730","Brant","1996",""
"1730","Brant","1997",""
"1730","Brant","1998",""
"1730","Brant","1999",""
"1730","Brant","2000",""
"1730","Brant","2001",""
"1730","Brant","2002",""
"1730","Brant","2003",""
"1730","Brant","2005",""
"1730","Brant","2006",""
"1730","Brant","2007",""
"1730","Brant","2008",""
"1730","Brant","2011",""
"1730","Brant","2012",""
"1730","Brant","2016",""
"1740","Black Brant","1969",""
"1740","Black Brant","1971",""
"1740","Black Brant","1972",""
"1740","Black Brant","1973",""
"1740","Black Brant","1974",""
"1740","Black Brant","1976",""
"1740","Black Brant","1980",""
"1740","Black Brant","1995",""
"1740","Black Brant","1999",""
"2280","American Woodcock","2002","1.95"
"2280","American Woodcock","2003","0.96"
"2280","American Woodcock","2004","0.84"
"2280","American Woodcock","2005","1.33"
"2280","American Woodcock","2006","0.99"
"2280","American Woodcock","2007","0.97"
"2280","American Woodcock","2008","1.01"
"2280","American Woodcock","2009","1.18"
"2280","American Woodcock","2010","1.25"
"2280","American Woodcock","2011","0.8"
"2280","American Woodcock","2012","0.91"
"2280","American Woodcock","2013","0.87"
"2280","American Woodcock","2014","1.21"
"2280","American Woodcock","2015","1.16"
"2280","American Woodcock","2016","1.56"
"2280","American Woodcock","2017","1.09"
"2280","American Woodcock","2018","1.23"
