"Species code","Species name","Province","Zone","Year","Estimate","± 1 standard error"
"1430","Northern Pintail","Saskatchewan","3","1990","4412","987"
"1430","Northern Pintail","Yukon Territory","1","1990","41","43"
"1430","Northern Pintail","Alberta","1","1991","2001","519"
"1430","Northern Pintail","Alberta","2","1991","3688","966"
"1430","Northern Pintail","British Columbia","1","1991","1260","463"
"1430","Northern Pintail","British Columbia","2","1991","2919","960"
"1430","Northern Pintail","Manitoba","1","1991","3804","1009"
"1430","Northern Pintail","Manitoba","2","1991","603","266"
"1430","Northern Pintail","New Brunswick","1","1991","270","138"
"1430","Northern Pintail","New Brunswick","2","1991","574","264"
"1430","Northern Pintail","Newfoundland and Labrador","1","1991","236","182"
"1430","Northern Pintail","Newfoundland and Labrador","2","1991","115","107"
"1430","Northern Pintail","Nova Scotia","1","1991","624","388"
"1430","Northern Pintail","Nova Scotia","2","1991","277","179"
"1430","Northern Pintail","Northwest Territories","1","1991","112","70"
"1430","Northern Pintail","Ontario","1","1991","2028","619"
"1430","Northern Pintail","Ontario","2","1991","1210","1023"
"1430","Northern Pintail","Ontario","3","1991","1504","483"
"1430","Northern Pintail","Prince Edward Island","1","1991","542","339"
"1430","Northern Pintail","Quebec","1","1991","8392","1879"
"1430","Northern Pintail","Quebec","2","1991","965","210"
"1430","Northern Pintail","Saskatchewan","1","1991","1243","553"
"1430","Northern Pintail","Saskatchewan","2","1991","163","213"
"1430","Northern Pintail","Saskatchewan","3","1991","2617","844"
"1430","Northern Pintail","Yukon Territory","1","1991","73","50"
"1430","Northern Pintail","Alberta","1","1992","3146","559"
"1430","Northern Pintail","Alberta","2","1992","3768","620"
"1430","Northern Pintail","British Columbia","1","1992","1465","240"
"1430","Northern Pintail","British Columbia","2","1992","4928","730"
"1430","Northern Pintail","Manitoba","1","1992","4228","980"
"1430","Northern Pintail","Manitoba","2","1992","1008","454"
"1430","Northern Pintail","New Brunswick","1","1992","274","90"
"1430","Northern Pintail","New Brunswick","2","1992","190","171"
"1430","Northern Pintail","Nova Scotia","1","1992","54","73"
"1430","Northern Pintail","Nova Scotia","2","1992","25","21"
"1430","Northern Pintail","Northwest Territories","1","1992","136","86"
"1430","Northern Pintail","Ontario","1","1992","2768","695"
"1430","Northern Pintail","Ontario","2","1992","1188","339"
"1430","Northern Pintail","Ontario","3","1992","905","236"
"1430","Northern Pintail","Prince Edward Island","1","1992","910","356"
"1430","Northern Pintail","Quebec","1","1992","5471","876"
"1430","Northern Pintail","Quebec","2","1992","750","244"
"1430","Northern Pintail","Saskatchewan","1","1992","49","27"
"1430","Northern Pintail","Saskatchewan","2","1992","178","209"
"1430","Northern Pintail","Saskatchewan","3","1992","1899","734"
"1430","Northern Pintail","Yukon Territory","1","1992","77","0"
"1430","Northern Pintail","Alberta","1","1993","2178","397"
"1430","Northern Pintail","Alberta","2","1993","1847","522"
"1430","Northern Pintail","British Columbia","1","1993","915","194"
"1430","Northern Pintail","British Columbia","2","1993","3786","589"
"1430","Northern Pintail","Manitoba","1","1993","3927","1125"
"1430","Northern Pintail","Manitoba","2","1993","1245","692"
"1430","Northern Pintail","New Brunswick","1","1993","313","134"
"1430","Northern Pintail","New Brunswick","2","1993","393","154"
"1430","Northern Pintail","Newfoundland and Labrador","1","1993","872","494"
"1430","Northern Pintail","Newfoundland and Labrador","2","1993","218","64"
"1430","Northern Pintail","Nova Scotia","1","1993","682","233"
"1430","Northern Pintail","Nova Scotia","2","1993","170","76"
"1430","Northern Pintail","Northwest Territories","1","1993","61","31"
"1430","Northern Pintail","Ontario","1","1993","3057","737"
"1430","Northern Pintail","Ontario","2","1993","1229","364"
"1430","Northern Pintail","Ontario","3","1993","870","421"
"1430","Northern Pintail","Prince Edward Island","1","1993","1336","491"
"1430","Northern Pintail","Quebec","1","1993","9840","1122"
"1430","Northern Pintail","Quebec","2","1993","1561","360"
"1430","Northern Pintail","Saskatchewan","1","1993","1938","779"
"1430","Northern Pintail","Saskatchewan","2","1993","801","320"
"1430","Northern Pintail","Saskatchewan","3","1993","514","0"
"1430","Northern Pintail","Alberta","1","1994","3324","610"
"1430","Northern Pintail","Alberta","2","1994","4194","857"
"1430","Northern Pintail","British Columbia","1","1994","1376","322"
"1430","Northern Pintail","British Columbia","2","1994","3362","495"
"1430","Northern Pintail","Manitoba","1","1994","3412","826"
"1430","Northern Pintail","Manitoba","2","1994","1454","634"
"1430","Northern Pintail","New Brunswick","1","1994","751","214"
"1430","Northern Pintail","New Brunswick","2","1994","385","117"
"1430","Northern Pintail","Newfoundland and Labrador","1","1994","794","407"
"1430","Northern Pintail","Newfoundland and Labrador","2","1994","140","76"
"1430","Northern Pintail","Nova Scotia","1","1994","939","448"
"1430","Northern Pintail","Nova Scotia","2","1994","224","65"
"1430","Northern Pintail","Ontario","1","1994","2296","472"
"1430","Northern Pintail","Ontario","2","1994","1857","506"
"1430","Northern Pintail","Ontario","3","1994","496","228"
"1430","Northern Pintail","Prince Edward Island","1","1994","765","353"
"1430","Northern Pintail","Quebec","1","1994","7799","1006"
"1430","Northern Pintail","Quebec","2","1994","3508","715"
"1430","Northern Pintail","Saskatchewan","1","1994","4296","942"
"1430","Northern Pintail","Saskatchewan","2","1994","541","285"
"1430","Northern Pintail","Saskatchewan","3","1994","2465","803"
"1430","Northern Pintail","Yukon Territory","1","1994","64","31"
"1430","Northern Pintail","Alberta","1","1995","3745","959"
"1430","Northern Pintail","Alberta","2","1995","3828","1293"
"1430","Northern Pintail","British Columbia","1","1995","1310","219"
"1430","Northern Pintail","British Columbia","2","1995","3166","437"
"1430","Northern Pintail","Manitoba","1","1995","5449","1097"
"1430","Northern Pintail","Manitoba","2","1995","3525","1895"
"1430","Northern Pintail","New Brunswick","1","1995","952","367"
"1430","Northern Pintail","New Brunswick","2","1995","288","152"
"1430","Northern Pintail","Newfoundland and Labrador","1","1995","420","297"
"1430","Northern Pintail","Newfoundland and Labrador","2","1995","1307","750"
"1430","Northern Pintail","Nova Scotia","1","1995","618","257"
"1430","Northern Pintail","Nova Scotia","2","1995","347","180"
"1430","Northern Pintail","Ontario","1","1995","2880","779"
"1430","Northern Pintail","Ontario","2","1995","1550","566"
"1430","Northern Pintail","Ontario","3","1995","122","94"
"1430","Northern Pintail","Prince Edward Island","1","1995","454","614"
"1430","Northern Pintail","Quebec","1","1995","5951","962"
"1430","Northern Pintail","Quebec","2","1995","1880","455"
"1430","Northern Pintail","Saskatchewan","1","1995","836","399"
"1430","Northern Pintail","Saskatchewan","2","1995","878","647"
"1430","Northern Pintail","Saskatchewan","3","1995","4807","1574"
"1430","Northern Pintail","Alberta","1","1996","2799","509"
"1430","Northern Pintail","Alberta","2","1996","6822","974"
"1430","Northern Pintail","British Columbia","1","1996","1498","355"
"1430","Northern Pintail","British Columbia","2","1996","3869","747"
"1430","Northern Pintail","Manitoba","1","1996","8555","1214"
"1430","Northern Pintail","Manitoba","2","1996","1768","471"
"1430","Northern Pintail","New Brunswick","1","1996","342","166"
"1430","Northern Pintail","New Brunswick","2","1996","892","652"
"1430","Northern Pintail","Newfoundland and Labrador","1","1996","718","210"
"1430","Northern Pintail","Newfoundland and Labrador","2","1996","528","1051"
"1430","Northern Pintail","Nova Scotia","1","1996","339","138"
"1430","Northern Pintail","Nova Scotia","2","1996","558","264"
"1430","Northern Pintail","Ontario","1","1996","2401","796"
"1430","Northern Pintail","Ontario","2","1996","1189","420"
"1430","Northern Pintail","Ontario","3","1996","421","175"
"1430","Northern Pintail","Prince Edward Island","1","1996","478","380"
"1430","Northern Pintail","Quebec","1","1996","4177","482"
"1430","Northern Pintail","Quebec","2","1996","866","328"
"1430","Northern Pintail","Saskatchewan","1","1996","7202","2400"
"1430","Northern Pintail","Saskatchewan","2","1996","1674","406"
"1430","Northern Pintail","Saskatchewan","3","1996","5601","1559"
"1430","Northern Pintail","Alberta","1","1997","6035","877"
"1430","Northern Pintail","Alberta","2","1997","7847","1248"
"1430","Northern Pintail","British Columbia","1","1997","808","213"
"1430","Northern Pintail","British Columbia","2","1997","4614","898"
"1430","Northern Pintail","Manitoba","1","1997","9532","1149"
"1430","Northern Pintail","Manitoba","2","1997","3716","1332"
"1430","Northern Pintail","New Brunswick","1","1997","294","118"
"1430","Northern Pintail","New Brunswick","2","1997","199","203"
"1430","Northern Pintail","Newfoundland and Labrador","1","1997","785","337"
"1430","Northern Pintail","Nova Scotia","1","1997","61","78"
"1430","Northern Pintail","Nova Scotia","2","1997","55","59"
"1430","Northern Pintail","Northwest Territories","1","1997","37","45"
"1430","Northern Pintail","Ontario","1","1997","2613","639"
"1430","Northern Pintail","Ontario","2","1997","2179","352"
"1430","Northern Pintail","Ontario","3","1997","768","368"
"1430","Northern Pintail","Prince Edward Island","1","1997","139","147"
"1430","Northern Pintail","Quebec","1","1997","5331","802"
"1430","Northern Pintail","Quebec","2","1997","2092","610"
"1430","Northern Pintail","Saskatchewan","1","1997","6992","1817"
"1430","Northern Pintail","Saskatchewan","2","1997","2730","1029"
"1430","Northern Pintail","Saskatchewan","3","1997","3934","1219"
"1430","Northern Pintail","Alberta","1","1998","4156","756"
"1430","Northern Pintail","Alberta","2","1998","6963","999"
"1430","Northern Pintail","British Columbia","1","1998","2214","482"
"1430","Northern Pintail","British Columbia","2","1998","4248","1069"
"1430","Northern Pintail","Manitoba","1","1998","9127","1450"
"1430","Northern Pintail","Manitoba","2","1998","5220","2308"
"1430","Northern Pintail","New Brunswick","1","1998","383","201"
"1430","Northern Pintail","New Brunswick","2","1998","374","273"
"1430","Northern Pintail","Newfoundland and Labrador","1","1998","916","404"
"1430","Northern Pintail","Newfoundland and Labrador","2","1998","110","70"
"1430","Northern Pintail","Nova Scotia","1","1998","473","364"
"1430","Northern Pintail","Nova Scotia","2","1998","180","138"
"1430","Northern Pintail","Northwest Territories","1","1998","19","19"
"1430","Northern Pintail","Ontario","1","1998","2407","561"
"1430","Northern Pintail","Ontario","2","1998","3388","489"
"1430","Northern Pintail","Ontario","3","1998","566","352"
"1430","Northern Pintail","Quebec","1","1998","6353","743"
"1430","Northern Pintail","Quebec","2","1998","1382","384"
"1430","Northern Pintail","Saskatchewan","1","1998","3841","1053"
"1430","Northern Pintail","Saskatchewan","2","1998","2577","1756"
"1430","Northern Pintail","Saskatchewan","3","1998","4681","1404"
"1430","Northern Pintail","Yukon Territory","1","1998","276","224"
"1430","Northern Pintail","Alberta","1","1999","4922","705"
"1430","Northern Pintail","Alberta","2","1999","5382","966"
"1430","Northern Pintail","British Columbia","1","1999","926","277"
"1430","Northern Pintail","British Columbia","2","1999","4538","833"
"1430","Northern Pintail","Manitoba","1","1999","8880","1138"
"1430","Northern Pintail","Manitoba","2","1999","950","584"
"1430","Northern Pintail","New Brunswick","1","1999","794","391"
"1430","Northern Pintail","New Brunswick","2","1999","996","572"
"1430","Northern Pintail","Newfoundland and Labrador","1","1999","348","168"
"1430","Northern Pintail","Newfoundland and Labrador","2","1999","42","0"
"1430","Northern Pintail","Nova Scotia","1","1999","543","348"
"1430","Northern Pintail","Nova Scotia","2","1999","212","122"
"1430","Northern Pintail","Ontario","1","1999","2379","546"
"1430","Northern Pintail","Ontario","2","1999","3447","506"
"1430","Northern Pintail","Ontario","3","1999","631","275"
"1430","Northern Pintail","Prince Edward Island","1","1999","1137","712"
"1430","Northern Pintail","Quebec","1","1999","6550","786"
"1430","Northern Pintail","Quebec","2","1999","2406","644"
"1430","Northern Pintail","Saskatchewan","1","1999","5103","1811"
"1430","Northern Pintail","Saskatchewan","2","1999","1939","411"
"1430","Northern Pintail","Saskatchewan","3","1999","3568","1135"
"1430","Northern Pintail","Alberta","1","2000","4083","779"
"1430","Northern Pintail","Alberta","2","2000","9520","1558"
"1430","Northern Pintail","British Columbia","1","2000","1317","357"
"1430","Northern Pintail","British Columbia","2","2000","4508","621"
"1430","Northern Pintail","Manitoba","1","2000","5993","843"
"1430","Northern Pintail","Manitoba","2","2000","856","907"
"1430","Northern Pintail","New Brunswick","1","2000","189","95"
"1430","Northern Pintail","New Brunswick","2","2000","392","450"
"1430","Northern Pintail","Newfoundland and Labrador","1","2000","342","230"
"1430","Northern Pintail","Newfoundland and Labrador","2","2000","128","129"
"1430","Northern Pintail","Nova Scotia","1","2000","239","251"
"1430","Northern Pintail","Nova Scotia","2","2000","260","273"
"1430","Northern Pintail","Northwest Territories","1","2000","50","35"
"1430","Northern Pintail","Ontario","1","2000","2586","552"
"1430","Northern Pintail","Ontario","2","2000","1976","378"
"1430","Northern Pintail","Ontario","3","2000","835","456"
"1430","Northern Pintail","Prince Edward Island","1","2000","509","1627"
"1430","Northern Pintail","Quebec","1","2000","4624","695"
"1430","Northern Pintail","Quebec","2","2000","1856","527"
"1430","Northern Pintail","Saskatchewan","1","2000","5296","1689"
"1430","Northern Pintail","Saskatchewan","2","2000","6487","2018"
"1430","Northern Pintail","Saskatchewan","3","2000","4385","1584"
"1430","Northern Pintail","Alberta","1","2001","2482","553"
"1430","Northern Pintail","Alberta","2","2001","6250","1288"
"1430","Northern Pintail","British Columbia","1","2001","557","242"
"1430","Northern Pintail","British Columbia","2","2001","4250","829"
"1430","Northern Pintail","Manitoba","1","2001","6365","1138"
"1430","Northern Pintail","Manitoba","2","2001","2851","909"
"1430","Northern Pintail","New Brunswick","1","2001","611","185"
"1430","Northern Pintail","Newfoundland and Labrador","1","2001","137","124"
"1430","Northern Pintail","Nova Scotia","1","2001","329","350"
"1430","Northern Pintail","Nova Scotia","2","2001","72","68"
"1430","Northern Pintail","Northwest Territories","1","2001","19","17"
"1430","Northern Pintail","Ontario","1","2001","2291","718"
"1430","Northern Pintail","Ontario","2","2001","1418","334"
"1430","Northern Pintail","Quebec","1","2001","4028","524"
"1430","Northern Pintail","Quebec","2","2001","883","278"
"1430","Northern Pintail","Saskatchewan","1","2001","2030","915"
"1430","Northern Pintail","Saskatchewan","2","2001","669","440"
"1430","Northern Pintail","Saskatchewan","3","2001","4352","1758"
"1430","Northern Pintail","Yukon Territory","1","2001","60","58"
"1430","Northern Pintail","Alberta","1","2002","3227","637"
"1430","Northern Pintail","Alberta","2","2002","4413","762"
"1430","Northern Pintail","British Columbia","1","2002","1434","376"
"1430","Northern Pintail","British Columbia","2","2002","3117","458"
"1430","Northern Pintail","Manitoba","1","2002","10537","1487"
"1430","Northern Pintail","Manitoba","2","2002","3342","1247"
"1430","Northern Pintail","New Brunswick","1","2002","486","155"
"1430","Northern Pintail","New Brunswick","2","2002","216","128"
"1430","Northern Pintail","Newfoundland and Labrador","1","2002","1153","518"
"1430","Northern Pintail","Nova Scotia","1","2002","372","190"
"1430","Northern Pintail","Nova Scotia","2","2002","171","81"
"1430","Northern Pintail","Ontario","1","2002","4747","738"
"1430","Northern Pintail","Ontario","2","2002","4084","697"
"1430","Northern Pintail","Ontario","3","2002","1079","273"
"1430","Northern Pintail","Prince Edward Island","1","2002","78","78"
"1430","Northern Pintail","Quebec","1","2002","3714","610"
"1430","Northern Pintail","Quebec","2","2002","1813","360"
"1430","Northern Pintail","Saskatchewan","1","2002","3444","856"
"1430","Northern Pintail","Saskatchewan","2","2002","2900","1441"
"1430","Northern Pintail","Saskatchewan","3","2002","6711","1301"
"1430","Northern Pintail","Alberta","1","2003","2362","728"
"1430","Northern Pintail","Alberta","2","2003","5843","1378"
"1430","Northern Pintail","British Columbia","1","2003","568","192"
"1430","Northern Pintail","British Columbia","2","2003","1380","411"
"1430","Northern Pintail","Manitoba","1","2003","6749","1252"
"1430","Northern Pintail","Manitoba","2","2003","2250","523"
"1430","Northern Pintail","New Brunswick","1","2003","901","251"
"1430","Northern Pintail","New Brunswick","2","2003","369","218"
"1430","Northern Pintail","Newfoundland and Labrador","1","2003","337","166"
"1430","Northern Pintail","Newfoundland and Labrador","2","2003","235","219"
"1430","Northern Pintail","Nova Scotia","2","2003","228","104"
"1430","Northern Pintail","Northwest Territories","1","2003","234","70"
"1430","Northern Pintail","Ontario","1","2003","5205","961"
"1430","Northern Pintail","Ontario","2","2003","3912","702"
"1430","Northern Pintail","Ontario","3","2003","1305","398"
"1430","Northern Pintail","Prince Edward Island","1","2003","598","761"
"1430","Northern Pintail","Quebec","1","2003","5637","672"
"1430","Northern Pintail","Quebec","2","2003","1158","344"
"1430","Northern Pintail","Saskatchewan","1","2003","3600","848"
"1430","Northern Pintail","Saskatchewan","2","2003","139","131"
"1430","Northern Pintail","Saskatchewan","3","2003","4949","1643"
"1430","Northern Pintail","Alberta","1","2004","3405","651"
"1430","Northern Pintail","Alberta","2","2004","4975","953"
"1430","Northern Pintail","British Columbia","1","2004","359","125"
"1430","Northern Pintail","British Columbia","2","2004","2004","415"
"1430","Northern Pintail","Manitoba","1","2004","8245","1635"
"1430","Northern Pintail","Manitoba","2","2004","4379","1692"
"1430","Northern Pintail","New Brunswick","1","2004","458","151"
"1430","Northern Pintail","New Brunswick","2","2004","244","121"
"1430","Northern Pintail","Newfoundland and Labrador","2","2004","30","31"
"1430","Northern Pintail","Nova Scotia","1","2004","129","132"
"1430","Northern Pintail","Ontario","1","2004","1628","477"
"1430","Northern Pintail","Ontario","2","2004","3065","550"
"1430","Northern Pintail","Ontario","3","2004","515","338"
"1430","Northern Pintail","Prince Edward Island","1","2004","317","143"
"1430","Northern Pintail","Quebec","1","2004","4775","570"
"1430","Northern Pintail","Quebec","2","2004","1619","317"
"1430","Northern Pintail","Saskatchewan","1","2004","6045","1348"
"1430","Northern Pintail","Saskatchewan","2","2004","7144","3154"
"1430","Northern Pintail","Saskatchewan","3","2004","10614","2724"
"1430","Northern Pintail","Alberta","1","2005","3659","628"
"1430","Northern Pintail","Alberta","2","2005","7110","1615"
"1430","Northern Pintail","British Columbia","1","2005","1022","313"
"1430","Northern Pintail","British Columbia","2","2005","2653","417"
"1430","Northern Pintail","Manitoba","1","2005","5240","1074"
"1430","Northern Pintail","Manitoba","2","2005","1413","1326"
"1430","Northern Pintail","New Brunswick","1","2005","446","149"
"1430","Northern Pintail","New Brunswick","2","2005","90","40"
"1430","Northern Pintail","Newfoundland and Labrador","1","2005","256","257"
"1430","Northern Pintail","Nova Scotia","1","2005","257","119"
"1430","Northern Pintail","Nova Scotia","2","2005","51","42"
"1430","Northern Pintail","Ontario","1","2005","1261","444"
"1430","Northern Pintail","Ontario","2","2005","1506","381"
"1430","Northern Pintail","Ontario","3","2005","411","238"
"1430","Northern Pintail","Prince Edward Island","1","2005","313","307"
"1430","Northern Pintail","Quebec","1","2005","3878","599"
"1430","Northern Pintail","Quebec","2","2005","799","258"
"1430","Northern Pintail","Saskatchewan","1","2005","3594","975"
"1430","Northern Pintail","Saskatchewan","2","2005","1432","515"
"1430","Northern Pintail","Saskatchewan","3","2005","8424","2322"
"1430","Northern Pintail","Alberta","1","2006","2995","592"
"1430","Northern Pintail","Alberta","2","2006","9532","1781"
"1430","Northern Pintail","British Columbia","1","2006","546","142"
"1430","Northern Pintail","British Columbia","2","2006","1458","338"
"1430","Northern Pintail","Manitoba","1","2006","6205","1410"
"1430","Northern Pintail","Manitoba","2","2006","2374","837"
"1430","Northern Pintail","New Brunswick","1","2006","314","128"
"1430","Northern Pintail","New Brunswick","2","2006","68","66"
"1430","Northern Pintail","Newfoundland and Labrador","1","2006","176","131"
"1430","Northern Pintail","Nova Scotia","2","2006","90","74"
"1430","Northern Pintail","Northwest Territories","1","2006","39","36"
"1430","Northern Pintail","Ontario","1","2006","2526","509"
"1430","Northern Pintail","Ontario","2","2006","2246","471"
"1430","Northern Pintail","Ontario","3","2006","89","88"
"1430","Northern Pintail","Prince Edward Island","1","2006","939","277"
"1430","Northern Pintail","Quebec","1","2006","3806","502"
"1430","Northern Pintail","Quebec","2","2006","1261","308"
"1430","Northern Pintail","Saskatchewan","1","2006","4392","1355"
"1430","Northern Pintail","Saskatchewan","2","2006","3953","1425"
"1430","Northern Pintail","Saskatchewan","3","2006","3508","1196"
"1430","Northern Pintail","Alberta","1","2007","2726","594"
"1430","Northern Pintail","Alberta","2","2007","7359","1211"
"1430","Northern Pintail","British Columbia","1","2007","734","148"
"1430","Northern Pintail","British Columbia","2","2007","1676","350"
"1430","Northern Pintail","Manitoba","1","2007","9684","1830"
"1430","Northern Pintail","Manitoba","2","2007","3645","1399"
"1430","Northern Pintail","New Brunswick","1","2007","470","190"
"1430","Northern Pintail","New Brunswick","2","2007","164","86"
"1430","Northern Pintail","Newfoundland and Labrador","1","2007","228","287"
"1430","Northern Pintail","Nova Scotia","1","2007","428","215"
"1430","Northern Pintail","Nova Scotia","2","2007","232","85"
"1430","Northern Pintail","Northwest Territories","1","2007","224","216"
"1430","Northern Pintail","Ontario","1","2007","1857","425"
"1430","Northern Pintail","Ontario","2","2007","2049","446"
"1430","Northern Pintail","Ontario","3","2007","1153","536"
"1430","Northern Pintail","Prince Edward Island","1","2007","584","429"
"1430","Northern Pintail","Quebec","1","2007","4124","629"
"1430","Northern Pintail","Quebec","2","2007","1409","361"
"1430","Northern Pintail","Saskatchewan","1","2007","4168","1300"
"1430","Northern Pintail","Saskatchewan","2","2007","3656","1476"
"1430","Northern Pintail","Saskatchewan","3","2007","10230","2312"
"1430","Northern Pintail","Alberta","1","2008","4611","927"
"1430","Northern Pintail","Alberta","2","2008","8222","1596"
"1430","Northern Pintail","British Columbia","1","2008","408","174"
"1430","Northern Pintail","British Columbia","2","2008","2581","450"
"1430","Northern Pintail","Manitoba","1","2008","4700","1047"
"1430","Northern Pintail","Manitoba","2","2008","3211","1406"
"1430","Northern Pintail","New Brunswick","1","2008","284","98"
"1430","Northern Pintail","New Brunswick","2","2008","143","82"
"1430","Northern Pintail","Newfoundland and Labrador","1","2008","133","210"
"1430","Northern Pintail","Newfoundland and Labrador","2","2008","294","296"
"1430","Northern Pintail","Nova Scotia","1","2008","319","148"
"1430","Northern Pintail","Nova Scotia","2","2008","74","69"
"1430","Northern Pintail","Ontario","1","2008","1920","531"
"1430","Northern Pintail","Ontario","2","2008","3229","835"
"1430","Northern Pintail","Ontario","3","2008","596","328"
"1430","Northern Pintail","Prince Edward Island","1","2008","252","107"
"1430","Northern Pintail","Quebec","1","2008","3388","590"
"1430","Northern Pintail","Quebec","2","2008","1479","395"
"1430","Northern Pintail","Saskatchewan","1","2008","2922","934"
"1430","Northern Pintail","Saskatchewan","2","2008","5950","2950"
"1430","Northern Pintail","Saskatchewan","3","2008","6204","1938"
"1430","Northern Pintail","Alberta","1","2009","1680","516"
"1430","Northern Pintail","Alberta","2","2009","4458","1069"
"1430","Northern Pintail","British Columbia","1","2009","425","110"
"1430","Northern Pintail","British Columbia","2","2009","2412","441"
"1430","Northern Pintail","Manitoba","1","2009","4371","984"
"1430","Northern Pintail","Manitoba","2","2009","211","133"
"1430","Northern Pintail","New Brunswick","1","2009","504","451"
"1430","Northern Pintail","Nova Scotia","1","2009","75","78"
"1430","Northern Pintail","Nova Scotia","2","2009","29","34"
"1430","Northern Pintail","Ontario","1","2009","2920","647"
"1430","Northern Pintail","Ontario","2","2009","1206","391"
"1430","Northern Pintail","Ontario","3","2009","558","244"
"1430","Northern Pintail","Prince Edward Island","1","2009","190","131"
"1430","Northern Pintail","Quebec","1","2009","2455","459"
"1430","Northern Pintail","Quebec","2","2009","1584","382"
"1430","Northern Pintail","Saskatchewan","1","2009","4522","1247"
"1430","Northern Pintail","Saskatchewan","2","2009","6530","5789"
"1430","Northern Pintail","Saskatchewan","3","2009","6174","2529"
"1430","Northern Pintail","Yukon Territory","1","2009","22","20"
"1430","Northern Pintail","Alberta","1","2010","3445","651"
"1430","Northern Pintail","Alberta","2","2010","3283","1245"
"1430","Northern Pintail","British Columbia","1","2010","441","153"
"1430","Northern Pintail","British Columbia","2","2010","1787","364"
"1430","Northern Pintail","Manitoba","1","2010","4387","1367"
"1430","Northern Pintail","Manitoba","2","2010","475","338"
"1430","Northern Pintail","New Brunswick","1","2010","321","193"
"1430","Northern Pintail","New Brunswick","2","2010","288","209"
"1430","Northern Pintail","Newfoundland and Labrador","1","2010","321","249"
"1430","Northern Pintail","Nova Scotia","1","2010","562","273"
"1430","Northern Pintail","Nova Scotia","2","2010","262","105"
"1430","Northern Pintail","Ontario","1","2010","3383","778"
"1430","Northern Pintail","Ontario","2","2010","2181","531"
"1430","Northern Pintail","Ontario","3","2010","916","355"
"1430","Northern Pintail","Prince Edward Island","1","2010","943","547"
"1430","Northern Pintail","Quebec","1","2010","4810","725"
"1430","Northern Pintail","Quebec","2","2010","1456","365"
"1430","Northern Pintail","Saskatchewan","1","2010","7468","2071"
"1430","Northern Pintail","Saskatchewan","2","2010","2840","1046"
"1430","Northern Pintail","Saskatchewan","3","2010","3222","1100"
"1430","Northern Pintail","Alberta","1","2011","4911","1074"
"1430","Northern Pintail","Alberta","2","2011","9142","1888"
"1430","Northern Pintail","British Columbia","1","2011","778","323"
"1430","Northern Pintail","British Columbia","2","2011","1977","375"
"1430","Northern Pintail","Manitoba","1","2011","5268","1464"
"1430","Northern Pintail","Manitoba","2","2011","920","852"
"1430","Northern Pintail","New Brunswick","1","2011","263","211"
"1430","Northern Pintail","Newfoundland and Labrador","1","2011","302","297"
"1430","Northern Pintail","Nova Scotia","1","2011","510","418"
"1430","Northern Pintail","Nova Scotia","2","2011","68","84"
"1430","Northern Pintail","Ontario","1","2011","949","372"
"1430","Northern Pintail","Ontario","2","2011","604","254"
"1430","Northern Pintail","Ontario","3","2011","117","151"
"1430","Northern Pintail","Quebec","1","2011","2201","407"
"1430","Northern Pintail","Quebec","2","2011","1086","292"
"1430","Northern Pintail","Saskatchewan","1","2011","8638","2449"
"1430","Northern Pintail","Saskatchewan","2","2011","3527","1594"
"1430","Northern Pintail","Saskatchewan","3","2011","8052","1986"
"1430","Northern Pintail","Alberta","1","2012","5473","1442"
"1430","Northern Pintail","Alberta","2","2012","8834","1778"
"1430","Northern Pintail","British Columbia","1","2012","947","317"
"1430","Northern Pintail","British Columbia","2","2012","3517","610"
"1430","Northern Pintail","Manitoba","1","2012","2287","838"
"1430","Northern Pintail","Manitoba","2","2012","232","0"
"1430","Northern Pintail","Nova Scotia","1","2012","62","62"
"1430","Northern Pintail","Ontario","1","2012","1158","424"
"1430","Northern Pintail","Ontario","2","2012","1011","302"
"1430","Northern Pintail","Ontario","3","2012","195","129"
"1430","Northern Pintail","Prince Edward Island","1","2012","435","190"
"1430","Northern Pintail","Quebec","1","2012","1369","371"
"1430","Northern Pintail","Quebec","2","2012","847","237"
"1430","Northern Pintail","Saskatchewan","1","2012","6842","2074"
"1430","Northern Pintail","Saskatchewan","2","2012","3149","1058"
"1430","Northern Pintail","Saskatchewan","3","2012","5483","1694"
"1430","Northern Pintail","Alberta","1","2013","5522","1471"
"1430","Northern Pintail","Alberta","2","2013","10264","2497"
"1430","Northern Pintail","British Columbia","1","2013","682","220"
"1430","Northern Pintail","British Columbia","2","2013","1675","365"
"1430","Northern Pintail","Manitoba","1","2013","3277","754"
"1430","Northern Pintail","Manitoba","2","2013","519","483"
"1430","Northern Pintail","New Brunswick","1","2013","589","176"
"1430","Northern Pintail","New Brunswick","2","2013","132","124"
"1430","Northern Pintail","Newfoundland and Labrador","1","2013","243","239"
"1430","Northern Pintail","Newfoundland and Labrador","2","2013","369","342"
"1430","Northern Pintail","Nova Scotia","1","2013","529","256"
"1430","Northern Pintail","Nova Scotia","2","2013","167","54"
"1430","Northern Pintail","Ontario","1","2013","1898","489"
"1430","Northern Pintail","Ontario","2","2013","2182","564"
"1430","Northern Pintail","Ontario","3","2013","770","369"
"1430","Northern Pintail","Prince Edward Island","1","2013","671","294"
"1430","Northern Pintail","Quebec","1","2013","5242","688"
"1430","Northern Pintail","Quebec","2","2013","1818","388"
"1430","Northern Pintail","Saskatchewan","1","2013","10349","2578"
"1430","Northern Pintail","Saskatchewan","2","2013","316","291"
