"Variable code","Variable name","Province","Zone","Citizenship","Year","Estimate","± 1 standard error"
"TOGOK","Total geese harvest","Alberta","2","All hunters","1998","94833","4733"
"TOGOK","Total geese harvest","British Columbia","1","All hunters","1998","11341","1456"
"TOGOK","Total geese harvest","British Columbia","2","All hunters","1998","9284","969"
"TOGOK","Total geese harvest","Manitoba","1","All hunters","1998","116706","5411"
"TOGOK","Total geese harvest","Manitoba","2","All hunters","1998","34328","2744"
"TOGOK","Total geese harvest","New Brunswick","1","All hunters","1998","2604","676"
"TOGOK","Total geese harvest","New Brunswick","2","All hunters","1998","4049","1320"
"TOGOK","Total geese harvest","Newfoundland and Labrador","1","All hunters","1998","7029","1001"
"TOGOK","Total geese harvest","Newfoundland and Labrador","2","All hunters","1998","2717","1018"
"TOGOK","Total geese harvest","Nova Scotia","1","All hunters","1998","8507","1320"
"TOGOK","Total geese harvest","Nova Scotia","2","All hunters","1998","2384","469"
"TOGOK","Total geese harvest","Northwest Territories","1","All hunters","1998","226","106"
"TOGOK","Total geese harvest","Ontario","1","All hunters","1998","46544","9955"
"TOGOK","Total geese harvest","Ontario","2","All hunters","1998","54745","3650"
"TOGOK","Total geese harvest","Ontario","3","All hunters","1998","9890","955"
"TOGOK","Total geese harvest","Prince Edward Island","1","All hunters","1998","23781","3290"
"TOGOK","Total geese harvest","Quebec","1","All hunters","1998","98980","6203"
"TOGOK","Total geese harvest","Quebec","2","All hunters","1998","21866","2335"
"TOGOK","Total geese harvest","Saskatchewan","1","All hunters","1998","97157","5767"
"TOGOK","Total geese harvest","Saskatchewan","2","All hunters","1998","44754","3709"
"TOGOK","Total geese harvest","Saskatchewan","3","All hunters","1998","138102","6569"
"TOGOK","Total geese harvest","Yukon Territory","1","All hunters","1998","145","44"
"TOGOK","Total geese harvest","Alberta","1","All hunters","1999","52685","3564"
"TOGOK","Total geese harvest","Alberta","2","All hunters","1999","117203","5384"
"TOGOK","Total geese harvest","British Columbia","1","All hunters","1999","10159","1494"
"TOGOK","Total geese harvest","British Columbia","2","All hunters","1999","7923","1000"
"TOGOK","Total geese harvest","Manitoba","1","All hunters","1999","65705","3089"
"TOGOK","Total geese harvest","Manitoba","2","All hunters","1999","17430","1491"
"TOGOK","Total geese harvest","New Brunswick","1","All hunters","1999","3371","1186"
"TOGOK","Total geese harvest","New Brunswick","2","All hunters","1999","3484","1019"
"TOGOK","Total geese harvest","Newfoundland and Labrador","1","All hunters","1999","4027","733"
"TOGOK","Total geese harvest","Newfoundland and Labrador","2","All hunters","1999","1436","290"
"TOGOK","Total geese harvest","Nova Scotia","1","All hunters","1999","8894","1330"
"TOGOK","Total geese harvest","Nova Scotia","2","All hunters","1999","3738","1456"
"TOGOK","Total geese harvest","Northwest Territories","1","All hunters","1999","74","34"
"TOGOK","Total geese harvest","Ontario","1","All hunters","1999","37916","4155"
"TOGOK","Total geese harvest","Ontario","2","All hunters","1999","53303","3050"
"TOGOK","Total geese harvest","Ontario","3","All hunters","1999","9752","1038"
"TOGOK","Total geese harvest","Prince Edward Island","1","All hunters","1999","32945","4056"
"TOGOK","Total geese harvest","Quebec","1","All hunters","1999","62319","4584"
"TOGOK","Total geese harvest","Quebec","2","All hunters","1999","20219","3113"
"TOGOK","Total geese harvest","Saskatchewan","1","All hunters","1999","124666","8077"
"TOGOK","Total geese harvest","Saskatchewan","2","All hunters","1999","58947","5721"
"TOGOK","Total geese harvest","Saskatchewan","3","All hunters","1999","146770","8260"
"TOGOK","Total geese harvest","Yukon Territory","1","All hunters","1999","89","22"
"TOGOK","Total geese harvest","Alberta","1","All hunters","2000","49672","2918"
"TOGOK","Total geese harvest","Alberta","2","All hunters","2000","117646","5716"
"TOGOK","Total geese harvest","British Columbia","1","All hunters","2000","9636","1144"
"TOGOK","Total geese harvest","British Columbia","2","All hunters","2000","9709","1115"
"TOGOK","Total geese harvest","Manitoba","1","All hunters","2000","85916","5064"
"TOGOK","Total geese harvest","Manitoba","2","All hunters","2000","22139","2074"
"TOGOK","Total geese harvest","New Brunswick","1","All hunters","2000","3679","917"
"TOGOK","Total geese harvest","New Brunswick","2","All hunters","2000","4739","1197"
"TOGOK","Total geese harvest","Newfoundland and Labrador","1","All hunters","2000","5363","934"
"TOGOK","Total geese harvest","Newfoundland and Labrador","2","All hunters","2000","2860","684"
"TOGOK","Total geese harvest","Nova Scotia","1","All hunters","2000","10614","2030"
"TOGOK","Total geese harvest","Nova Scotia","2","All hunters","2000","2894","795"
"TOGOK","Total geese harvest","Northwest Territories","1","All hunters","2000","287","164"
"TOGOK","Total geese harvest","Nunavut","1","All hunters","2000","65","31"
"TOGOK","Total geese harvest","Ontario","1","All hunters","2000","48938","4484"
"TOGOK","Total geese harvest","Ontario","2","All hunters","2000","71089","4560"
"TOGOK","Total geese harvest","Ontario","3","All hunters","2000","7117","800"
"TOGOK","Total geese harvest","Prince Edward Island","1","All hunters","2000","25932","3846"
"TOGOK","Total geese harvest","Quebec","1","All hunters","2000","105178","7406"
"TOGOK","Total geese harvest","Quebec","2","All hunters","2000","43428","4760"
"TOGOK","Total geese harvest","Saskatchewan","1","All hunters","2000","121629","8033"
"TOGOK","Total geese harvest","Saskatchewan","2","All hunters","2000","69219","6405"
"TOGOK","Total geese harvest","Saskatchewan","3","All hunters","2000","146932","9538"
"TOGOK","Total geese harvest","Yukon Territory","1","All hunters","2000","128","39"
"TOGOK","Total geese harvest","Alberta","1","All hunters","2001","40776","2437"
"TOGOK","Total geese harvest","Alberta","2","All hunters","2001","121879","5640"
"TOGOK","Total geese harvest","British Columbia","1","All hunters","2001","6321","824"
"TOGOK","Total geese harvest","British Columbia","2","All hunters","2001","9188","1304"
"TOGOK","Total geese harvest","Manitoba","1","All hunters","2001","102186","4531"
"TOGOK","Total geese harvest","Manitoba","2","All hunters","2001","25849","2454"
"TOGOK","Total geese harvest","New Brunswick","1","All hunters","2001","2324","692"
"TOGOK","Total geese harvest","New Brunswick","2","All hunters","2001","3291","711"
"TOGOK","Total geese harvest","Newfoundland and Labrador","1","All hunters","2001","3598","698"
"TOGOK","Total geese harvest","Newfoundland and Labrador","2","All hunters","2001","1955","390"
"TOGOK","Total geese harvest","Nova Scotia","1","All hunters","2001","6142","3279"
"TOGOK","Total geese harvest","Nova Scotia","2","All hunters","2001","4413","1294"
"TOGOK","Total geese harvest","Northwest Territories","1","All hunters","2001","47","41"
"TOGOK","Total geese harvest","Nunavut","1","All hunters","2001","16","14"
"TOGOK","Total geese harvest","Ontario","1","All hunters","2001","44647","3982"
"TOGOK","Total geese harvest","Ontario","2","All hunters","2001","96325","5935"
"TOGOK","Total geese harvest","Ontario","3","All hunters","2001","8898","1710"
"TOGOK","Total geese harvest","Prince Edward Island","1","All hunters","2001","25136","3597"
"TOGOK","Total geese harvest","Quebec","1","All hunters","2001","118800","7094"
"TOGOK","Total geese harvest","Quebec","2","All hunters","2001","48019","4938"
"TOGOK","Total geese harvest","Saskatchewan","1","All hunters","2001","96030","7713"
"TOGOK","Total geese harvest","Saskatchewan","2","All hunters","2001","61559","5603"
"TOGOK","Total geese harvest","Saskatchewan","3","All hunters","2001","165729","9035"
"TOGOK","Total geese harvest","Yukon Territory","1","All hunters","2001","78","45"
"TOGOK","Total geese harvest","Alberta","1","All hunters","2002","40738","3683"
"TOGOK","Total geese harvest","Alberta","2","All hunters","2002","92672","5358"
"TOGOK","Total geese harvest","British Columbia","1","All hunters","2002","7860","807"
"TOGOK","Total geese harvest","British Columbia","2","All hunters","2002","9883","1143"
"TOGOK","Total geese harvest","Manitoba","1","All hunters","2002","101347","7848"
"TOGOK","Total geese harvest","Manitoba","2","All hunters","2002","34245","4417"
"TOGOK","Total geese harvest","New Brunswick","1","All hunters","2002","1948","321"
"TOGOK","Total geese harvest","New Brunswick","2","All hunters","2002","3238","484"
"TOGOK","Total geese harvest","Newfoundland and Labrador","1","All hunters","2002","5017","730"
"TOGOK","Total geese harvest","Newfoundland and Labrador","2","All hunters","2002","1727","371"
"TOGOK","Total geese harvest","Nova Scotia","1","All hunters","2002","7280","1063"
"TOGOK","Total geese harvest","Nova Scotia","2","All hunters","2002","3552","536"
"TOGOK","Total geese harvest","Ontario","1","All hunters","2002","46006","3411"
"TOGOK","Total geese harvest","Ontario","2","All hunters","2002","108440","9055"
"TOGOK","Total geese harvest","Ontario","3","All hunters","2002","6956","902"
"TOGOK","Total geese harvest","Prince Edward Island","1","All hunters","2002","22127","2313"
"TOGOK","Total geese harvest","Quebec","1","All hunters","2002","91553","5721"
"TOGOK","Total geese harvest","Quebec","2","All hunters","2002","44618","3349"
"TOGOK","Total geese harvest","Saskatchewan","1","All hunters","2002","83256","5682"
"TOGOK","Total geese harvest","Saskatchewan","2","All hunters","2002","47771","4991"
"TOGOK","Total geese harvest","Saskatchewan","3","All hunters","2002","148737","7629"
"TOGOK","Total geese harvest","Yukon Territory","1","All hunters","2002","246","147"
"TOGOK","Total geese harvest","Alberta","1","All hunters","2003","36732","3148"
"TOGOK","Total geese harvest","Alberta","2","All hunters","2003","107448","6266"
"TOGOK","Total geese harvest","British Columbia","1","All hunters","2003","6121","638"
"TOGOK","Total geese harvest","British Columbia","2","All hunters","2003","9703","1279"
"TOGOK","Total geese harvest","Manitoba","1","All hunters","2003","97079","5480"
"TOGOK","Total geese harvest","Manitoba","2","All hunters","2003","21394","2702"
"TOGOK","Total geese harvest","New Brunswick","1","All hunters","2003","5227","1445"
"TOGOK","Total geese harvest","New Brunswick","2","All hunters","2003","6017","1401"
"TOGOK","Total geese harvest","Newfoundland and Labrador","1","All hunters","2003","2994","571"
"TOGOK","Total geese harvest","Newfoundland and Labrador","2","All hunters","2003","2011","387"
"TOGOK","Total geese harvest","Nova Scotia","1","All hunters","2003","2685","471"
"TOGOK","Total geese harvest","Nova Scotia","2","All hunters","2003","2228","378"
"TOGOK","Total geese harvest","Northwest Territories","1","All hunters","2003","25","24"
"TOGOK","Total geese harvest","Nunavut","1","All hunters","2003","5325","5249"
"TOGOK","Total geese harvest","Ontario","1","All hunters","2003","40398","3252"
"TOGOK","Total geese harvest","Ontario","2","All hunters","2003","109237","8487"
"TOGOK","Total geese harvest","Ontario","3","All hunters","2003","11956","1619"
"TOGOK","Total geese harvest","Prince Edward Island","1","All hunters","2003","20983","2037"
"TOGOK","Total geese harvest","Quebec","1","All hunters","2003","131274","6095"
"TOGOK","Total geese harvest","Quebec","2","All hunters","2003","71889","4674"
"TOGOK","Total geese harvest","Saskatchewan","1","All hunters","2003","106269","6569"
"TOGOK","Total geese harvest","Saskatchewan","2","All hunters","2003","63652","6971"
"TOGOK","Total geese harvest","Saskatchewan","3","All hunters","2003","151013","8426"
"TOGOK","Total geese harvest","Yukon Territory","1","All hunters","2003","171","105"
"TOGOK","Total geese harvest","Alberta","1","All hunters","2004","47071","3806"
"TOGOK","Total geese harvest","Alberta","2","All hunters","2004","102187","6230"
"TOGOK","Total geese harvest","British Columbia","1","All hunters","2004","5033","454"
"TOGOK","Total geese harvest","British Columbia","2","All hunters","2004","4319","471"
"TOGOK","Total geese harvest","Manitoba","1","All hunters","2004","89749","6112"
"TOGOK","Total geese harvest","Manitoba","2","All hunters","2004","27954","3985"
"TOGOK","Total geese harvest","New Brunswick","1","All hunters","2004","2983","458"
"TOGOK","Total geese harvest","New Brunswick","2","All hunters","2004","3551","787"
"TOGOK","Total geese harvest","Newfoundland and Labrador","1","All hunters","2004","3535","610"
"TOGOK","Total geese harvest","Newfoundland and Labrador","2","All hunters","2004","947","233"
"TOGOK","Total geese harvest","Nova Scotia","1","All hunters","2004","2909","524"
"TOGOK","Total geese harvest","Nova Scotia","2","All hunters","2004","3087","423"
"TOGOK","Total geese harvest","Northwest Territories","1","All hunters","2004","33","32"
"TOGOK","Total geese harvest","Ontario","1","All hunters","2004","41028","3201"
"TOGOK","Total geese harvest","Ontario","2","All hunters","2004","100366","7134"
"TOGOK","Total geese harvest","Ontario","3","All hunters","2004","9643","1984"
"TOGOK","Total geese harvest","Prince Edward Island","1","All hunters","2004","15028","1557"
"TOGOK","Total geese harvest","Quebec","1","All hunters","2004","91118","4886"
"TOGOK","Total geese harvest","Quebec","2","All hunters","2004","50606","4091"
"TOGOK","Total geese harvest","Saskatchewan","1","All hunters","2004","91151","6579"
"TOGOK","Total geese harvest","Saskatchewan","2","All hunters","2004","52588","6382"
"TOGOK","Total geese harvest","Saskatchewan","3","All hunters","2004","143932","9890"
"TOGOK","Total geese harvest","Yukon Territory","1","All hunters","2004","142","99"
"TOGOK","Total geese harvest","Alberta","1","All hunters","2005","33777","3433"
"TOGOK","Total geese harvest","Alberta","2","All hunters","2005","142676","12167"
"TOGOK","Total geese harvest","British Columbia","1","All hunters","2005","6404","751"
"TOGOK","Total geese harvest","British Columbia","2","All hunters","2005","7809","946"
"TOGOK","Total geese harvest","Manitoba","1","All hunters","2005","100471","6578"
"TOGOK","Total geese harvest","Manitoba","2","All hunters","2005","33761","4767"
"TOGOK","Total geese harvest","New Brunswick","1","All hunters","2005","2976","587"
"TOGOK","Total geese harvest","New Brunswick","2","All hunters","2005","3932","705"
"TOGOK","Total geese harvest","Newfoundland and Labrador","1","All hunters","2005","4641","855"
"TOGOK","Total geese harvest","Newfoundland and Labrador","2","All hunters","2005","876","242"
"TOGOK","Total geese harvest","Nova Scotia","1","All hunters","2005","2656","436"
"TOGOK","Total geese harvest","Nova Scotia","2","All hunters","2005","2584","362"
"TOGOK","Total geese harvest","Northwest Territories","1","All hunters","2005","110","108"
"TOGOK","Total geese harvest","Ontario","1","All hunters","2005","39664","3689"
"TOGOK","Total geese harvest","Ontario","2","All hunters","2005","103938","6604"
"TOGOK","Total geese harvest","Ontario","3","All hunters","2005","12619","2650"
"TOGOK","Total geese harvest","Prince Edward Island","1","All hunters","2005","16108","1737"
"TOGOK","Total geese harvest","Quebec","1","All hunters","2005","117885","6540"
"TOGOK","Total geese harvest","Quebec","2","All hunters","2005","54063","4123"
"TOGOK","Total geese harvest","Saskatchewan","1","All hunters","2005","83826","5627"
"TOGOK","Total geese harvest","Saskatchewan","2","All hunters","2005","63495","6765"
"TOGOK","Total geese harvest","Saskatchewan","3","All hunters","2005","140631","8177"
"TOGOK","Total geese harvest","Yukon Territory","1","All hunters","2005","167","144"
"TOGOK","Total geese harvest","Alberta","1","All hunters","2006","38246","3899"
"TOGOK","Total geese harvest","Alberta","2","All hunters","2006","117460","7323"
"TOGOK","Total geese harvest","British Columbia","1","All hunters","2006","5447","643"
"TOGOK","Total geese harvest","British Columbia","2","All hunters","2006","7346","845"
"TOGOK","Total geese harvest","Manitoba","1","All hunters","2006","108267","7966"
"TOGOK","Total geese harvest","Manitoba","2","All hunters","2006","31211","4698"
"TOGOK","Total geese harvest","New Brunswick","1","All hunters","2006","3668","738"
"TOGOK","Total geese harvest","New Brunswick","2","All hunters","2006","3272","668"
"TOGOK","Total geese harvest","Newfoundland and Labrador","1","All hunters","2006","3183","598"
"TOGOK","Total geese harvest","Newfoundland and Labrador","2","All hunters","2006","1313","266"
"TOGOK","Total geese harvest","Nova Scotia","1","All hunters","2006","1500","274"
"TOGOK","Total geese harvest","Nova Scotia","2","All hunters","2006","3405","537"
"TOGOK","Total geese harvest","Northwest Territories","1","All hunters","2006","19","18"
"TOGOK","Total geese harvest","Ontario","1","All hunters","2006","45581","3312"
"TOGOK","Total geese harvest","Ontario","2","All hunters","2006","118347","8584"
"TOGOK","Total geese harvest","Ontario","3","All hunters","2006","12063","1666"
"TOGOK","Total geese harvest","Prince Edward Island","1","All hunters","2006","11245","1520"
"TOGOK","Total geese harvest","Quebec","1","All hunters","2006","100680","5661"
"TOGOK","Total geese harvest","Quebec","2","All hunters","2006","54000","3687"
"TOGOK","Total geese harvest","Saskatchewan","1","All hunters","2006","108198","7770"
"TOGOK","Total geese harvest","Saskatchewan","2","All hunters","2006","78005","8549"
"TOGOK","Total geese harvest","Saskatchewan","3","All hunters","2006","147434","9366"
"TOGOK","Total geese harvest","Yukon Territory","1","All hunters","2006","233","227"
"TOGOK","Total geese harvest","Alberta","1","All hunters","2007","39004","3318"
"TOGOK","Total geese harvest","Alberta","2","All hunters","2007","114034","6434"
"TOGOK","Total geese harvest","British Columbia","1","All hunters","2007","5808","502"
"TOGOK","Total geese harvest","British Columbia","2","All hunters","2007","8909","942"
"TOGOK","Total geese harvest","Manitoba","1","All hunters","2007","96800","7188"
"TOGOK","Total geese harvest","Manitoba","2","All hunters","2007","27888","3812"
"TOGOK","Total geese harvest","New Brunswick","1","All hunters","2007","4832","1447"
"TOGOK","Total geese harvest","New Brunswick","2","All hunters","2007","4844","1472"
"TOGOK","Total geese harvest","Newfoundland and Labrador","1","All hunters","2007","3551","526"
"TOGOK","Total geese harvest","Newfoundland and Labrador","2","All hunters","2007","2297","611"
"TOGOK","Total geese harvest","Nova Scotia","1","All hunters","2007","3783","839"
"TOGOK","Total geese harvest","Nova Scotia","2","All hunters","2007","3760","722"
"TOGOK","Total geese harvest","Northwest Territories","1","All hunters","2007","42","40"
"TOGOK","Total geese harvest","Ontario","1","All hunters","2007","43704","3838"
"TOGOK","Total geese harvest","Ontario","2","All hunters","2007","124151","8237"
"TOGOK","Total geese harvest","Ontario","3","All hunters","2007","11991","2190"
"TOGOK","Total geese harvest","Prince Edward Island","1","All hunters","2007","13586","1910"
"TOGOK","Total geese harvest","Quebec","1","All hunters","2007","111488","7365"
"TOGOK","Total geese harvest","Quebec","2","All hunters","2007","52202","4395"
"TOGOK","Total geese harvest","Saskatchewan","1","All hunters","2007","90271","9311"
"TOGOK","Total geese harvest","Saskatchewan","2","All hunters","2007","73622","7948"
"TOGOK","Total geese harvest","Saskatchewan","3","All hunters","2007","127607","7707"
"TOGOK","Total geese harvest","Yukon Territory","1","All hunters","2007","514","419"
"TOGOK","Total geese harvest","Alberta","1","All hunters","2008","45472","4545"
"TOGOK","Total geese harvest","Alberta","2","All hunters","2008","129959","9460"
"TOGOK","Total geese harvest","British Columbia","1","All hunters","2008","4912","557"
"TOGOK","Total geese harvest","British Columbia","2","All hunters","2008","8319","917"
"TOGOK","Total geese harvest","Manitoba","1","All hunters","2008","100945","7379"
"TOGOK","Total geese harvest","Manitoba","2","All hunters","2008","32980","5013"
"TOGOK","Total geese harvest","New Brunswick","1","All hunters","2008","4500","921"
"TOGOK","Total geese harvest","New Brunswick","2","All hunters","2008","5625","1339"
"TOGOK","Total geese harvest","Newfoundland and Labrador","1","All hunters","2008","5035","1251"
"TOGOK","Total geese harvest","Newfoundland and Labrador","2","All hunters","2008","1837","603"
"TOGOK","Total geese harvest","Nova Scotia","1","All hunters","2008","5717","1291"
"TOGOK","Total geese harvest","Nova Scotia","2","All hunters","2008","4398","1079"
"TOGOK","Total geese harvest","Ontario","1","All hunters","2008","52118","4654"
"TOGOK","Total geese harvest","Ontario","2","All hunters","2008","131572","9055"
"TOGOK","Total geese harvest","Ontario","3","All hunters","2008","10866","1366"
"TOGOK","Total geese harvest","Prince Edward Island","1","All hunters","2008","16770","2589"
"TOGOK","Total geese harvest","Quebec","1","All hunters","2008","144374","8527"
"TOGOK","Total geese harvest","Quebec","2","All hunters","2008","86248","8307"
"TOGOK","Total geese harvest","Saskatchewan","1","All hunters","2008","104790","7623"
"TOGOK","Total geese harvest","Saskatchewan","2","All hunters","2008","79090","9049"
"TOGOK","Total geese harvest","Saskatchewan","3","All hunters","2008","181031","9983"
"TOGOK","Total geese harvest","Yukon Territory","1","All hunters","2008","78","48"
"TOGOK","Total geese harvest","Alberta","1","All hunters","2009","36096","3389"
"TOGOK","Total geese harvest","Alberta","2","All hunters","2009","102263","7415"
"TOGOK","Total geese harvest","British Columbia","1","All hunters","2009","5573","763"
"TOGOK","Total geese harvest","British Columbia","2","All hunters","2009","11775","3430"
"TOGOK","Total geese harvest","Manitoba","1","All hunters","2009","82810","6363"
"TOGOK","Total geese harvest","Manitoba","2","All hunters","2009","28668","4499"
"TOGOK","Total geese harvest","New Brunswick","1","All hunters","2009","4718","1039"
"TOGOK","Total geese harvest","New Brunswick","2","All hunters","2009","4920","1147"
"TOGOK","Total geese harvest","Newfoundland and Labrador","1","All hunters","2009","3132","650"
"TOGOK","Total geese harvest","Newfoundland and Labrador","2","All hunters","2009","893","330"
"TOGOK","Total geese harvest","Nova Scotia","1","All hunters","2009","5711","1273"
"TOGOK","Total geese harvest","Nova Scotia","2","All hunters","2009","3603","661"
"TOGOK","Total geese harvest","Northwest Territories","1","All hunters","2009","78","74"
"TOGOK","Total geese harvest","Ontario","1","All hunters","2009","43590","4225"
"TOGOK","Total geese harvest","Ontario","2","All hunters","2009","136890","13385"
"TOGOK","Total geese harvest","Ontario","3","All hunters","2009","10924","2278"
"TOGOK","Total geese harvest","Prince Edward Island","1","All hunters","2009","11927","2067"
"TOGOK","Total geese harvest","Quebec","1","All hunters","2009","119405","10294"
"TOGOK","Total geese harvest","Quebec","2","All hunters","2009","58539","5400"
"TOGOK","Total geese harvest","Saskatchewan","1","All hunters","2009","71874","6272"
"TOGOK","Total geese harvest","Saskatchewan","2","All hunters","2009","58398","6444"
"TOGOK","Total geese harvest","Saskatchewan","3","All hunters","2009","142942","9353"
"TOGOK","Total geese harvest","Yukon Territory","1","All hunters","2009","115","70"
"TOGOK","Total geese harvest","Alberta","1","All hunters","2010","42282","4980"
"TOGOK","Total geese harvest","Alberta","2","All hunters","2010","106297","7902"
"TOGOK","Total geese harvest","British Columbia","1","All hunters","2010","3941","424"
"TOGOK","Total geese harvest","British Columbia","2","All hunters","2010","7741","810"
"TOGOK","Total geese harvest","Manitoba","1","All hunters","2010","84361","6554"
"TOGOK","Total geese harvest","Manitoba","2","All hunters","2010","18544","2407"
"TOGOK","Total geese harvest","New Brunswick","1","All hunters","2010","6283","1762"
"TOGOK","Total geese harvest","New Brunswick","2","All hunters","2010","4358","1094"
"TOGOK","Total geese harvest","Newfoundland and Labrador","1","All hunters","2010","4336","1068"
"TOGOK","Total geese harvest","Newfoundland and Labrador","2","All hunters","2010","1069","331"
"TOGOK","Total geese harvest","Nova Scotia","1","All hunters","2010","6433","1632"
"TOGOK","Total geese harvest","Nova Scotia","2","All hunters","2010","6218","1385"
"TOGOK","Total geese harvest","Northwest Territories","1","All hunters","2010","1040","1009"
"TOGOK","Total geese harvest","Nunavut","1","All hunters","2010","120","114"
"TOGOK","Total geese harvest","Ontario","1","All hunters","2010","48327","4151"
"TOGOK","Total geese harvest","Ontario","2","All hunters","2010","110896","7902"
"TOGOK","Total geese harvest","Ontario","3","All hunters","2010","12386","1788"
"TOGOK","Total geese harvest","Prince Edward Island","1","All hunters","2010","15618","2313"
"TOGOK","Total geese harvest","Quebec","1","All hunters","2010","110476","6729"
"TOGOK","Total geese harvest","Quebec","2","All hunters","2010","66064","6797"
"TOGOK","Total geese harvest","Saskatchewan","1","All hunters","2010","104201","7947"
"TOGOK","Total geese harvest","Saskatchewan","2","All hunters","2010","51840","5496"
"TOGOK","Total geese harvest","Saskatchewan","3","All hunters","2010","134102","8734"
"TOGOK","Total geese harvest","Alberta","1","All hunters","2011","40303","3784"
"TOGOK","Total geese harvest","Alberta","2","All hunters","2011","103149","7935"
"TOGOK","Total geese harvest","British Columbia","1","All hunters","2011","5214","586"
"TOGOK","Total geese harvest","British Columbia","2","All hunters","2011","9189","1245"
"TOGOK","Total geese harvest","Manitoba","1","All hunters","2011","84869","6674"
"TOGOK","Total geese harvest","Manitoba","2","All hunters","2011","18689","2723"
"TOGOK","Total geese harvest","New Brunswick","1","All hunters","2011","6843","1681"
"TOGOK","Total geese harvest","New Brunswick","2","All hunters","2011","4632","1293"
"TOGOK","Total geese harvest","Newfoundland and Labrador","1","All hunters","2011","4117","740"
"TOGOK","Total geese harvest","Newfoundland and Labrador","2","All hunters","2011","1608","544"
"TOGOK","Total geese harvest","Nova Scotia","1","All hunters","2011","4050","847"
"TOGOK","Total geese harvest","Nova Scotia","2","All hunters","2011","3669","810"
"TOGOK","Total geese harvest","Ontario","1","All hunters","2011","39776","4038"
"TOGOK","Total geese harvest","Ontario","2","All hunters","2011","148523","11177"
"TOGOK","Total geese harvest","Ontario","3","All hunters","2011","14331","2614"
"TOGOK","Total geese harvest","Prince Edward Island","1","All hunters","2011","14970","2416"
"TOGOK","Total geese harvest","Quebec","1","All hunters","2011","130835","9121"
"TOGOK","Total geese harvest","Quebec","2","All hunters","2011","85758","7450"
"TOGOK","Total geese harvest","Saskatchewan","1","All hunters","2011","109587","8851"
"TOGOK","Total geese harvest","Saskatchewan","2","All hunters","2011","74638","7661"
"TOGOK","Total geese harvest","Saskatchewan","3","All hunters","2011","162112","10235"
"TOGOK","Total geese harvest","Yukon Territory","1","All hunters","2011","107","76"
"TOGOK","Total geese harvest","Alberta","1","All hunters","2012","33063","4353"
"TOGOK","Total geese harvest","Alberta","2","All hunters","2012","94883","7065"
"TOGOK","Total geese harvest","British Columbia","1","All hunters","2012","8082","1300"
"TOGOK","Total geese harvest","British Columbia","2","All hunters","2012","11084","1456"
"TOGOK","Total geese harvest","Manitoba","1","All hunters","2012","99973","7962"
"TOGOK","Total geese harvest","Manitoba","2","All hunters","2012","16008","2501"
"TOGOK","Total geese harvest","New Brunswick","1","All hunters","2012","5107","1032"
"TOGOK","Total geese harvest","New Brunswick","2","All hunters","2012","5089","1440"
"TOGOK","Total geese harvest","Newfoundland and Labrador","1","All hunters","2012","5199","1326"
"TOGOK","Total geese harvest","Newfoundland and Labrador","2","All hunters","2012","1301","567"
"TOGOK","Total geese harvest","Nova Scotia","1","All hunters","2012","4128","1398"
"TOGOK","Total geese harvest","Nova Scotia","2","All hunters","2012","4605","777"
"TOGOK","Total geese harvest","Ontario","1","All hunters","2012","43712","5351"
"TOGOK","Total geese harvest","Ontario","2","All hunters","2012","123985","10956"
"TOGOK","Total geese harvest","Ontario","3","All hunters","2012","12754","2040"
"TOGOK","Total geese harvest","Prince Edward Island","1","All hunters","2012","16604","2937"
"TOGOK","Total geese harvest","Quebec","1","All hunters","2012","132495","9579"
"TOGOK","Total geese harvest","Quebec","2","All hunters","2012","61842","5512"
"TOGOK","Total geese harvest","Saskatchewan","1","All hunters","2012","106905","8950"
"TOGOK","Total geese harvest","Saskatchewan","2","All hunters","2012","70323","8458"
"TOGOK","Total geese harvest","Saskatchewan","3","All hunters","2012","153880","10247"
"TOGOK","Total geese harvest","Yukon Territory","1","All hunters","2012","511","391"
"TOGOK","Total geese harvest","Alberta","1","All hunters","2013","41867","4548"
"TOGOK","Total geese harvest","Alberta","2","All hunters","2013","104490","9035"
"TOGOK","Total geese harvest","British Columbia","1","All hunters","2013","5127","828"
"TOGOK","Total geese harvest","British Columbia","2","All hunters","2013","8205","1155"
"TOGOK","Total geese harvest","Manitoba","1","All hunters","2013","103272","9240"
"TOGOK","Total geese harvest","Manitoba","2","All hunters","2013","14427","2298"
"TOGOK","Total geese harvest","New Brunswick","1","All hunters","2013","6086","1339"
"TOGOK","Total geese harvest","New Brunswick","2","All hunters","2013","6066","2227"
"TOGOK","Total geese harvest","Newfoundland and Labrador","1","All hunters","2013","5769","1404"
"TOGOK","Total geese harvest","Newfoundland and Labrador","2","All hunters","2013","1432","498"
"TOGOK","Total geese harvest","Nova Scotia","1","All hunters","2013","6040","1256"
"TOGOK","Total geese harvest","Nova Scotia","2","All hunters","2013","6577","1394"
"TOGOK","Total geese harvest","Northwest Territories","1","All hunters","2013","15","14"
"TOGOK","Total geese harvest","Ontario","1","All hunters","2013","47794","4923"
"TOGOK","Total geese harvest","Ontario","2","All hunters","2013","138239","12141"
"TOGOK","Total geese harvest","Ontario","3","All hunters","2013","14999","3096"
"TOGOK","Total geese harvest","Prince Edward Island","1","All hunters","2013","14370","2498"
"TOGOK","Total geese harvest","Quebec","1","All hunters","2013","128126","11499"
