"Species code","Species name","Year","Estimate","± 1 standard error"
"1500","Ring-necked Duck","1978","123887","2854"
"1500","Ring-necked Duck","1979","125490","3317"
"1500","Ring-necked Duck","1980","128138","3387"
"1500","Ring-necked Duck","1981","118061","3916"
"1500","Ring-necked Duck","1982","121962","4565"
"1500","Ring-necked Duck","1983","120317","2458"
"1500","Ring-necked Duck","1984","147639","10357"
"1500","Ring-necked Duck","1985","145913","8760"
"1500","Ring-necked Duck","1986","136318","26949"
"1500","Ring-necked Duck","1987","100998","9554"
"1500","Ring-necked Duck","1988","98664","10836"
"1500","Ring-necked Duck","1989","86786","12782"
"1500","Ring-necked Duck","1990","110132","14286"
"1500","Ring-necked Duck","1991","99953","7493"
"1500","Ring-necked Duck","1992","89637","4772"
"1500","Ring-necked Duck","1993","95069","4640"
"1500","Ring-necked Duck","1994","70176","4322"
"1500","Ring-necked Duck","1995","68121","4214"
"1500","Ring-necked Duck","1996","57738","3058"
"1500","Ring-necked Duck","1997","57211","3336"
"1500","Ring-necked Duck","1998","68518","3916"
"1500","Ring-necked Duck","1999","52280","3317"
"1500","Ring-necked Duck","2000","52221","3467"
"1500","Ring-necked Duck","2001","46679","3384"
"1500","Ring-necked Duck","2002","46461","3102"
"1500","Ring-necked Duck","2003","33798","2442"
"1500","Ring-necked Duck","2004","46282","3442"
"1500","Ring-necked Duck","2005","47740","3425"
"1500","Ring-necked Duck","2006","51772","3729"
"1500","Ring-necked Duck","2007","39086","3346"
"1500","Ring-necked Duck","2008","36175","2968"
"1500","Ring-necked Duck","2009","35662","3121"
"1500","Ring-necked Duck","2010","36295","3131"
"1500","Ring-necked Duck","2011","40394","4263"
"1500","Ring-necked Duck","2012","49238","4867"
"1500","Ring-necked Duck","2013","30453","4109"
"1500","Ring-necked Duck","2014","28358","3193"
"1500","Ring-necked Duck","2015","31398","3086"
"1500","Ring-necked Duck","2016","26111","3042"
"1500","Ring-necked Duck","2017","22927","2818"
"1500","Ring-necked Duck","2018","29936","2668"
"1510","Common Goldeneye","1969","116550","10061"
"1510","Common Goldeneye","1970","82233","6520"
"1510","Common Goldeneye","1971","91422","7500"
"1510","Common Goldeneye","1972","132457","9733"
"1510","Common Goldeneye","1973","85499","6065"
"1510","Common Goldeneye","1974","121161","8522"
"1510","Common Goldeneye","1975","103584","3499"
"1510","Common Goldeneye","1976","93756","3637"
"1510","Common Goldeneye","1977","99708","0"
"1510","Common Goldeneye","1978","113172","3158"
"1510","Common Goldeneye","1979","94492","3369"
"1510","Common Goldeneye","1980","103748","3556"
"1510","Common Goldeneye","1981","109485","5001"
"1510","Common Goldeneye","1982","87243","3705"
"1510","Common Goldeneye","1983","87415","2967"
"1510","Common Goldeneye","1984","86294","10268"
"1510","Common Goldeneye","1985","84080","8118"
"1510","Common Goldeneye","1986","77527","20653"
"1510","Common Goldeneye","1987","67836","10173"
"1510","Common Goldeneye","1988","81255","11460"
"1510","Common Goldeneye","1989","67753","12695"
"1510","Common Goldeneye","1990","76692","16651"
"1510","Common Goldeneye","1991","47741","4803"
"1510","Common Goldeneye","1992","46295","3595"
"1510","Common Goldeneye","1993","70002","5516"
"1510","Common Goldeneye","1994","41462","3926"
"1510","Common Goldeneye","1995","40735","4156"
"1510","Common Goldeneye","1996","44089","3741"
"1510","Common Goldeneye","1997","29141","2486"
"1510","Common Goldeneye","1998","25903","2648"
"1510","Common Goldeneye","1999","34086","3505"
"1510","Common Goldeneye","2000","31022","4179"
"1510","Common Goldeneye","2001","23553","2145"
"1510","Common Goldeneye","2002","18573","1810"
"1510","Common Goldeneye","2003","25022","2634"
"1510","Common Goldeneye","2004","23221","2352"
"1510","Common Goldeneye","2005","19697","2559"
"1510","Common Goldeneye","2006","21514","3882"
"1510","Common Goldeneye","2007","19902","2456"
"1510","Common Goldeneye","2008","21967","2595"
"1510","Common Goldeneye","2009","21024","2562"
"1510","Common Goldeneye","2010","15520","2413"
"1510","Common Goldeneye","2011","24435","3957"
"1510","Common Goldeneye","2012","16928","3892"
"1510","Common Goldeneye","2013","18534","3384"
"1510","Common Goldeneye","2014","12116","2009"
"1510","Common Goldeneye","2015","15192","2600"
"1510","Common Goldeneye","2016","9929","1667"
"1510","Common Goldeneye","2017","12734","2172"
"1510","Common Goldeneye","2018","19268","3557"
"1520","Barrow's Goldeneye","1969","4759","653"
"1520","Barrow's Goldeneye","1970","6100","786"
"1520","Barrow's Goldeneye","1971","3913","519"
"1520","Barrow's Goldeneye","1972","7771","891"
"1520","Barrow's Goldeneye","1973","5413","705"
"1520","Barrow's Goldeneye","1974","7103","1186"
"1520","Barrow's Goldeneye","1975","5687","312"
"1520","Barrow's Goldeneye","1976","12393","498"
"1520","Barrow's Goldeneye","1977","4653","0"
"1520","Barrow's Goldeneye","1978","6090","558"
"1520","Barrow's Goldeneye","1979","3632","217"
"1520","Barrow's Goldeneye","1980","5748","377"
"1520","Barrow's Goldeneye","1981","7730","373"
"1520","Barrow's Goldeneye","1982","1801","146"
"1520","Barrow's Goldeneye","1983","8712","539"
"1520","Barrow's Goldeneye","1984","5245","1755"
"1520","Barrow's Goldeneye","1985","1581","594"
"1520","Barrow's Goldeneye","1986","3073","1719"
"1520","Barrow's Goldeneye","1987","2070","664"
"1520","Barrow's Goldeneye","1988","2317","913"
"1520","Barrow's Goldeneye","1989","4321","1224"
"1520","Barrow's Goldeneye","1990","1027","414"
"1520","Barrow's Goldeneye","1991","3085","1233"
"1520","Barrow's Goldeneye","1992","3649","932"
"1520","Barrow's Goldeneye","1993","3671","781"
"1520","Barrow's Goldeneye","1994","2793","766"
"1520","Barrow's Goldeneye","1995","1295","444"
"1520","Barrow's Goldeneye","1996","1235","470"
"1520","Barrow's Goldeneye","1997","523","344"
"1520","Barrow's Goldeneye","1998","2762","735"
"1520","Barrow's Goldeneye","1999","1449","422"
"1520","Barrow's Goldeneye","2000","1091","352"
"1520","Barrow's Goldeneye","2001","987","332"
"1520","Barrow's Goldeneye","2002","416","220"
"1520","Barrow's Goldeneye","2003","748","403"
"1520","Barrow's Goldeneye","2004","1401","347"
"1520","Barrow's Goldeneye","2005","1043","357"
"1520","Barrow's Goldeneye","2006","712","315"
"1520","Barrow's Goldeneye","2007","257","124"
"1520","Barrow's Goldeneye","2008","435","231"
"1520","Barrow's Goldeneye","2009","554","313"
"1520","Barrow's Goldeneye","2010","127","98"
"1520","Barrow's Goldeneye","2011","711","277"
"1520","Barrow's Goldeneye","2012","1111","777"
"1520","Barrow's Goldeneye","2013","1071","502"
"1520","Barrow's Goldeneye","2014","716","387"
"1520","Barrow's Goldeneye","2015","362","115"
"1520","Barrow's Goldeneye","2016","44","0"
"1520","Barrow's Goldeneye","2017","279","298"
"1520","Barrow's Goldeneye","2018","1690","455"
"1530","Bufflehead","1969","63848","5812"
"1530","Bufflehead","1970","46257","3781"
"1530","Bufflehead","1971","41777","3528"
"1530","Bufflehead","1972","69889","5112"
"1530","Bufflehead","1973","43878","2945"
"1530","Bufflehead","1974","81239","6148"
"1530","Bufflehead","1975","73900","2535"
"1530","Bufflehead","1976","63211","2226"
"1530","Bufflehead","1977","67967","0"
"1530","Bufflehead","1978","67806","2373"
"1530","Bufflehead","1979","59941","2313"
"1530","Bufflehead","1980","55346","2151"
"1530","Bufflehead","1981","50820","2304"
"1530","Bufflehead","1982","36359","1332"
"1530","Bufflehead","1983","52858","1751"
"1530","Bufflehead","1984","47722","6868"
"1530","Bufflehead","1985","43587","6989"
"1530","Bufflehead","1986","42059","12611"
"1530","Bufflehead","1987","36452","4808"
"1530","Bufflehead","1988","37977","10357"
"1530","Bufflehead","1989","28416","5102"
"1530","Bufflehead","1990","27801","4455"
"1530","Bufflehead","1991","33321","3981"
"1530","Bufflehead","1992","37816","3417"
"1530","Bufflehead","1993","35285","4036"
"1530","Bufflehead","1994","33139","4350"
"1530","Bufflehead","1995","29376","3931"
"1530","Bufflehead","1996","27911","2851"
"1530","Bufflehead","1997","26078","3122"
"1530","Bufflehead","1998","18359","2257"
"1530","Bufflehead","1999","21428","3250"
"1530","Bufflehead","2000","24556","3002"
"1530","Bufflehead","2001","13729","2359"
"1530","Bufflehead","2002","16232","1871"
"1530","Bufflehead","2003","12265","1969"
"1530","Bufflehead","2004","12723","1809"
"1530","Bufflehead","2005","14079","2292"
"1530","Bufflehead","2006","13839","2148"
"1530","Bufflehead","2007","21283","2563"
"1530","Bufflehead","2008","17077","1995"
"1530","Bufflehead","2009","14815","3161"
"1530","Bufflehead","2010","19373","3291"
"1530","Bufflehead","2011","19559","2784"
"1530","Bufflehead","2012","18866","2424"
"1530","Bufflehead","2013","15444","2321"
"1530","Bufflehead","2014","16197","4247"
"1530","Bufflehead","2015","24701","5398"
"1530","Bufflehead","2016","15451","2847"
"1530","Bufflehead","2017","15922","3517"
"1530","Bufflehead","2018","25353","3730"
"1540","Long-Tailed Duck","1969","17189","2945"
"1540","Long-Tailed Duck","1970","30148","3222"
"1540","Long-Tailed Duck","1971","17669","1889"
"1540","Long-Tailed Duck","1972","20037","2669"
"1540","Long-Tailed Duck","1973","25792","2644"
"1540","Long-Tailed Duck","1974","19610","2538"
"1540","Long-Tailed Duck","1975","21339","859"
"1540","Long-Tailed Duck","1976","19742","1066"
"1540","Long-Tailed Duck","1977","10347","0"
"1540","Long-Tailed Duck","1978","11371","558"
"1540","Long-Tailed Duck","1979","22381","1233"
"1540","Long-Tailed Duck","1980","17748","759"
"1540","Long-Tailed Duck","1981","15222","1039"
"1540","Long-Tailed Duck","1982","17764","941"
"1540","Long-Tailed Duck","1983","19778","1279"
"1540","Long-Tailed Duck","1984","29099","8408"
"1540","Long-Tailed Duck","1985","11458","3174"
"1540","Long-Tailed Duck","1986","15946","7100"
"1540","Long-Tailed Duck","1987","11317","4254"
"1540","Long-Tailed Duck","1988","11119","2832"
"1540","Long-Tailed Duck","1989","9504","5264"
"1540","Long-Tailed Duck","1990","5960","2435"
"1540","Long-Tailed Duck","1991","4961","1152"
"1540","Long-Tailed Duck","1992","4524","1038"
"1540","Long-Tailed Duck","1993","9155","2045"
"1540","Long-Tailed Duck","1994","8420","1241"
"1540","Long-Tailed Duck","1995","6028","906"
"1540","Long-Tailed Duck","1996","10094","1908"
"1540","Long-Tailed Duck","1997","5443","1018"
"1540","Long-Tailed Duck","1998","6852","3854"
"1540","Long-Tailed Duck","1999","2606","1059"
"1540","Long-Tailed Duck","2000","2650","982"
"1540","Long-Tailed Duck","2001","2437","855"
"1540","Long-Tailed Duck","2002","2654","716"
"1540","Long-Tailed Duck","2003","3914","1651"
"1540","Long-Tailed Duck","2004","3697","845"
"1540","Long-Tailed Duck","2005","1726","491"
"1540","Long-Tailed Duck","2006","1862","429"
"1540","Long-Tailed Duck","2007","2797","1006"
"1540","Long-Tailed Duck","2008","1778","545"
"1540","Long-Tailed Duck","2009","1707","856"
"1540","Long-Tailed Duck","2010","3773","1550"
"1540","Long-Tailed Duck","2011","2032","749"
"1540","Long-Tailed Duck","2012","642","129"
"1540","Long-Tailed Duck","2013","1876","493"
"1540","Long-Tailed Duck","2014","1373","566"
"1540","Long-Tailed Duck","2015","2246","1135"
"1540","Long-Tailed Duck","2016","1615","836"
"1540","Long-Tailed Duck","2017","2494","653"
"1540","Long-Tailed Duck","2018","5413","1931"
"1550","Harlequin Duck","1971","44","7"
"1550","Harlequin Duck","1974","77","6"
"1550","Harlequin Duck","1977","44","0"
"1550","Harlequin Duck","1979","731","54"
"1550","Harlequin Duck","1980","101","15"
"1550","Harlequin Duck","1984","461","768"
"1550","Harlequin Duck","1986","2453","1056"
"1550","Harlequin Duck","1987","1297","355"
"1550","Harlequin Duck","1988","1161","539"
"1550","Harlequin Duck","1989","282","264"
"1550","Harlequin Duck","1990","225","112"
"1550","Harlequin Duck","1991","178","145"
"1550","Harlequin Duck","1993","72","108"
"1550","Harlequin Duck","1994","292","0"
"1550","Harlequin Duck","1995","421","294"
"1550","Harlequin Duck","1996","199","0"
"1550","Harlequin Duck","2001","68","124"
"1550","Harlequin Duck","2008","109","140"
"1550","Harlequin Duck","2012","495","495"
"1590","Common Eider","1969","21866","4121"
"1590","Common Eider","1970","16639","3007"
"1590","Common Eider","1971","23266","6068"
"1590","Common Eider","1972","28776","7353"
"1590","Common Eider","1973","34008","7797"
"1590","Common Eider","1974","16217","2086"
"1590","Common Eider","1975","21864","1345"
"1590","Common Eider","1976","31914","3135"
"1590","Common Eider","1977","37711","0"
"1590","Common Eider","1978","31473","2978"
"1590","Common Eider","1979","25821","2264"
"1590","Common Eider","1980","27773","1544"
"1590","Common Eider","1981","24843","1413"
"1590","Common Eider","1982","23598","1886"
"1590","Common Eider","1983","49861","4300"
"1590","Common Eider","1984","33752","7158"
"1590","Common Eider","1985","19416","3756"
"1590","Common Eider","1986","30147","10763"
"1590","Common Eider","1987","25863","5448"
"1590","Common Eider","1988","22132","6909"
"1590","Common Eider","1989","23167","5773"
"1590","Common Eider","1990","26415","9318"
"1590","Common Eider","1991","23067","3928"
"1590","Common Eider","1992","39175","4404"
"1590","Common Eider","1993","26486","3086"
"1590","Common Eider","1994","22077","5787"
"1590","Common Eider","1995","21916","3486"
"1590","Common Eider","1996","19089","3295"
"1590","Common Eider","1997","19801","5809"
"1590","Common Eider","1998","10896","2477"
"1590","Common Eider","1999","9205","1995"
"1590","Common Eider","2000","15089","3488"
"1590","Common Eider","2001","18023","3201"
"1590","Common Eider","2002","19576","2684"
"1590","Common Eider","2003","14088","2702"
"1590","Common Eider","2004","12848","1871"
"1590","Common Eider","2005","18058","3061"
"1590","Common Eider","2006","22351","5799"
"1590","Common Eider","2007","28726","5625"
"1590","Common Eider","2008","30095","8395"
"1590","Common Eider","2009","17846","4584"
"1590","Common Eider","2010","11591","3238"
"1590","Common Eider","2011","16820","4545"
"1590","Common Eider","2012","16314","5192"
"1590","Common Eider","2013","14985","3911"
"1590","Common Eider","2014","8694","2464"
"1590","Common Eider","2015","9503","2172"
"1590","Common Eider","2016","12346","4824"
"1590","Common Eider","2017","11222","3409"
"1590","Common Eider","2018","10897","2973"
"1620","King Eider","1969","267","58"
"1620","King Eider","1970","548","59"
"1620","King Eider","1971","178","35"
"1620","King Eider","1974","251","19"
"1620","King Eider","1977","103","0"
"1620","King Eider","1978","82","7"
"1620","King Eider","1979","416","52"
"1620","King Eider","1980","278","26"
"1620","King Eider","1981","351","41"
"1620","King Eider","1982","927","129"
"1620","King Eider","1985","295","1051"
"1620","King Eider","1986","1522","1546"
"1620","King Eider","1987","1326","519"
"1620","King Eider","1988","62","69"
"1620","King Eider","1989","211","188"
"1620","King Eider","1990","591","272"
"1620","King Eider","1991","384","421"
"1620","King Eider","1992","216","232"
"1620","King Eider","1993","1108","493"
"1620","King Eider","1994","140","106"
"1620","King Eider","1995","696","572"
"1620","King Eider","1996","303","135"
"1620","King Eider","1997","48","46"
"1620","King Eider","1998","14","0"
"1620","King Eider","1999","57","51"
"1620","King Eider","2000","670","282"
"1620","King Eider","2001","168","125"
"1620","King Eider","2002","219","177"
"1620","King Eider","2004","228","161"
"1620","King Eider","2008","203","212"
"1620","King Eider","2012","24","23"
"1620","King Eider","2013","337","196"
"1630","Black Scoter","1969","11766","1658"
"1630","Black Scoter","1970","13694","1477"
"1630","Black Scoter","1971","7651","908"
"1630","Black Scoter","1972","9682","1046"
"1630","Black Scoter","1973","10767","866"
"1630","Black Scoter","1974","23349","2224"
"1630","Black Scoter","1975","25671","1224"
"1630","Black Scoter","1976","32264","1284"
"1630","Black Scoter","1977","38392","0"
"1630","Black Scoter","1978","10915","404"
"1630","Black Scoter","1979","18600","991"
"1630","Black Scoter","1980","15280","700"
"1630","Black Scoter","1981","23182","885"
"1630","Black Scoter","1982","16472","786"
"1630","Black Scoter","1983","10972","458"
"1630","Black Scoter","1984","13783","2605"
"1630","Black Scoter","1985","12700","2737"
"1630","Black Scoter","1986","8853","2769"
"1630","Black Scoter","1987","11066","2648"
"1630","Black Scoter","1988","5858","1539"
"1630","Black Scoter","1989","6829","1862"
"1630","Black Scoter","1990","7008","1562"
"1630","Black Scoter","1991","7372","1225"
"1630","Black Scoter","1992","4912","1136"
"1630","Black Scoter","1993","7896","1566"
"1630","Black Scoter","1994","7585","1436"
"1630","Black Scoter","1995","4915","1340"
"1630","Black Scoter","1996","3579","821"
"1630","Black Scoter","1997","3778","1187"
"1630","Black Scoter","1998","5205","1042"
"1630","Black Scoter","1999","3615","693"
"1630","Black Scoter","2000","2821","1104"
"1630","Black Scoter","2001","5206","1572"
"1630","Black Scoter","2002","3387","760"
"1630","Black Scoter","2003","2311","757"
"1630","Black Scoter","2004","2662","780"
"1630","Black Scoter","2005","2573","627"
"1630","Black Scoter","2006","2493","559"
"1630","Black Scoter","2007","897","318"
"1630","Black Scoter","2008","2672","847"
"1630","Black Scoter","2009","1016","385"
"1630","Black Scoter","2010","4628","1172"
"1630","Black Scoter","2011","2389","1037"
"1630","Black Scoter","2012","3314","1201"
"1630","Black Scoter","2013","1438","436"
"1630","Black Scoter","2014","1269","459"
"1630","Black Scoter","2015","2253","957"
"1630","Black Scoter","2016","2516","875"
"1630","Black Scoter","2017","3612","1180"
"1630","Black Scoter","2018","2987","1007"
"1650","White-winged Scoter","1969","21673","2636"
"1650","White-winged Scoter","1970","19779","2982"
"1650","White-winged Scoter","1971","16427","2215"
"1650","White-winged Scoter","1972","9149","999"
"1650","White-winged Scoter","1973","14384","1514"
"1650","White-winged Scoter","1974","29903","4181"
"1650","White-winged Scoter","1975","11887","515"
"1650","White-winged Scoter","1976","16928","580"
"1650","White-winged Scoter","1977","17535","0"
"1650","White-winged Scoter","1978","11297","370"
"1650","White-winged Scoter","1979","16074","592"
"1650","White-winged Scoter","1980","21249","720"
"1650","White-winged Scoter","1981","13225","520"
"1650","White-winged Scoter","1982","14928","602"
"1650","White-winged Scoter","1983","13325","548"
"1650","White-winged Scoter","1984","19029","3026"
"1650","White-winged Scoter","1985","14866","2546"
"1650","White-winged Scoter","1986","4979","1409"
"1650","White-winged Scoter","1987","11938","2860"
"1650","White-winged Scoter","1988","12741","2284"
"1650","White-winged Scoter","1989","11786","5616"
"1650","White-winged Scoter","1990","10128","2545"
"1650","White-winged Scoter","1991","4156","788"
"1650","White-winged Scoter","1992","7576","1337"
"1650","White-winged Scoter","1993","8943","1514"
"1650","White-winged Scoter","1994","9755","2425"
"1650","White-winged Scoter","1995","4315","1025"
"1650","White-winged Scoter","1996","4765","846"
"1650","White-winged Scoter","1997","4027","1143"
"1650","White-winged Scoter","1998","5210","1032"
"1650","White-winged Scoter","1999","2056","355"
"1650","White-winged Scoter","2000","1017","520"
"1650","White-winged Scoter","2001","2241","614"
"1650","White-winged Scoter","2002","2353","409"
"1650","White-winged Scoter","2003","2150","572"
"1650","White-winged Scoter","2004","1533","284"
"1650","White-winged Scoter","2005","1171","463"
"1650","White-winged Scoter","2006","2055","484"
"1650","White-winged Scoter","2007","830","297"
"1650","White-winged Scoter","2008","1524","567"
"1650","White-winged Scoter","2009","1925","528"
"1650","White-winged Scoter","2010","4394","1867"
"1650","White-winged Scoter","2011","2512","891"
"1650","White-winged Scoter","2012","1371","386"
"1650","White-winged Scoter","2013","1597","458"
"1650","White-winged Scoter","2014","483","267"
"1650","White-winged Scoter","2015","737","362"
"1650","White-winged Scoter","2016","885","365"
"1650","White-winged Scoter","2017","1507","539"
"1650","White-winged Scoter","2018","778","294"
"1660","Surf Scoter","1969","14056","1477"
"1660","Surf Scoter","1970","28109","3238"
"1660","Surf Scoter","1971","18802","2367"
"1660","Surf Scoter","1972","11691","1324"
"1660","Surf Scoter","1973","18850","1866"
"1660","Surf Scoter","1974","28241","3400"
"1660","Surf Scoter","1975","28754","1014"
"1660","Surf Scoter","1976","42941","1375"
"1660","Surf Scoter","1977","36066","0"
"1660","Surf Scoter","1978","14863","461"
"1660","Surf Scoter","1979","24129","845"
"1660","Surf Scoter","1980","22732","696"
"1660","Surf Scoter","1981","23075","844"
"1660","Surf Scoter","1982","29671","1768"
"1660","Surf Scoter","1983","11582","744"
"1660","Surf Scoter","1984","18968","4328"
"1660","Surf Scoter","1985","13380","2839"
"1660","Surf Scoter","1986","9310","3470"
"1660","Surf Scoter","1987","13135","3452"
"1660","Surf Scoter","1988","11636","2735"
"1660","Surf Scoter","1989","15439","5347"
"1660","Surf Scoter","1990","18452","5514"
"1660","Surf Scoter","1991","7768","1336"
"1660","Surf Scoter","1992","6113","1150"
"1660","Surf Scoter","1993","12560","1947"
"1660","Surf Scoter","1994","18952","2305"
"1660","Surf Scoter","1995","12615","2264"
"1660","Surf Scoter","1996","5488","1041"
"1660","Surf Scoter","1997","6785","1667"
"1660","Surf Scoter","1998","12018","2408"
"1660","Surf Scoter","1999","10144","1187"
"1660","Surf Scoter","2000","3140","746"
"1660","Surf Scoter","2001","2988","810"
"1660","Surf Scoter","2002","5533","1143"
"1660","Surf Scoter","2003","3297","801"
"1660","Surf Scoter","2004","4438","1146"
"1660","Surf Scoter","2005","2769","770"
"1660","Surf Scoter","2006","2665","601"
"1660","Surf Scoter","2007","2440","660"
"1660","Surf Scoter","2008","4632","1159"
"1660","Surf Scoter","2009","701","298"
"1660","Surf Scoter","2010","4585","1076"
"1660","Surf Scoter","2011","4133","1331"
"1660","Surf Scoter","2012","3494","1318"
"1660","Surf Scoter","2013","1513","458"
"1660","Surf Scoter","2014","2399","1126"
"1660","Surf Scoter","2015","1834","442"
"1660","Surf Scoter","2016","900","378"
"1660","Surf Scoter","2017","1523","462"
"1660","Surf Scoter","2018","1801","518"
"1670","Ruddy Duck","1969","5638","759"
"1670","Ruddy Duck","1970","4913","744"
"1670","Ruddy Duck","1971","4096","555"
"1670","Ruddy Duck","1972","3794","493"
"1670","Ruddy Duck","1973","2484","296"
"1670","Ruddy Duck","1974","5208","448"
"1670","Ruddy Duck","1975","5520","205"
"1670","Ruddy Duck","1976","7144","252"
"1670","Ruddy Duck","1977","3283","0"
"1670","Ruddy Duck","1978","1274","65"
"1670","Ruddy Duck","1979","7466","229"
"1670","Ruddy Duck","1980","2693","135"
"1670","Ruddy Duck","1981","3185","141"
"1670","Ruddy Duck","1982","2873","127"
"1670","Ruddy Duck","1983","4729","202"
"1670","Ruddy Duck","1984","9436","3104"
"1670","Ruddy Duck","1985","4799","1704"
"1670","Ruddy Duck","1986","8858","3111"
"1670","Ruddy Duck","1987","1230","519"
"1670","Ruddy Duck","1988","700","441"
"1670","Ruddy Duck","1989","921","563"
"1670","Ruddy Duck","1990","709","399"
"1670","Ruddy Duck","1991","3998","1383"
"1670","Ruddy Duck","1992","536","329"
"1670","Ruddy Duck","1993","1297","595"
"1670","Ruddy Duck","1994","4390","1043"
"1670","Ruddy Duck","1995","2924","1356"
"1670","Ruddy Duck","1996","3840","999"
"1670","Ruddy Duck","1997","4097","799"
"1670","Ruddy Duck","1998","2076","989"
"1670","Ruddy Duck","1999","2180","809"
"1670","Ruddy Duck","2000","1048","431"
"1670","Ruddy Duck","2001","1946","803"
"1670","Ruddy Duck","2002","741","258"
"1670","Ruddy Duck","2003","2427","1998"
"1670","Ruddy Duck","2004","2091","742"
"1670","Ruddy Duck","2005","1259","526"
"1670","Ruddy Duck","2006","2390","545"
"1670","Ruddy Duck","2007","2392","928"
"1670","Ruddy Duck","2008","2119","1997"
"1670","Ruddy Duck","2009","149","102"
"1670","Ruddy Duck","2010","1135","445"
"1670","Ruddy Duck","2011","1049","413"
"1670","Ruddy Duck","2012","1725","594"
"1670","Ruddy Duck","2013","746","338"
"1670","Ruddy Duck","2014","2567","676"
"1670","Ruddy Duck","2015","1267","579"
"1670","Ruddy Duck","2016","3827","1302"
"1670","Ruddy Duck","2017","1289","693"
"1670","Ruddy Duck","2018","871","389"
"1690","Lesser Snow Goose: white phase","1969","67645","11113"
"1690","Lesser Snow Goose: white phase","1970","75498","12974"
"1690","Lesser Snow Goose: white phase","1971","61134","8741"
"1690","Lesser Snow Goose: white phase","1972","97987","7270"
"1690","Lesser Snow Goose: white phase","1973","114040","11436"
"1690","Lesser Snow Goose: white phase","1974","89630","6085"
"1690","Lesser Snow Goose: white phase","1975","72094","2426"
"1690","Lesser Snow Goose: white phase","1976","86285","3828"
"1690","Lesser Snow Goose: white phase","1977","88338","3263"
"1690","Lesser Snow Goose: white phase","1978","48562","0"
"1690","Lesser Snow Goose: white phase","1979","103872","3283"
"1690","Lesser Snow Goose: white phase","1980","122435","4055"
"1690","Lesser Snow Goose: white phase","1981","85958","2847"
"1690","Lesser Snow Goose: white phase","1982","70823","2506"
"1690","Lesser Snow Goose: white phase","1983","131369","4540"
"1690","Lesser Snow Goose: white phase","1984","79679","5291"
"1690","Lesser Snow Goose: white phase","1985","101783","22085"
"1690","Lesser Snow Goose: white phase","1986","55031","7044"
"1690","Lesser Snow Goose: white phase","1987","96506","7532"
"1690","Lesser Snow Goose: white phase","1988","75266","9467"
"1690","Lesser Snow Goose: white phase","1989","82940","7874"
"1690","Lesser Snow Goose: white phase","1990","64529","6661"
"1690","Lesser Snow Goose: white phase","1991","63987","4291"
"1690","Lesser Snow Goose: white phase","1992","38243","2585"
"1690","Lesser Snow Goose: white phase","1993","49063","3432"
"1690","Lesser Snow Goose: white phase","1994","63872","3972"
"1690","Lesser Snow Goose: white phase","1995","56931","5376"
"1690","Lesser Snow Goose: white phase","1996","59563","6344"
"1690","Lesser Snow Goose: white phase","1997","84175","4976"
"1690","Lesser Snow Goose: white phase","1998","106971","7610"
"1690","Lesser Snow Goose: white phase","1999","113930","11736"
"1690","Lesser Snow Goose: white phase","2000","81429","7065"
"1690","Lesser Snow Goose: white phase","2001","95529","8043"
"1690","Lesser Snow Goose: white phase","2002","82994","8373"
"1690","Lesser Snow Goose: white phase","2003","88157","9586"
"1690","Lesser Snow Goose: white phase","2004","69049","8134"
"1690","Lesser Snow Goose: white phase","2005","69775","8898"
"1690","Lesser Snow Goose: white phase","2006","95261","9100"
"1690","Lesser Snow Goose: white phase","2007","64910","6986"
"1690","Lesser Snow Goose: white phase","2008","85454","9263"
"1690","Lesser Snow Goose: white phase","2009","62172","7415"
"1690","Lesser Snow Goose: white phase","2010","79461","13314"
"1690","Lesser Snow Goose: white phase","2011","62668","8454"
"1690","Lesser Snow Goose: white phase","2012","75743","12572"
"1690","Lesser Snow Goose: white phase","2013","93926","15861"
"1690","Lesser Snow Goose: white phase","2014","111230","18229"
"1690","Lesser Snow Goose: white phase","2015","68664","10752"
"1690","Lesser Snow Goose: white phase","2016","46214","8000"
"1690","Lesser Snow Goose: white phase","2017","61398","9344"
"1690","Lesser Snow Goose: white phase","2018","72275","10304"
"1691","Lesser Snow Goose: blue phase","1969","2178","898"
"1691","Lesser Snow Goose: blue phase","1975","34725","2744"
"1691","Lesser Snow Goose: blue phase","1976","12202","718"
"1691","Lesser Snow Goose: blue phase","1977","13653","759"
"1691","Lesser Snow Goose: blue phase","1978","26869","0"
"1691","Lesser Snow Goose: blue phase","1979","36923","1449"
"1691","Lesser Snow Goose: blue phase","1980","16399","805"
"1691","Lesser Snow Goose: blue phase","1981","41432","1921"
"1691","Lesser Snow Goose: blue phase","1982","45955","2048"
"1691","Lesser Snow Goose: blue phase","1983","37717","1804"
"1691","Lesser Snow Goose: blue phase","1984","44461","4319"
"1691","Lesser Snow Goose: blue phase","1985","53577","15422"
"1691","Lesser Snow Goose: blue phase","1986","37043","4204"
"1691","Lesser Snow Goose: blue phase","1987","45199","4058"
"1691","Lesser Snow Goose: blue phase","1988","37846","6762"
"1691","Lesser Snow Goose: blue phase","1989","55433","8097"
"1691","Lesser Snow Goose: blue phase","1990","37623","6324"
"1691","Lesser Snow Goose: blue phase","1991","37972","4410"
"1691","Lesser Snow Goose: blue phase","1992","20609","2046"
"1691","Lesser Snow Goose: blue phase","1993","39515","2701"
